mutation,segment
3,0
5,0
86,0
96,0
108,0
109,0
121,0
123,0
137,0
138,0
159,0
170,0
176,0
198,0
267,0
289,0
293,0
346,0
366,0
381,0
452,0
459,0
463,0
531,0
546,0
574,0
597,0
599,0
606,0
609,0
623,0
651,0
700,0
742,0
787,0
804,0
857,0
869,0
881,0
890,0
909,0
918,0
930,0
938,0
976,0
992,0
1050,0
1051,0
1060,0
1071,0
1088,0
1155,0
1231,0
1232,0
1241,0
1245,0
1255,0
1297,0
1306,0
1309,0
1315,0
1333,0
1335,0
1359,0
1375,0
1381,0
1402,0
1403,0
1478,0
1481,0
1519,0
1560,0
1584,0
1585,0
1606,0
1618,0
1655,0
1669,0
1671,0
1675,0
1684,0
1700,0
1722,0
1748,0
1779,0
1780,0
1832,0
1848,0
1855,0
1872,0
1928,0
1944,0
1952,0
1954,0
1962,0
1978,0
1980,0
1981,0
1984,0
1993,0
2010,0
2027,0
2036,0
2105,0
2140,0
2141,0
2155,0
2227,0
2255,0
2262,0
2268,0
2290,0
2294,0
2346,0
2382,0
2387,0
2394,0
2408,0
2410,0
2414,0
2432,0
2465,0
2492,0
1,1
11,1
85,1
126,1
147,1
178,1
185,1
201,1
213,1
214,1
215,1
221,1
252,1
277,1
281,1
296,1
321,1
344,1
351,1
374,1
377,1
378,1
404,1
410,1
424,1
437,1
473,1
474,1
483,1
492,1
501,1
512,1
525,1
532,1
533,1
543,1
548,1
557,1
570,1
573,1
585,1
587,1
608,1
630,1
637,1
661,1
676,1
681,1
685,1
745,1
749,1
767,1
768,1
771,1
774,1
775,1
781,1
783,1
790,1
793,1
820,1
823,1
833,1
840,1
843,1
852,1
859,1
860,1
863,1
924,1
928,1
945,1
951,1
960,1
966,1
999,1
1011,1
1012,1
1020,1
1054,1
1055,1
1073,1
1080,1
1090,1
1093,1
1101,1
1131,1
1138,1
1179,1
1205,1
1233,1
1240,1
1257,1
1258,1
1272,1
1274,1
1277,1
1283,1
1287,1
1290,1
1295,1
1313,1
1347,1
1348,1
1407,1
1409,1
1425,1
1431,1
1432,1
1435,1
1436,1
1473,1
1474,1
1501,1
1512,1
1522,1
1531,1
1537,1
1555,1
1562,1
1570,1
1583,1
1596,1
1623,1
1628,1
1634,1
1656,1
1662,1
1666,1
1704,1
1711,1
1713,1
1718,1
1759,1
1765,1
1767,1
1804,1
1817,1
1819,1
1821,1
1822,1
1827,1
1833,1
1851,1
1856,1
1862,1
1880,1
1906,1
1925,1
1933,1
1934,1
1942,1
1992,1
2006,1
2007,1
2031,1
2035,1
2061,1
2103,1
2132,1
2138,1
2144,1
2149,1
2151,1
2152,1
2173,1
2176,1
2182,1
2183,1
2192,1
2196,1
2243,1
2249,1
2279,1
2300,1
2325,1
2353,1
2356,1
2362,1
2364,1
2371,1
2386,1
2393,1
2416,1
2434,1
2442,1
2451,1
2457,1
2472,1
2481,1
2490,1
2494,1
4,2
22,2
25,2
34,2
49,2
107,2
110,2
122,2
125,2
133,2
155,2
172,2
183,2
200,2
218,2
223,2
234,2
257,2
268,2
275,2
280,2
283,2
284,2
299,2
308,2
312,2
337,2
368,2
372,2
392,2
393,2
399,2
455,2
478,2
479,2
482,2
493,2
498,2
506,2
511,2
526,2
536,2
549,2
562,2
566,2
647,2
687,2
709,2
723,2
724,2
739,2
741,2
744,2
750,2
782,2
786,2
800,2
812,2
821,2
826,2
834,2
853,2
855,2
874,2
877,2
882,2
898,2
907,2
922,2
926,2
929,2
932,2
981,2
1000,2
1001,2
1009,2
1015,2
1053,2
1063,2
1064,2
1087,2
1106,2
1118,2
1123,2
1136,2
1158,2
1172,2
1178,2
1207,2
1214,2
1218,2
1237,2
1248,2
1259,2
1267,2
1268,2
1329,2
1334,2
1361,2
1372,2
1380,2
1384,2
1386,2
1399,2
1444,2
1456,2
1520,2
1521,2
1526,2
1534,2
1536,2
1540,2
1576,2
1586,2
1602,2
1611,2
1614,2
1670,2
1681,2
1690,2
1691,2
1708,2
1714,2
1724,2
1731,2
1733,2
1736,2
1739,2
1742,2
1745,2
1746,2
1749,2
1755,2
1776,2
1813,2
1818,2
1831,2
1842,2
1859,2
1890,2
1902,2
1903,2
1967,2
1968,2
2022,2
2045,2
2046,2
2047,2
2054,2
2058,2
2067,2
2087,2
2090,2
2091,2
2127,2
2129,2
2161,2
2162,2
2210,2
2211,2
2212,2
2226,2
2235,2
2263,2
2281,2
2313,2
2315,2
2338,2
2343,2
2398,2
2425,2
2440,2
2445,2
2448,2
2455,2
2459,2
2479,2
2489,2
13,3
19,3
41,3
43,3
45,3
52,3
74,3
78,3
80,3
89,3
90,3
99,3
112,3
113,3
115,3
157,3
161,3
169,3
180,3
195,3
197,3
202,3
206,3
228,3
237,3
248,3
263,3
264,3
272,3
282,3
290,3
294,3
320,3
330,3
350,3
363,3
373,3
405,3
425,3
430,3
435,3
444,3
456,3
466,3
469,3
475,3
494,3
509,3
514,3
515,3
517,3
519,3
535,3
539,3
560,3
584,3
589,3
603,3
615,3
626,3
641,3
669,3
674,3
684,3
692,3
708,3
717,3
765,3
770,3
778,3
780,3
789,3
799,3
832,3
861,3
880,3
889,3
893,3
894,3
897,3
900,3
901,3
908,3
915,3
919,3
953,3
979,3
1002,3
1022,3
1047,3
1077,3
1115,3
1116,3
1120,3
1128,3
1130,3
1134,3
1149,3
1171,3
1190,3
1211,3
1226,3
1252,3
1263,3
1294,3
1310,3
1320,3
1338,3
1346,3
1351,3
1356,3
1357,3
1363,3
1370,3
1406,3
1413,3
1417,3
1443,3
1476,3
1479,3
1483,3
1491,3
1499,3
1509,3
1547,3
1551,3
