mutation,cluster
108,2
123,2
176,2
289,2
452,2
597,2
857,2
890,2
909,2
918,2
1051,2
1060,2
1071,2
1088,2
1155,2
1232,2
1245,2
1335,2
1584,2
1671,2
1684,2
1722,2
1855,2
1980,2
1984,2
1993,2
2010,2
2141,2
2268,2
2294,2
2382,2
2408,2
2414,2
2432,2
2576,2
2617,2
2696,2
2762,2
2816,2
2848,2
2873,2
2880,2
2919,2
2959,2
2977,2
3068,2
3186,2
3251,2
3254,2
3360,2
3361,2
3376,2
3385,2
3431,2
3460,2
3630,2
3675,2
3869,2
3951,2
4097,2
4108,2
4113,2
4122,2
4288,2
4375,2
4512,2
4520,2
4598,2
4599,2
4604,2
4616,2
4637,2
4645,2
4735,2
4893,2
4902,2
4993,2
5046,2
5094,2
5136,2
5184,2
5260,2
5271,2
5277,2
5280,2
5323,2
5399,2
5418,2
5495,2
5565,2
5659,2
5736,2
5770,2
5783,2
5786,2
5818,2
5842,2
5908,2
5929,2
5937,2
6041,2
6241,2
6539,2
6717,2
6745,2
6837,2
6860,2
7073,2
7114,2
7122,2
7137,2
7146,2
7187,2
7192,2
7267,2
7270,2
7345,2
7361,2
7374,2
7416,2
7470,2
7560,2
7728,2
7745,2
7749,2
7755,2
7977,2
8016,2
8038,2
8151,2
8192,2
8334,2
8440,2
8537,2
8577,2
8588,2
8649,2
8753,2
8780,2
8809,2
8819,2
8880,2
8908,2
8950,2
8968,2
9024,2
9064,2
9080,2
9288,2
9294,2
9332,2
9412,2
9459,2
9530,2
9757,2
9810,2
9873,2
9877,2
11,2
147,2
178,2
185,2
201,2
213,2
252,2
281,2
404,2
410,2
483,2
532,2
533,2
543,2
557,2
570,2
585,2
661,2
681,2
685,2
767,2
768,2
783,2
790,2
793,2
820,2
833,2
859,2
863,2
951,2
960,2
1020,2
1131,2
1138,2
1179,2
1287,2
1295,2
1347,2
1425,2
1431,2
1436,2
1473,2
1474,2
1512,2
1531,2
1562,2
1628,2
1634,2
1713,2
1759,2
1822,2
1862,2
1906,2
1925,2
1934,2
1942,2
2061,2
2103,2
2144,2
2182,2
2183,2
2249,2
2300,2
2356,2
2364,2
2416,2
2434,2
2490,2
2494,2
2539,2
2551,2
2607,2
2629,2
2648,2
2704,2
2763,2
2822,2
2865,2
2970,2
2988,2
3030,2
3049,2
3056,2
3139,2
3202,2
3214,2
3215,2
3220,2
3232,2
3240,2
3297,2
3321,2
3343,2
3392,2
3540,2
3557,2
3605,2
3633,2
3666,2
3748,2
3804,2
3821,2
3829,2
3838,2
3868,2
3881,2
3887,2
3895,2
3916,2
3933,2
3971,2
4012,2
4027,2
4080,2
4094,2
4103,2
4138,2
4146,2
4218,2
4311,2
4325,2
4401,2
4409,2
4441,2
4503,2
4542,2
4562,2
4591,2
4601,2
4617,2
4619,2
4642,2
4673,2
4679,2
4682,2
4683,2
4714,2
4729,2
4824,2
4832,2
4910,2
4950,2
4970,2
4975,2
4984,2
5092,2
5104,2
5255,2
5269,2
5305,2
5349,2
5354,2
5409,2
5479,2
5487,2
5494,2
5511,2
5543,2
5611,2
5661,2
5662,2
5731,2
5767,2
5810,2
5872,2
5880,2
5885,2
5903,2
5904,2
5969,2
5982,2
6035,2
6065,2
6147,2
6249,2
6267,2
6288,2
6326,2
6340,2
6444,2
6445,2
6470,2
6477,2
6498,2
6502,2
6552,2
6556,2
6689,2
6698,2
6804,2
6813,2
6852,2
6958,2
6962,2
6995,2
6997,2
7004,2
7077,2
7105,2
7195,2
7226,2
7260,2
7281,2
7286,2
7310,2
7547,2
7584,2
7631,2
7657,2
7672,2
7723,2
7740,2
7763,2
7783,2
7811,2
7861,2
7879,2
7913,2
7943,2
7965,2
7986,2
7993,2
8047,2
8062,2
8140,2
8142,2
8179,2
8209,2
8356,2
8358,2
8380,2
8429,2
8462,2
8463,2
8487,2
8514,2
8609,2
8656,2
8716,2
8764,2
8796,2
8815,2
8902,2
8929,2
8960,2
8969,2
9162,2
9197,2
9203,2
9218,2
9358,2
9487,2
9514,2
9565,2
9567,2
9578,2
9625,2
9680,2
9690,2
9722,2
9826,2
9854,2
9905,2
9913,2
9981,2
4,2
107,2
155,2
172,2
183,2
200,2
218,2
223,2
268,2
280,2
284,2
455,2
478,2
479,2
482,2
493,2
498,2
526,2
536,2
687,2
744,2
786,2
821,2
826,2
853,2
907,2
926,2
932,2
1001,2
1053,2
1123,2
1158,2
1178,2
1207,2
1218,2
1380,2
1386,2
1520,2
1521,2
1526,2
1536,2
1540,2
1602,2
1611,2
1670,2
1681,2
1724,2
1733,2
1739,2
1742,2
1746,2
1749,2
1755,2
1813,2
1842,2
1859,2
2047,2
2067,2
2127,2
2162,2
2235,2
2281,2
2343,2
2440,2
2445,2
2448,2
2455,2
2583,2
2671,2
2694,2
2718,2
2736,2
2741,2
2752,2
2755,2
2840,2
2870,2
2932,2
2937,2
2956,2
2979,2
2985,2
3013,2
3024,2
3077,2
3236,2
3485,2
