mutation,cluster
40,1
69,1
112,1
127,1
149,1
262,1
405,1
465,1
501,1
581,1
586,1
645,1
704,1
1251,1
1490,1
1761,1
1763,1
1850,1
2053,1
2457,1
2468,1
2517,1
2528,1
2585,1
2654,1
2656,1
2739,1
3217,1
3269,1
3282,1
3383,1
3481,1
3536,1
3637,1
3695,1
3711,1
3901,1
3906,1
3912,1
3981,1
4034,1
4042,1
4044,1
4358,1
4454,1
4469,1
4746,1
4890,1
4926,1
5058,1
5085,1
5193,1
5222,1
5374,1
5560,1
5582,1
5638,1
5776,1
5888,1
5893,1
5924,1
5929,1
6363,1
6383,1
6482,1
6740,1
6749,1
6794,1
6798,1
6800,1
6863,1
7086,1
7165,1
7179,1
7252,1
7272,1
7447,1
7534,1
7553,1
7689,1
7776,1
7841,1
7892,1
7950,1
8303,1
8348,1
8427,1
8499,1
8674,1
8805,1
8913,1
8918,1
9103,1
9215,1
9306,1
9366,1
9378,1
9409,1
9579,1
9660,1
9705,1
9708,1
9776,1
9873,1
9948,1
12,1
21,1
81,1
172,1
273,1
327,1
489,1
577,1
584,1
628,1
707,1
711,1
753,1
777,1
798,1
871,1
898,1
915,1
918,1
920,1
997,1
1050,1
1057,1
1088,1
1095,1
1335,1
1429,1
1442,1
1502,1
1528,1
1569,1
1635,1
1637,1
1680,1
1715,1
1833,1
1897,1
1971,1
2004,1
2045,1
2159,1
2173,1
2217,1
2344,1
2357,1
2365,1
2391,1
2393,1
2399,1
2408,1
2458,1
2477,1
2521,1
2556,1
2670,1
2694,1
2747,1
2753,1
2786,1
2817,1
2831,1
2947,1
3028,1
3163,1
3211,1
3247,1
3349,1
3375,1
3379,1
3473,1
3474,1
3524,1
3690,1
3712,1
3739,1
3777,1
3788,1
3790,1
3830,1
3837,1
3851,1
3866,1
3869,1
3958,1
3990,1
4032,1
4063,1
4077,1
4096,1
4111,1
4132,1
4180,1
4182,1
4202,1
4227,1
4280,1
4303,1
4347,1
4349,1
4367,1
4522,1
4537,1
4584,1
4639,1
4663,1
4672,1
4678,1
4726,1
4895,1
4936,1
4945,1
5352,1
5375,1
5448,1
5471,1
5496,1
5548,1
5579,1
5668,1
5680,1
5689,1
5721,1
5744,1
5749,1
5775,1
5816,1
5859,1
5912,1
5918,1
5992,1
6027,1
6144,1
6167,1
6196,1
6208,1
6297,1
6324,1
6340,1
6404,1
6425,1
6490,1
6541,1
6542,1
6574,1
6670,1
6717,1
6720,1
6732,1
6742,1
6758,1
6764,1
6787,1
6993,1
7078,1
7109,1
7141,1
7178,1
7241,1
7303,1
7318,1
7426,1
7452,1
7469,1
7545,1
7705,1
7707,1
7718,1
7726,1
7730,1
7825,1
7865,1
7919,1
7932,1
8007,1
8120,1
8149,1
8317,1
8354,1
8416,1
8517,1
8580,1
8681,1
8699,1
8713,1
8732,1
8744,1
8825,1
8826,1
8842,1
8916,1
8984,1
8992,1
9061,1
9120,1
9162,1
9206,1
9218,1
9232,1
9249,1
9261,1
9263,1
9289,1
9365,1
9380,1
9384,1
9414,1
9498,1
9538,1
9547,1
9572,1
9706,1
9778,1
9795,1
9882,1
9956,1
9970,1
63,1
222,1
226,1
266,1
281,1
421,1
512,1
627,1
679,1
844,1
966,1
1094,1
1151,1
1279,1
1384,1
1427,1
1451,1
1482,1
1522,1
1727,1
1845,1
1927,1
1941,1
1953,1
2033,1
2057,1
2100,1
2250,1
2282,1
2405,1
2418,1
2582,1
2604,1
2689,1
2891,1
2905,1
2926,1
2970,1
2981,1
2987,1
3116,1
3243,1
3265,1
3267,1
3330,1
3337,1
3426,1
3438,1
3597,1
3661,1
3663,1
3812,1
3903,1
3934,1
3986,1
4159,1
4270,1
4318,1
4322,1
4326,1
4353,1
4404,1
4460,1
4502,1
4513,1
4590,1
