mutation,cluster
211,3
284,3
573,3
598,3
836,3
885,3
957,3
963,3
977,3
1001,3
1163,3
1214,3
1245,3
1277,3
1330,3
1452,3
1507,3
1561,3
1821,3
1917,3
1966,3
2049,3
2113,3
2186,3
2221,3
2316,3
2397,3
76,3
118,3
130,3
374,3
743,3
754,3
755,3
938,3
1038,3
1149,3
1184,3
1344,3
1438,3
1464,3
1532,3
1557,3
1559,3
1730,3
1738,3
1982,3
2055,3
2235,3
2242,3
2288,3
98,3
865,3
946,3
998,3
1072,3
1101,3
1156,3
1501,3
1874,3
1958,3
1979,3
2062,3
2138,3
2368,3
2417,3
2441,3
2465,3
75,3
153,3
156,3
326,3
595,3
767,3
779,3
844,3
861,3
914,3
1011,3
1289,3
1305,3
1313,3
1426,3
1650,3
1933,3
2237,3
2255,3
80,3
198,3
305,3
317,3
327,3
365,3
448,3
626,3
698,3
855,3
908,3
1278,3
1420,3
1538,3
1564,3
1723,3
1787,3
1797,3
1804,3
1858,3
1913,3
2022,3
2133,3
2148,3
2355,3
197,3
229,3
308,3
395,3
396,3
568,3
588,3
905,3
1125,3
1153,3
1221,3
1566,3
1585,3
1808,3
1908,3
2124,3
2165,3
2309,3
2339,3
2349,3
2400,3
161,3
220,3
249,3
252,3
418,3
465,3
515,3
759,3
800,3
860,3
899,3
1154,3
1275,3
1324,3
1379,3
1530,3
1623,3
1642,3
1735,3
1965,3
2183,3
2269,3
2418,3
2477,3
2495,3
2499,3
47,3
126,3
172,3
625,3
780,3
876,3
912,3
942,3
1264,3
1578,3
1793,3
1851,3
2033,3
2083,3
2372,3
243,3
337,3
349,3
496,3
548,3
706,3
823,3
1323,3
1454,3
1531,3
1720,3
1842,3
1926,3
2127,3
2167,3
2291,3
2431,3
2481,3
14,3
56,3
59,3
124,3
149,3
169,3
175,3
309,3
354,3
607,3
611,3
735,3
959,3
983,3
1037,3
1067,3
1232,3
1299,3
1400,3
1500,3
1816,3
1855,3
2088,3
2099,3
2125,3
2151,3
2178,3
2244,3
2268,3
2303,3
2360,3
2462,3
366,3
455,3
507,3
723,3
979,3
1039,3
1115,3
1150,3
1327,3
1376,3
2194,3
2270,3
34,3
88,3
241,3
372,3
397,3
464,3
620,3
643,3
649,3
709,3
744,3
789,3
904,3
922,3
944,3
978,3
1083,3
1094,3
1126,3
1212,3
1236,3
1266,3
1271,3
1382,3
1428,3
1441,3
1471,3
1492,3
1569,3
1580,3
1656,3
1661,3
1674,3
1731,3
1823,3
1995,3
2024,3
2066,3
2101,3
2131,3
2184,3
2224,3
2319,3
2377,3
2463,3
102,3
114,3
133,3
239,3
271,3
435,3
737,3
947,3
1185,3
1282,3
1341,3
1348,3
1496,3
1539,3
1597,3
1601,3
1647,3
1657,3
1744,3
1749,3
1815,3
1817,3
1872,3
1987,3
2069,3
2132,3
2150,3
2289,3
2366,3
26,3
277,3
376,3
466,3
812,3
832,3
834,3
859,3
926,3
1013,3
1118,3
1143,3
1171,3
1229,3
1251,3
1447,3
1751,3
2061,3
2162,3
2281,3
2388,3
11,3
242,3
261,3
439,3
447,3
537,3
581,3
734,3
742,3
933,3
943,3
1298,3
1410,3
1534,3
1802,3
1950,3
1974,3
1976,3
1990,3
2044,3
2046,3
2095,3
2170,3
2258,3
2294,3
2371,3
2383,3
2411,3
99,4
546,4
750,4
1876,4
1943,4
2173,4
2301,4
2467,4
2493,4
381,4
853,4
1099,4
1309,4
1813,4
2442,4
2448,4
168,4
1181,4
1183,4
1190,4
2018,4
2290,4
2357,4
2362,4
2402,4
248,4
624,4
671,4
1361,4
1719,4
1725,4
2239,4
2427,4
424,4
530,4
576,4
680,4
1224,4
1325,4
1340,4
1754,4
1783,4
2305,4
2433,4
65,4
96,4
163,4
293,4
334,4
361,4
592,4
774,4
822,4
1180,4
1248,4
1346,4
1388,4
1414,4
2196,4
467,4
799,4
955,4
991,4
1065,4
1482,4
1484,4
1490,4
1708,4
1742,4
1774,4
1814,4
1936,4
2031,4
2286,4
159,4
401,4
820,4
964,4
1176,4
1718,4
2000,4
2232,4
2365,4
202,4
380,4
445,4
501,4
557,4
590,4
661,4
1284,4
1512,4
1705,4
2060,4
2171,4
311,4
532,4
614,4
615,4
819,4
1056,4
1480,4
1828,4
2005,4
2328,4
279,4
414,4
1396,4
1953,4
2169,4
2314,4
167,4
182,4
254,4
258,4
288,4
417,4
561,4
647,4
802,4
1016,4
1407,4
1606,4
1609,4
2027,4
2047,4
2189,4
2200,4
2422,4
2436,4
495,4
690,4
770,4
949,4
1025,4
1058,4
1562,4
1779,4
1938,4
1997,4
2279,4
123,4
429,4
636,4
652,4
813,4
1187,4
1638,4
1660,4
1732,4
1758,4
1884,4
2356,4
2367,4
2459,4
15,4
631,4
739,4
976,4
1314,4
1397,4
1427,4
1755,4
2118,4
2351,4
2381,4
2387,4
638,7
683,7
951,7
1179,7
1699,7
1895,7
1954,7
2073,7
2262,7
205,7
373,7
773,7
810,7
895,7
1368,7
1919,7
1948,7
1989,7
2423,7
2455,7
111,7
797,7
1338,7
1686,7
1690,7
1741,7
2306,7
275,7
423,7
547,7
801,7
1403,7
1827,7
1880,7
2390,7
39,7
398,7
679,7
721,7
913,7
1092,7
1685,7
1709,7
1781,7
2001,7
2325,7
491,7
1030,7
1208,7
2081,7
2264,7
2273,7
2331,7
295,7
318,7
609,7
629,7
637,7
781,7
1090,7
1193,7
1281,7
1761,7
2020,7
2385,7
348,7
383,7
1533,7
1556,7
1841,7
2461,7
70,7
1675,7
1740,7
30,7
257,7
446,7
461,7
489,7
932,7
1467,7
1605,7
1890,7
2156,7
2164,7
2283,7
2406,7
2473,7
602,7
1022,7
1591,7
1680,7
1770,7
1865,7
2109,7
2485,7
55,7
107,7
333,7
760,7
784,7
874,7
1250,7
1628,7
1704,7
1750,7
1772,7
1854,7
1883,7
1914,7
1973,7
2439,7
2471,7
150,7
535,7
575,7
765,7
1035,7
1209,7
1672,7
1769,7
2336,7
567,7
600,7
612,7
1002,7
1203,7
1766,7
1934,7
2249,7
136,7
282,7
314,7
640,7
732,7
858,7
954,7
1206,7
1303,7
1378,7
1637,7
1646,7
2103,7
2174,7
2203,7
2364,7
2444,7
228,8
419,8
1085,8
1261,8
1408,8
1836,8
1918,8
1961,8
2452,8
72,8
200,8
232,8
479,8
651,8
1310,8
1873,8
1951,8
2240,8
2322,8
2469,8
179,8
556,8
628,8
673,8
838,8
1227,8
1315,8
1374,8
1486,8
67,8
194,8
776,8
839,8
1311,8
1349,8
1476,8
1581,8
1733,8
1862,8
2192,8
2214,8
2287,8
2370,8
2403,8
183,8
250,8
412,8
608,8
1352,8
1795,8
2038,8
2435,8
2450,8
138,8
506,8
559,8
674,8
695,8
769,8
901,8
1433,8
1615,8
1700,8
1722,8
2105,8
2122,8
2321,8
89,8
97,8
105,8
131,8
215,8
360,8
379,8
456,8
519,8
644,8
704,8
730,8
787,8
1054,8
1377,8
1658,8
1702,8
2092,8
2107,8
2114,8
2130,8
2335,8
2380,8
2421,8
110,8
504,8
684,8
934,8
1297,8
1415,8
1692,8
1778,8
2340,8
84,8
267,8
543,8
728,8
764,8
994,8
1419,8
1472,8
1902,8
2050,8
2489,8
42,8
176,8
203,8
357,8
415,8
503,8
528,8
748,8
1004,8
1365,8
1369,8
1477,8
1528,8
1684,8
1812,8
1835,8
2476,8
237,8
283,8
478,8
682,8
925,8
1048,8
1211,8
1383,8
2140,8
2445,8
160,8
407,8
837,8
1127,8
1285,8
1339,8
