mutation,segment
34,0
67,0
78,0
80,0
89,0
91,0
106,0
107,0
118,0
122,0
127,0
152,0
176,0
183,0
191,0
193,0
210,0
213,0
217,0
218,0
245,0
270,0
277,0
292,0
300,0
316,0
324,0
333,0
335,0
345,0
368,0
370,0
403,0
408,0
410,0
471,0
484,0
486,0
514,0
520,0
539,0
542,0
549,0
561,0
578,0
583,0
594,0
603,0
606,0
622,0
630,0
671,0
673,0
681,0
683,0
688,0
715,0
717,0
748,0
771,0
787,0
788,0
809,0
814,0
816,0
836,0
847,0
849,0
850,0
872,0
878,0
913,0
918,0
927,0
936,0
951,0
958,0
966,0
977,0
989,0
1002,0
1040,0
1093,0
1100,0
1141,0
1152,0
1178,0
1188,0
1215,0
1217,0
1221,0
1223,0
1257,0
1278,0
1291,0
1301,0
1305,0
1310,0
1330,0
1450,0
1470,0
1484,0
1493,0
1495,0
1547,0
1551,0
1563,0
1598,0
1600,0
1611,0
1626,0
1643,0
1711,0
1761,0
1819,0
1868,0
1879,0
1882,0
1892,0
1908,0
1920,0
1924,0
1934,0
1936,0
1950,0
1994,0
1997,0
2032,0
2033,0
2055,0
2071,0
2073,0
2080,0
2095,0
2104,0
2115,0
2145,0
2153,0
2158,0
2169,0
2189,0
2201,0
2217,0
2220,0
2222,0
2224,0
2225,0
2226,0
2229,0
2233,0
2245,0
2253,0
2274,0
2276,0
2318,0
2358,0
2400,0
2408,0
2424,0
2440,0
2477,0
2498,0
2509,0
2537,0
2552,0
2562,0
2563,0
2564,0
2606,0
2644,0
2653,0
2660,0
2662,0
2668,0
2673,0
2707,0
2734,0
2738,0
2778,0
2786,0
2791,0
2816,0
2833,0
2843,0
2853,0
2860,0
2864,0
2887,0
2960,0
2972,0
2975,0
2976,0
3017,0
3046,0
3067,0
3073,0
3102,0
3107,0
3112,0
3174,0
3199,0
3202,0
3205,0
3241,0
3256,0
3269,0
3272,0
3283,0
3285,0
3293,0
3309,0
3330,0
3333,0
3335,0
3354,0
3364,0
3373,0
3395,0
3480,0
3517,0
3543,0
3545,0
3550,0
3555,0
3612,0
3652,0
3654,0
