mutation,cluster
5,9
101,9
121,9
133,9
149,9
326,9
346,9
354,9
364,9
490,9
499,9
617,9
618,9
621,9
679,9
747,9
760,9
866,9
941,9
979,9
1003,9
1055,9
1110,9
1143,9
1191,9
1282,9
1387,9
1400,9
1472,9
1521,9
1890,9
1935,9
2001,9
2038,9
2117,9
2376,9
2378,9
2416,9
2446,9
2492,9
59,9
187,9
202,9
232,9
593,9
624,9
632,9
737,9
745,9
853,9
965,9
996,9
1035,9
1045,9
1096,9
1112,9
1151,9
1158,9
1305,9
1366,9
1512,9
1541,9
1746,9
2084,9
2125,9
2204,9
2217,9
2344,9
2385,9
2470,9
2498,9
24,9
40,9
62,9
266,9
359,9
431,9
518,9
641,9
722,9
872,9
952,9
976,9
982,9
989,9
995,9
1190,9
1245,9
1458,9
1543,9
1561,9
1661,9
1662,9
1987,9
2139,9
2450,9
215,9
452,9
884,9
1125,9
1185,9
1262,9
1280,9
1295,9
1363,9
1537,9
1582,9
1693,9
1714,9
1908,9
1926,9
2079,9
2323,9
2479,9
21,9
26,9
118,9
176,9
225,9
317,9
350,9
387,9
409,9
596,9
611,9
630,9
646,9
790,9
814,9
961,9
974,9
975,9
1015,9
1037,9
1085,9
1120,9
1123,9
1198,9
1237,9
1333,9
1452,9
1707,9
1797,9
1858,9
1924,9
2023,9
2027,9
2064,9
2094,9
2110,9
2299,9
2419,9
2449,9
67,9
139,9
205,9
223,9
330,9
333,9
485,9
616,9
669,9
714,9
791,9
903,9
912,9
920,9
967,9
1067,9
1246,9
1421,9
1486,9
1603,9
1606,9
1680,9
1722,9
1733,9
1744,9
1820,9
1899,9
1920,9
1929,9
1969,9
2026,9
2029,9
2104,9
2137,9
2420,9
2472,9
46,9
254,9
433,9
435,9
521,9
580,9
594,9
758,9
763,9
810,9
886,9
1047,9
1097,9
1142,9
1234,9
1241,9
1283,9
1438,9
1451,9
1572,9
1612,9
1654,9
1764,9
1765,9
1794,9
1859,9
1976,9
2092,9
2155,9
2227,9
2349,9
2476,9
58,9
181,9
186,9
270,9
459,9
589,9
590,9
735,9
847,9
934,9
1008,9
1046,9
1064,9
1153,9
1194,9
1242,9
1298,9
1313,9
1321,9
1326,9
1334,9
1339,9
1362,9
1393,9
1416,9
1422,9
1563,9
1647,9
1847,9
1856,9
1865,9
2042,9
2049,9
2153,9
2404,9
2406,9
19,9
85,9
229,9
379,9
394,9
438,9
491,9
599,9
716,9
822,9
924,9
1178,9
1250,9
1278,9
1304,9
1356,9
1477,9
1580,9
1725,9
2126,9
2129,9
2135,9
2160,9
2304,9
2499,9
86,9
177,9
191,9
478,9
626,9
654,9
660,9
701,9
719,9
785,9
1080,9
1086,9
1248,9
1518,9
1684,9
1798,9
1828,9
1840,9
1882,9
1900,9
1938,9
1946,9
2043,9
2108,9
2247,9
2269,9
2293,9
2366,9
2440,9
401,9
441,9
592,9
643,9
680,9
970,9
1118,9
1328,9
1359,9
1365,9
1545,9
1611,9
1787,9
2228,9
2241,9
2383,9
2407,9
2422,9
2434,9
2444,9
9,9
144,9
247,9
328,9
336,9
352,9
420,9
423,9
604,9
647,9
812,9
968,9
1022,9
1034,9
1105,9
1164,9
1184,9
1240,9
1308,9
1444,9
1463,9
1490,9
1594,9
1597,9
1672,9
1721,9
1745,9
1864,9
1914,9
2013,9
2250,9
183,9
203,9
233,9
327,9
458,9
571,9
685,9
689,9
697,9
700,9
728,9
777,9
863,9
1403,9
1453,9
1474,9
1514,9
1526,9
1804,9
1832,9
1958,9
2050,9
2074,9
2167,9
2197,9
2207,9
2354,9
47,9
51,9
81,9
97,9
166,9
197,9
228,9
262,9
272,9
349,9
402,9
428,9
429,9
454,9
465,9
520,9
537,9
541,9
595,9
656,9
752,9
815,9
841,9
876,9
880,9
890,9
923,9
977,9
1019,9
1065,9
1077,9
1094,9
1099,9
1111,9
1128,9
1173,9
1181,9
1224,9
1264,9
1301,9
1420,9
1489,9
1553,9
1658,9
1775,9
1783,9
1799,9
1812,9
1835,9
1850,9
1874,9
1888,9
1960,9
1963,9
1968,9
1983,9
2016,9
2021,9
2028,9
2036,9
2105,9
2138,9
2145,9
2154,9
2195,9
2214,9
2239,9
2246,9
2292,9
2306,9
2310,9
2336,9
2367,9
2458,9
2481,9
7,9
28,9
73,9
105,9
158,9
244,9
275,9
306,9
345,9
410,9
471,9
581,9
602,9
642,9
667,9
715,9
740,9
744,9
811,9
874,9
894,9
926,9
944,9
1048,9
1147,9
1223,9
1232,9
1263,9
1316,9
1384,9
1390,9
1651,9
1685,9
2057,9
2076,9
2083,9
2098,9
2112,9
2118,9
2249,9
2279,9
2296,9
2316,9
2369,9
109,2
201,2
854,2
1225,2
1849,2
184,2
239,2
757,2
821,2
878,2
1317,2
1590,2
2203,2
805,2
1168,2
1984,2
1054,2
1059,2
1109,2
1720,2
2106,2
2205,2
501,2
606,2
769,2
1730,2
392,2
548,2
888,2
1032,2
1668,2
1732,2
954,2
1226,2
1253,2
1329,2
1531,2
2216,2
125,2
1447,2
1649,2
1686,2
2276,2
2427,2
282,2
542,2
730,2
2061,2
1937,2
160,2
600,2
696,2
1230,2
1354,2
2186,2
2221,2
2270,2
2340,2
2364,2
2453,2
92,2
1399,2
739,2
788,2
846,2
875,2
1806,2
1826,2
2412,2
2448,2
64,2
1069,2
1309,2
1402,2
2267,2
111,3
252,3
371,3
666,3
761,3
927,3
1030,3
1139,3
1213,3
1358,3
1364,3
1396,3
1478,3
1530,3
1539,3
1595,3
1626,3
1682,3
1752,3
1785,3
1928,3
2109,3
2363,3
2384,3
2432,3
2457,3
2,3
182,3
251,3
338,3
659,3
868,3
940,3
1004,3
1133,3
1380,3
1480,3
1808,3
2015,3
2102,3
2113,3
2282,3
142,3
304,3
415,3
477,3
584,3
587,3
943,3
1379,3
1413,3
1506,3
1567,3
1715,3
1771,3
1837,3
1844,3
1923,3
2087,3
2231,3
2425,3
61,3
211,3
377,3
610,3
1249,3
1370,3
1465,3
1995,3
2071,3
2218,3
2370,3
210,3
397,3
506,3
652,3
712,3
729,3
800,3
1038,3
1311,3
1353,3
1852,3
2044,3
2184,3
2348,3
238,3
242,3
257,3
759,3
775,3
781,3
796,3
1091,3
1271,3
1342,3
1494,3
1522,3
1601,3
1698,3
1843,3
1893,3
1965,3
2078,3
2101,3
2171,3
2430,3
36,3
113,3
263,3
278,3
280,3
289,3
504,3
524,3
532,3
684,3
937,3
1010,3
1456,3
1461,3
1609,3
1824,3
1977,3
2034,3
2262,3
2409,3
2433,3
216,3
382,3
1000,3
1117,3
1455,3
1825,3
1839,3
1894,3
2045,3
2053,3
2201,3
2242,3
2243,3
2326,3
112,3
150,3
386,3
434,3
486,3
517,3
534,3
623,3
627,3
1268,3
1404,3
1424,3
1467,3
1815,3
1915,3
1964,3
2020,3
2066,3
2072,3
2116,3
2339,3
2438,3
857,3
879,3
1052,3
1231,3
1267,3
1348,3
1640,3
1761,3
2006,3
2041,3
2357,3
279,3
312,3
489,3
658,3
850,3
1335,3
1360,3
1932,3
2343,3
2398,3
265,3
457,3
554,3
561,3
615,3
636,3
734,3
782,3
859,3
999,3
1060,3
1174,3
1255,3
1297,3
1322,3
1385,3
1524,3
1663,3
1801,3
1855,3
2159,3
2277,3
2347,3
96,3
830,3
918,3
1171,3
1394,3
1483,3
1818,3
2058,3
2260,3
2368,3
65,3
103,3
217,3
296,3
400,3
503,3
711,3
754,3
804,3
882,3
925,3
990,3
1074,3
1083,3
1152,3
1183,3
1426,3
1441,3
1536,3
1564,3
1675,3
1710,3
1713,3
1728,3
1747,3
1755,3
1782,3
1889,3
1897,3
1990,3
2048,3
2143,3
2161,3
2179,3
2251,3
2315,3
2394,3
37,3
72,3
131,3
180,3
446,3
551,3
784,3
1063,3
1182,3
1285,3
1650,3
1816,3
1881,3
1913,3
2005,3
15,6
218,6
292,6
466,6
764,6
856,6
1218,6
1228,6
1375,6
1414,6
1592,6
1689,6
1861,6
1868,6
2120,6
2252,6
2421,6
2435,6
42,6
102,6
300,6
505,6
508,6
582,6
698,6
699,6
808,6
838,6
871,6
883,6
1124,6
1300,6
1327,6
1383,6
1437,6
1459,6
1697,6
1884,6
1974,6
1993,6
2136,6
2237,6
2300,6
12,6
169,6
315,6
530,6
639,6
676,6
1002,6
1227,6
1726,6
1903,6
2024,6
2185,6
2494,6
154,6
370,6
683,6
693,6
832,6
1145,6
1188,6
1273,6
1289,6
1347,6
1470,6
1534,6
1667,6
1862,6
94,6
156,6
337,6
613,6
651,6
727,6
860,6
991,6
997,6
1017,6
1062,6
1127,6
1516,6
1706,6
1907,6
2466,6
294,6
625,6
802,6
915,6
1006,6
1538,6
1602,6
1622,6
1918,6
2173,6
2234,6
2424,6
267,6
341,6
432,6
463,6
644,6
708,6
942,6
1081,6
