mutation,segment
10,0
18,0
28,0
44,0
52,0
99,0
116,0
134,0
144,0
155,0
158,0
165,0
196,0
204,0
211,0
213,0
214,0
222,0
228,0
259,0
264,0
266,0
274,0
278,0
280,0
284,0
292,0
303,0
323,0
328,0
331,0
335,0
341,0
371,0
392,0
399,0
411,0
419,0
450,0
508,0
527,0
536,0
545,0
546,0
573,0
582,0
598,0
638,0
641,0
663,0
666,0
668,0
683,0
694,0
725,0
750,0
790,0
824,0
831,0
833,0
836,0
870,0
885,0
891,0
897,0
909,0
951,0
956,0
957,0
958,0
963,0
970,0
977,0
1001,0
1042,0
1052,0
1066,0
1085,0
1100,0
1163,0
1166,0
1179,0
1186,0
1214,0
1231,0
1245,0
1260,0
1261,0
1277,0
1283,0
1316,0
1330,0
1356,0
1390,0
1398,0
1406,0
1408,0
1440,0
1452,0
1468,0
1475,0
1478,0
1483,0
1499,0
1507,0
1510,0
1513,0
1523,0
1529,0
1535,0
1543,0
1558,0
1561,0
1577,0
1584,0
1594,0
1604,0
1614,0
1617,0
1632,0
1662,0
1664,0
1698,0
1699,0
1762,0
1780,0
1782,0
1821,0
1825,0
1829,0
1833,0
1836,0
1840,0
1843,0
1845,0
1846,0
1876,0
1894,0
1895,0
1900,0
1917,0
1918,0
1943,0
1946,0
1954,0
1961,0
1966,0
1975,0
1983,0
2016,0
2032,0
2049,0
2052,0
2054,0
2073,0
2087,0
2104,0
2113,0
2121,0
2142,0
2173,0
2177,0
2185,0
2186,0
2211,0
2217,0
2221,0
2230,0
2243,0
2247,0
2262,0
2282,0
2301,0
2312,0
2315,0
2316,0
2326,0
2343,0
2345,0
2375,0
2382,0
2394,0
2397,0
2408,0
2409,0
2419,0
2449,0
2452,0
2467,0
2493,0
16,1
38,1
72,1
76,1
81,1
92,1
118,1
119,1
125,1
130,1
142,1
190,1
192,1
195,1
199,1
200,1
205,1
216,1
218,1
225,1
232,1
342,1
346,1
353,1
373,1
374,1
381,1
410,1
479,1
490,1
498,1
499,1
511,1
512,1
531,1
566,1
594,1
622,1
651,1
657,1
714,1
743,1
754,1
755,1
757,1
773,1
793,1
798,1
810,1
850,1
853,1
864,1
881,1
895,1
915,1
938,1
948,1
960,1
962,1
965,1
990,1
1038,1
1049,1
1099,1
1105,1
1114,1
1132,1
1135,1
1149,1
1158,1
1184,1
1237,1
1309,1
1310,1
1336,1
1344,1
1368,1
1371,1
1372,1
1386,1
1413,1
1430,1
1435,1
1438,1
1456,1
1464,1
1525,1
1532,1
1557,1
1559,1
1568,1
1576,1
1603,1
1612,1
1631,1
1668,1
1673,1
1679,1
1689,1
1707,1
1711,1
1713,1
1730,1
1736,1
1738,1
1739,1
1746,1
1768,1
1794,1
1801,1
1813,1
1819,1
1834,1
1838,1
1873,1
1904,1
1919,1
1932,1
1948,1
1951,1
1955,1
1960,1
1982,1
1985,1
1989,1
2008,1
2055,1
2102,1
2106,1
2149,1
2152,1
2207,1
2210,1
2212,1
2226,1
2228,1
2233,1
2235,1
2240,1
2242,1
2252,1
2288,1
2322,1
2330,1
2358,1
2376,1
2423,1
2442,1
2448,1
2455,1
2466,1
2469,1
2480,1
2496,1
22,2
46,2
98,2
108,2
111,2
113,2
135,2
168,2
179,2
187,2
212,2
235,2
255,2
296,2
310,2
325,2
329,2
345,2
416,2
438,2
556,2
589,2
628,2
654,2
660,2
673,2
676,2
692,2
719,2
727,2
771,2
797,2
804,2
828,2
838,2
841,2
852,2
865,2
917,2
946,2
998,2
1005,2
1024,2
1032,2
1057,2
1072,2
1101,2
1134,2
1156,2
1177,2
1181,2
1183,2
1190,2
1200,2
1220,2
1227,2
1246,2
1265,2
1280,2
1315,2
1338,2
1355,2
1366,2
1374,2
1393,2
1412,2
1446,2
1486,2
1498,2
1501,2
1505,2
1514,2
1518,2
1524,2
1536,2
1582,2
1600,2
1626,2
1670,2
1686,2
1690,2
1741,2
1764,2
1771,2
1785,2
1830,2
1837,2
1848,2
1874,2
1887,2
1922,2
1942,2
1958,2
1979,2
2006,2
2018,2
2040,2
2041,2
2056,2
2057,2
2062,2
2071,2
2078,2
2110,2
2138,2
2147,2
2245,2
2278,2
2290,2
2306,2
2354,2
2357,2
2362,2
2368,2
2402,2
2416,2
2417,2
2441,2
2460,2
2465,2
2491,2
53,3
57,3
66,3
67,3
75,3
101,3
103,3
153,3
156,3
178,3
185,3
194,3
219,3
246,3
248,3
275,3
320,3
326,3
332,3
368,3
387,3
405,3
423,3
433,3
452,3
454,3
468,3
474,3
539,3
540,3
547,3
572,3
574,3
595,3
599,3
601,3
624,3
655,3
656,3
671,3
677,3
685,3
691,3
738,3
741,3
752,3
767,3
776,3
779,3
801,3
807,3
839,3
840,3
844,3
854,3
861,3
862,3
872,3
907,3
914,3
930,3
1007,3
1011,3
1045,3
1053,3
1077,3
1147,3
1151,3
1169,3
1192,3
1213,3
1226,3
1230,3
1272,3
1289,3
1295,3
1300,3
1305,3
1311,3
1313,3
1349,3
1350,3
1358,3
1359,3
1361,3
1403,3
1426,3
1476,3
1497,3
1506,3
1527,3
1581,3
1589,3
1649,3
1650,3
1659,3
1663,3
1719,3
1724,3
1725,3
1733,3
1791,3
1806,3
1827,3
1844,3
1862,3
1877,3
1880,3
1896,3
1928,3
1933,3
1945,3
1957,3
1970,3
1971,3
2025,3
2063,3
2070,3
2074,3
2094,3
2116,3
2159,3
2175,3
2192,3
2193,3
2205,3
2214,3
2220,3
2237,3
2239,3
2246,3
2255,3
2265,3
2275,3
2276,3
2284,3
2287,3
2295,3
2299,3
2323,3
2337,3
2370,3
2390,3
2403,3
2427,3
2487,3
39,4
80,4
129,4
143,4
183,4
184,4
198,4
217,4
226,4
231,4
250,4
289,4
299,4
305,4
317,4
327,4
358,4
365,4
369,4
375,4
385,4
398,4
408,4
412,4
424,4
425,4
432,4
448,4
462,4
481,4
494,4
500,4
510,4
524,4
530,4
542,4
576,4
586,4
606,4
608,4
626,4
634,4
659,4
662,4
665,4
670,4
675,4
678,4
679,4
680,4
698,4
699,4
716,4
721,4
768,4
855,4
869,4
908,4
913,4
923,4
967,4
1034,4
1050,4
1079,4
1086,4
1092,4
1111,4
1113,4
1138,4
1145,4
1224,4
1257,4
1274,4
1278,4
1308,4
1325,4
1329,4
1332,4
1340,4
1352,4
1353,4
1354,4
1399,4
1405,4
1420,4
1493,4
1508,4
1509,4
1537,4
1538,4
1541,4
1544,4
1546,4
1563,4
1564,4
1572,4
1666,4
1685,4
1693,4
1701,4
1709,4
1715,4
1723,4
1728,4
1752,4
1754,4
1756,4
1765,4
1781,4
1783,4
1787,4
1789,4
1795,4
1797,4
1800,4
1804,4
1807,4
1811,4
1849,4
1858,4
1881,4
1885,4
1897,4
1899,4
1913,4
1993,4
2001,4
2013,4
2021,4
2022,4
2028,4
2038,4
2042,4
2045,4
2065,4
2086,4
2100,4
2108,4
2112,4
2133,4
2148,4
2215,4
2222,4
2285,4
2297,4
2305,4
2307,4
2325,4
2348,4
2355,4
2363,4
2393,4
2426,4
2433,4
2435,4
2450,4
2490,4
9,5
13,5
27,5
54,5
65,5
96,5
112,5
122,5
138,5
139,5
154,5
162,5
163,5
173,5
197,5
229,5
260,5
285,5
290,5
293,5
298,5
301,5
308,5
334,5
343,5
361,5
367,5
394,5
395,5
396,5
426,5
457,5
463,5
486,5
491,5
505,5
506,5
520,5
554,5
559,5
563,5
568,5
578,5
580,5
588,5
592,5
674,5
695,5
697,5
708,5
713,5
756,5
761,5
769,5
774,5
778,5
822,5
835,5
847,5
849,5
879,5
882,5
898,5
901,5
905,5
919,5
936,5
945,5
973,5
992,5
995,5
1030,5
1044,5
1062,5
1088,5
1095,5
1125,5
1131,5
1153,5
1180,5
1194,5
1202,5
1208,5
1218,5
1221,5
1223,5
1234,5
1248,5
1286,5
1287,5
1334,5
1335,5
1346,5
1373,5
1384,5
1388,5
1411,5
1414,5
1433,5
1451,5
1457,5
1470,5
1474,5
1517,5
1520,5
1566,5
1574,5
1585,5
1607,5
1615,5
1630,5
1645,5
1687,5
1697,5
1700,5
1722,5
1726,5
1734,5
1767,5
1776,5
1788,5
1805,5
1808,5
1831,5
1860,5
1866,5
1869,5
1908,5
1940,5
1944,5
1984,5
1986,5
1992,5
2048,5
2081,5
2084,5
2105,5
2122,5
2123,5
2124,5
2137,5
2165,5
2168,5
2196,5
2218,5
2219,5
2227,5
2231,5
2238,5
2241,5
2251,5
2260,5
2263,5
2264,5
2273,5
2304,5
2309,5
2321,5
2324,5
2331,5
2332,5
2339,5
2349,5
2378,5
2400,5
2405,5
2410,5
2486,5
2494,5
58,6
64,6
68,6
74,6
85,6
87,6
89,6
95,6
97,6
104,6
105,6
109,6
131,6
147,6
161,6
164,6
215,6
220,6
234,6
244,6
247,6
249,6
252,6
253,6
272,6
291,6
295,6
302,6
307,6
316,6
318,6
336,6
360,6
379,6
384,6
390,6
418,6
428,6
430,6
440,6
456,6
465,6
467,6
475,6
497,6
514,6
515,6
516,6
519,6
526,6
529,6
596,6
609,6
629,6
637,6
644,6
696,6
704,6
715,6
730,6
733,6
749,6
759,6
777,6
781,6
787,6
799,6
800,6
803,6
806,6
816,6
829,6
851,6
860,6
863,6
868,6
871,6
883,6
887,6
889,6
899,6
906,6
918,6
920,6
921,6
955,6
961,6
991,6
993,6
996,6
1019,6
1029,6
1031,6
1054,6
1055,6
1059,6
1065,6
1069,6
1084,6
1090,6
1102,6
1103,6
1112,6
1120,6
1140,6
1148,6
1154,6
1161,6
1175,6
1182,6
1188,6
1191,6
1193,6
1207,6
1222,6
1239,6
1240,6
1273,6
1275,6
1281,6
1304,6
1322,6
1324,6
1377,6
1379,6
1401,6
1416,6
1437,6
1458,6
1459,6
1482,6
1484,6
1488,6
1490,6
1521,6
1530,6
1575,6
1595,6
1598,6
1623,6
1635,6
1642,6
1658,6
1681,6
1702,6
1708,6
1710,6
1735,6
1742,6
1761,6
1774,6
1814,6
1864,6
1875,6
1879,6
1889,6
1898,6
1936,6
1956,6
1965,6
1980,6
2012,6
2017,6
2020,6
2029,6
2031,6
2059,6
2075,6
2082,6
2092,6
2107,6
2114,6
2117,6
2120,6
2130,6
2155,6
2157,6
2172,6
2183,6
2191,6
2199,6
2204,6
2216,6
2269,6
2272,6
2286,6
2300,6
2333,6
2335,6
2380,6
2385,6
2399,6
2418,6
2421,6
2475,6
2477,6
2495,6
2499,6
17,7
25,7
47,7
110,7
121,7
126,7
141,7
148,7
159,7
170,7
172,7
186,7
238,7
251,7
270,7
287,7
324,7
348,7
356,7
370,7
377,7
383,7
389,7
391,7
401,7
476,7
483,7
487,7
504,7
513,7
521,7
522,7
534,7
552,7
562,7
603,7
604,7
621,7
625,7
684,7
722,7
745,7
758,7
780,7
783,7
811,7
820,7
876,7
894,7
900,7
912,7
934,7
937,7
941,7
942,7
964,7
975,7
1009,7
1040,7
1076,7
1082,7
1096,7
1109,7
1128,7
1129,7
1146,7
1170,7
1176,7
1195,7
1219,7
1264,7
1279,7
1297,7
1301,7
1381,7
1415,7
1445,7
1519,7
1526,7
1533,7
1540,7
1554,7
1556,7
1578,7
1579,7
1596,7
1599,7
1678,7
1692,7
1694,7
1718,7
1778,7
1784,7
1792,7
1793,7
1841,7
1851,7
1972,7
1978,7
2000,7
2003,7
2033,7
2034,7
2083,7
2128,7
2160,7
2163,7
2209,7
2232,7
2234,7
2236,7
2254,7
2267,7
2320,7
2340,7
2346,7
2361,7
2365,7
2372,7
2373,7
2432,7
2461,7
2464,7
2479,7
2482,7
2484,7
3,8
40,8
41,8
49,8
70,8
82,8
84,8
90,8
115,8
128,8
137,8
202,8
230,8
243,8
256,8
263,8
267,8
304,8
321,8
337,8
349,8
362,8
380,8
406,8
441,8
445,8
460,8
493,8
496,8
501,8
543,8
548,8
557,8
590,8
605,8
639,8
653,8
661,8
701,8
706,8
707,8
726,8
728,8
740,8
764,8
788,8
808,8
823,8
827,8
877,8
880,8
892,8
981,8
987,8
994,8
1018,8
1023,8
1046,8
1047,8
1073,8
1106,8
1136,8
1168,8
1197,8
1199,8
1205,8
1242,8
1252,8
1268,8
1269,8
1276,8
1284,8
1291,8
1323,8
1328,8
1331,8
1360,8
1363,8
1367,8
1395,8
1419,8
1454,8
1462,8
1466,8
1472,8
1512,8
1531,8
1549,8
1552,8
1571,8
1625,8
1636,8
1665,8
1675,8
1705,8
1706,8
1717,8
1720,8
1737,8
1740,8
1790,8
1799,8
1822,8
1842,8
1856,8
1861,8
1902,8
1926,8
1937,8
1959,8
2002,8
2004,8
2050,8
2051,8
2060,8
2127,8
2129,8
2145,8
2167,8
2171,8
2261,8
2291,8
2308,8
2338,8
2401,8
2404,8
2431,8
2481,8
2489,8
1,9
2,9
4,9
14,9
24,9
30,9
31,9
35,9
37,9
42,9
51,9
56,9
59,9
