mutation,cluster
34,7
73,7
74,7
92,7
105,7
156,7
160,7
199,7
249,7
277,7
298,7
328,7
411,7
416,7
444,7
529,7
532,7
562,7
620,7
734,7
780,7
820,7
1133,7
1140,7
1264,7
1306,7
1356,7
1421,7
1553,7
1575,7
1629,7
1648,7
1652,7
1684,7
1697,7
1714,7
1715,7
1769,7
1818,7
1938,7
1949,7
1986,7
1992,7
2013,7
2108,7
2192,7
2196,7
2256,7
2258,7
2301,7
2327,7
2341,7
2353,7
2382,7
2390,7
2490,7
2495,7
52,7
76,7
122,7
131,7
214,7
222,7
471,7
514,7
564,7
593,7
602,7
637,7
712,7
755,7
756,7
761,7
802,7
824,7
842,7
851,7
1004,7
1070,7
1136,7
1351,7
1367,7
1369,7
1429,7
1434,7
1435,7
1450,7
1475,7
1494,7
1517,7
1569,7
1595,7
1602,7
1612,7
1659,7
1680,7
1692,7
1704,7
1752,7
1794,7
1809,7
1812,7
1871,7
1890,7
1896,7
1923,7
1980,7
2038,7
2045,7
2077,7
2109,7
2276,7
2315,7
2408,7
2442,7
2491,7
2498,7
143,7
223,7
231,7
372,7
390,7
392,7
398,7
449,7
472,7
515,7
585,7
589,7
635,7
682,7
701,7
784,7
861,7
986,7
990,7
1054,7
1214,7
1215,7
1224,7
1229,7
1254,7
1288,7
1375,7
1436,7
1447,7
1551,7
1646,7
1681,7
1705,7
1729,7
1835,7
1853,7
1865,7
1891,7
1901,7
1903,7
1906,7
1911,7
2079,7
2195,7
2441,7
2453,7
2478,7
2484,7
86,7
108,7
141,7
240,7
295,7
338,7
377,7
407,7
412,7
577,7
595,7
599,7
963,7
969,7
1134,7
1341,7
1425,7
1448,7
1504,7
1509,7
1582,7
1640,7
1698,7
1807,7
1825,7
1840,7
1843,7
1861,7
2065,7
2126,7
2207,7
2282,7
2361,7
2466,7
85,7
233,7
317,7
378,7
481,7
491,7
582,7
657,7
661,7
739,7
798,7
810,7
1001,7
1116,7
1137,7
1164,7
1244,7
1488,7
1560,7
1600,7
1628,7
1703,7
1709,7
1761,7
1798,7
2006,7
2042,7
2148,7
2205,7
2257,7
2359,7
2473,7
2487,7
23,7
82,7
111,7
164,7
185,7
190,7
274,7
281,7
346,7
420,7
436,7
466,7
496,7
517,7
618,7
638,7
644,7
685,7
700,7
751,7
803,7
823,7
866,7
911,7
915,7
953,7
961,7
995,7
999,7
1005,7
1019,7
1205,7
1495,7
1568,7
1578,7
1586,7
1589,7
1591,7
1635,7
1650,7
1742,7
1814,7
1822,7
1857,7
1936,7
1939,7
1943,7
1988,7
2002,7
2033,7
2103,7
2144,7
2171,7
2198,7
2235,7
2294,7
2321,7
2395,7
2402,7
2405,7
2488,7
54,7
318,7
369,7
401,7
439,7
536,7
720,7
737,7
762,7
796,7
806,7
857,7
928,7
1046,7
1063,7
1064,7
1102,7
1213,7
1234,7
1271,7
1312,7
1400,7
1408,7
1454,7
1503,7
1524,7
1570,7
1626,7
1665,7
1679,7
1866,7
1895,7
1919,7
2048,7
2158,7
2178,7
2191,7
2193,7
2223,7
2290,7
62,7
65,7
134,7
176,7
251,7
271,7
315,7
423,7
487,7
525,7
587,7
630,7
675,7
676,7
763,7
847,7
906,7
917,7
1085,7
1097,7
1125,7
1293,7
1370,7
1381,7
1390,7
1397,7
1465,7
1489,7
1505,7
1544,7
1630,7
1723,7
1777,7
1800,7
1848,7
1910,7
2034,7
2036,7
2096,7
2254,7
2308,7
2363,7
2369,7
2455,7
2456,7
2457,7
11,7
29,7
77,7
255,7
417,7
446,7
450,7
484,7
485,7
490,7
614,7
645,7
686,7
711,7
741,7
797,7
818,7
874,7
878,7
890,7
945,7
952,7
1067,7
1109,7
1127,7
1172,7
1265,7
1269,7
1339,7
1414,7
1533,7
1565,7
1727,7
1787,7
1842,7
1914,7
1957,7
1994,7
2008,7
2030,7
2039,7
2084,7
2322,7
2386,7
2440,7
1,7
13,7
47,7
78,7
153,7
197,7
203,7
341,7
437,7
454,7
545,7
553,7
626,7
652,7
693,7
849,7
858,7
938,7
959,7
1013,7
1033,7
1077,7
1232,7
1235,7
1250,7
1439,7
1449,7
1469,7
1639,7
1644,7
