mutation,cluster
40,1
69,1
112,1
127,1
149,1
262,1
405,1
465,1
501,1
581,1
586,1
645,1
704,1
1251,1
1490,1
1761,1
1763,1
1850,1
2053,1
2457,1
2468,1
12,1
21,1
81,1
172,1
273,1
327,1
489,1
577,1
584,1
628,1
707,1
711,1
753,1
777,1
798,1
871,1
898,1
915,1
918,1
920,1
997,1
1050,1
1057,1
1088,1
1095,1
1335,1
1429,1
1442,1
1502,1
1528,1
1569,1
1635,1
1637,1
1680,1
1715,1
1833,1
1897,1
1971,1
2004,1
2045,1
2159,1
2173,1
2217,1
2344,1
2357,1
2365,1
2391,1
2393,1
2399,1
2408,1
2458,1
2477,1
63,1
222,1
226,1
266,1
281,1
421,1
512,1
627,1
679,1
844,1
966,1
1094,1
1151,1
1279,1
1384,1
1427,1
1451,1
1482,1
1522,1
1727,1
1845,1
1927,1
1941,1
1953,1
2033,1
2057,1
2100,1
2250,1
2282,1
2405,1
2418,1
103,1
161,1
178,1
184,1
185,1
198,1
204,1
220,1
230,1
248,1
372,1
470,1
604,1
863,1
1012,1
1179,1
1243,1
1252,1
1294,1
1297,1
1415,1
1455,1
1457,1
1656,1
1785,1
1844,1
1866,1
1872,1
1979,1
2066,1
2083,1
2164,1
2244,1
2295,1
2331,1
64,1
84,1
214,1
216,1
272,1
304,1
371,1
397,1
414,1
417,1
442,1
451,1
559,1
656,1
1039,1
1123,1
1133,1
1142,1
1169,1
1201,1
1239,1
1244,1
1333,1
1390,1
1435,1
1548,1
1583,1
1675,1
1684,1
1732,1
1863,1
1994,1
2047,1
2087,1
2188,1
2361,1
2445,1
78,1
205,1
290,1
374,1
466,1
525,1
528,1
641,1
806,1
884,1
925,1
937,1
944,1
990,1
1130,1
1199,1
1242,1
1500,1
1594,1
1601,1
1619,1
1620,1
1725,1
1832,1
1849,1
1852,1
1880,1
2040,1
2075,1
2111,1
2213,1
2280,1
2353,1
2378,1
2409,1
2470,1
59,1
148,1
199,1
219,1
310,1
354,1
420,1
495,1
505,1
520,1
725,1
769,1
778,1
839,1
867,1
914,1
1190,1
1206,1
1399,1
1405,1
1410,1
1417,1
1434,1
1480,1
1483,1
1607,1
1612,1
1697,1
1856,1
1923,1
1929,1
1967,1
2005,1
2205,1
2404,1
5,1
7,1
19,1
34,1
171,1
181,1
188,1
359,1
426,1
513,1
543,1
568,1
601,1
639,1
673,1
687,1
747,1
816,1
826,1
834,1
861,1
877,1
981,1
1220,1
1381,1
1440,1
1537,1
1815,1
1978,1
2078,1
2115,1
2199,1
2225,1
2325,1
2387,1
2428,1
2466,1
2493,1
118,1
236,1
322,1
477,1
532,1
541,1
652,1
663,1
792,1
979,1
1047,1
1119,1
1144,1
1188,1
1317,1
1371,1
1412,1
1431,1
1469,1
1470,1
1493,1
1503,1
1629,1
1657,1
1739,1
1759,1
1822,1
1829,1
1838,1
1902,1
1912,1
1914,1
2039,1
2070,1
2233,1
2292,1
2293,1
2358,1
2462,1
31,1
179,1
187,1
192,1
218,1
319,1
321,1
326,1
363,1
416,1
590,1
594,1
686,1
831,1
848,1
949,1
1019,1
1076,1
1254,1
1300,1
1318,1
1324,1
1347,1
1362,1
1364,1
1411,1
1557,1
1588,1
1654,1
1662,1
1898,1
1974,1
2212,1
2247,1
2261,1
2332,1
2381,1
2435,1
2447,1
52,1
82,1
309,1
338,1
622,1
642,1
644,1
662,1
718,1
784,1
855,1
891,1
1049,1
1080,1
1098,1
1152,1
1193,1
1218,1
1286,1
1323,1
1342,1
1403,1
1570,1
1746,1
1901,1
1960,1
2098,1
2110,1
2124,1
2229,1
2251,1
2300,1
2453,1
92,1
100,1
158,1
267,1
312,1
353,1
358,1
364,1
383,1
384,1
386,1
462,1
542,1
668,1
699,1
852,1
901,1
954,1
973,1
