segment,cell,copiesX,copiesY
0,0,2,1
1,0,1,1
2,0,1,1
3,0,2,3
4,0,1,1
5,0,1,1
6,0,1,1
7,0,1,1
8,0,1,3
9,0,1,1
10,0,3,3
11,0,2,2
12,0,2,2
13,0,1,1
14,0,1,1
0,1,2,1
1,1,1,1
2,1,1,1
3,1,2,3
4,1,1,1
5,1,1,1
6,1,1,1
7,1,1,1
8,1,1,1
9,1,1,1
10,1,1,1
11,1,1,2
12,1,2,1
13,1,1,1
14,1,1,1
0,2,2,1
1,2,1,1
2,2,1,1
3,2,2,3
4,2,1,1
5,2,1,1
6,2,1,1
7,2,1,1
8,2,1,1
9,2,1,1
10,2,1,1
11,2,1,2
12,2,2,1
13,2,1,1
14,2,1,1
0,3,2,1
1,3,1,1
2,3,1,1
3,3,2,3
4,3,1,1
5,3,1,1
6,3,1,1
7,3,1,1
8,3,1,1
9,3,1,1
10,3,1,1
11,3,1,2
12,3,2,1
13,3,1,1
14,3,1,1
0,4,1,1
1,4,1,1
2,4,1,1
3,4,1,1
4,4,1,1
5,4,1,1
6,4,1,1
7,4,1,1
8,4,1,1
9,4,1,1
10,4,1,1
11,4,1,1
12,4,1,1
13,4,1,1
14,4,1,1
0,5,2,1
1,5,1,1
2,5,1,1
3,5,2,3
4,5,1,1
5,5,1,1
6,5,1,1
7,5,1,1
8,5,1,3
9,5,1,1
10,5,3,3
11,5,2,2
12,5,2,2
13,5,1,1
14,5,1,1
0,6,3,1
1,6,1,0
2,6,1,1
3,6,0,2
4,6,1,1
5,6,2,2
6,6,1,1
7,6,1,1
8,6,1,1
9,6,1,1
10,6,1,1
11,6,2,2
12,6,2,2
13,6,1,1
14,6,1,1
0,7,2,1
1,7,1,1
2,7,1,1
3,7,2,3
4,7,1,1
5,7,1,1
6,7,1,1
7,7,1,1
8,7,1,3
9,7,1,1
10,7,3,3
11,7,2,2
12,7,2,2
13,7,1,1
14,7,1,1
0,8,2,1
1,8,1,1
2,8,1,1
3,8,2,3
4,8,1,1
5,8,1,1
6,8,1,1
7,8,1,1
8,8,1,3
9,8,1,1
10,8,3,3
11,8,2,2
12,8,2,2
13,8,1,1
14,8,1,1
0,9,3,1
1,9,1,0
2,9,1,1
3,9,0,2
4,9,1,1
5,9,2,2
6,9,1,1
7,9,1,1
8,9,1,1
9,9,1,1
10,9,1,1
11,9,2,2
12,9,2,2
13,9,1,1
14,9,1,1
0,10,2,1
1,10,1,1
2,10,1,1
3,10,2,3
4,10,1,1
5,10,1,1
6,10,1,1
7,10,1,1
8,10,1,1
9,10,1,1
10,10,1,1
11,10,1,2
12,10,2,1
13,10,1,1
14,10,1,1
0,11,2,1
1,11,1,1
2,11,1,1
3,11,2,3
4,11,1,1
5,11,1,1
6,11,1,1
7,11,1,1
8,11,1,1
9,11,1,1
10,11,1,1
11,11,1,2
12,11,2,1
13,11,1,1
14,11,1,1
0,12,2,1
1,12,1,1
2,12,1,1
3,12,2,3
4,12,1,1
5,12,1,1
6,12,1,1
7,12,1,1
8,12,1,3
9,12,1,1
10,12,3,3
11,12,2,2
12,12,2,2
13,12,1,1
14,12,1,1
0,13,2,1
1,13,1,1
2,13,1,1
3,13,2,3
4,13,1,1
5,13,1,1
6,13,1,1
7,13,1,1
8,13,1,3
9,13,1,1
10,13,3,3
11,13,2,2
12,13,2,2
13,13,1,1
14,13,1,1
0,14,2,1
1,14,1,1
2,14,1,1
3,14,2,3
4,14,1,1
5,14,1,1
6,14,1,1
7,14,1,1
8,14,1,1
9,14,1,1
10,14,1,1
11,14,1,2
12,14,2,1
13,14,1,1
14,14,1,1
0,15,2,1
1,15,1,1
2,15,1,1
3,15,2,3
4,15,1,1
5,15,1,1
6,15,1,1
7,15,1,1
8,15,1,1
9,15,1,1
10,15,1,1
11,15,1,2
12,15,2,1
13,15,1,1
14,15,1,1
0,16,3,1
1,16,1,0
2,16,1,1
3,16,0,2
4,16,1,1
5,16,2,2
6,16,1,1
7,16,1,1
8,16,1,1
9,16,1,1
10,16,1,1
11,16,2,2
12,16,2,2
13,16,1,1
14,16,1,1
0,17,2,1
1,17,1,1
2,17,1,1
3,17,2,3
4,17,1,1
5,17,1,1
6,17,1,1
7,17,1,1
8,17,1,3
9,17,1,1
10,17,3,3
11,17,2,2
12,17,2,2
13,17,1,1
14,17,1,1
0,18,2,1
1,18,1,1
2,18,1,1
3,18,2,3
4,18,1,1
5,18,1,1
6,18,1,1
7,18,1,1
8,18,1,3
9,18,1,1
10,18,3,3
11,18,2,2
12,18,2,2
13,18,1,1
14,18,1,1
0,19,2,1
1,19,1,1
2,19,1,1
3,19,2,3
4,19,1,1
5,19,1,1
6,19,1,1
7,19,1,1
8,19,1,3
9,19,1,1
10,19,3,3
11,19,2,2
12,19,2,2
13,19,1,1
14,19,1,1
0,20,2,1
1,20,1,1
2,20,1,1
3,20,2,3
4,20,1,1
5,20,1,1
6,20,1,1
7,20,1,1
8,20,1,3
9,20,1,1
10,20,3,3
11,20,2,2
12,20,2,2
13,20,1,1
14,20,1,1
0,21,3,1
1,21,1,0
2,21,1,1
3,21,0,2
4,21,1,1
5,21,2,2
6,21,1,1
7,21,1,1
8,21,1,1
9,21,1,1
10,21,1,1
11,21,2,2
12,21,2,2
13,21,1,1
14,21,1,1
0,22,2,1
1,22,1,1
2,22,1,1
3,22,2,3
4,22,1,1
5,22,1,1
6,22,1,1
7,22,1,1
8,22,1,3
9,22,1,1
10,22,3,3
11,22,2,2
12,22,2,2
13,22,1,1
14,22,1,1
0,23,2,1
1,23,1,1
2,23,1,1
3,23,2,3
4,23,1,1
5,23,1,1
6,23,1,1
7,23,1,1
8,23,1,3
9,23,1,1
10,23,3,3
11,23,2,2
12,23,2,2
13,23,1,1
14,23,1,1
0,24,3,1
1,24,1,0
2,24,1,1
3,24,0,2
4,24,1,1
5,24,2,2
6,24,1,1
7,24,1,1
8,24,1,1
9,24,1,1
10,24,1,1
11,24,2,2
12,24,2,2
13,24,1,1
14,24,1,1
0,25,2,1
1,25,1,1
2,25,1,1
3,25,2,3
4,25,1,1
5,25,1,1
6,25,1,1
7,25,1,1
8,25,1,1
9,25,1,1
10,25,1,1
11,25,1,2
12,25,2,1
13,25,1,1
14,25,1,1
0,26,2,1
1,26,1,1
2,26,1,1
3,26,2,3
4,26,1,1
5,26,1,1
6,26,1,1
7,26,1,1
8,26,1,3
9,26,1,1
10,26,3,3
11,26,2,2
12,26,2,2
13,26,1,1
14,26,1,1
0,27,2,1
1,27,1,1
2,27,1,1
3,27,2,3
4,27,1,1
5,27,1,1
6,27,1,1
7,27,1,1
8,27,1,1
9,27,1,1
10,27,1,1
11,27,1,2
12,27,2,1
13,27,1,1
14,27,1,1
0,28,2,1
1,28,1,1
2,28,1,1
3,28,2,3
4,28,1,1
5,28,1,1
6,28,1,1
7,28,1,1
8,28,1,3
9,28,1,1
10,28,3,3
11,28,2,2
12,28,2,2
13,28,1,1
14,28,1,1
0,29,3,1
1,29,1,0
2,29,1,1
3,29,0,2
4,29,1,1
5,29,2,2
6,29,1,1
7,29,1,1
8,29,1,1
9,29,1,1
10,29,1,1
11,29,2,2
12,29,2,2
13,29,1,1
14,29,1,1
0,30,1,1
1,30,1,1
2,30,1,1
3,30,1,1
4,30,1,1
5,30,1,1
6,30,1,1
7,30,1,1
8,30,1,1
9,30,1,1
10,30,1,1
11,30,1,1
12,30,1,1
13,30,1,1
14,30,1,1
0,31,2,1
1,31,1,1
2,31,1,1
3,31,2,3
4,31,1,1
5,31,1,1
6,31,1,1
7,31,1,1
8,31,1,3
9,31,1,1
10,31,3,3
11,31,2,2
12,31,2,2
13,31,1,1
14,31,1,1
0,32,2,1
1,32,1,1
2,32,1,1
3,32,2,3
4,32,1,1
5,32,1,1
6,32,1,1
7,32,1,1
8,32,1,1
9,32,1,1
10,32,1,1
11,32,1,2
12,32,2,1
13,32,1,1
14,32,1,1
0,33,2,1
1,33,1,1
2,33,1,1
3,33,2,3
4,33,1,1
5,33,1,1
6,33,1,1
7,33,1,1
8,33,1,3
9,33,1,1
10,33,3,3
11,33,2,2
12,33,2,2
13,33,1,1
14,33,1,1
0,34,3,1
1,34,1,0
2,34,1,1
3,34,0,2
4,34,1,1
5,34,2,2
6,34,1,1
7,34,1,1
8,34,1,1
9,34,1,1
10,34,1,1
11,34,2,2
12,34,2,2
13,34,1,1
14,34,1,1
0,35,3,1
1,35,1,0
2,35,1,1
3,35,0,2
4,35,1,1
5,35,2,2
6,35,1,1
7,35,1,1
8,35,1,1
9,35,1,1
10,35,1,1
11,35,2,2
12,35,2,2
13,35,1,1
14,35,1,1
0,36,2,1
1,36,1,1
2,36,1,1
3,36,2,3
4,36,1,1
5,36,1,1
6,36,1,1
7,36,1,1
8,36,1,3
9,36,1,1
10,36,3,3
11,36,2,2
12,36,2,2
13,36,1,1
14,36,1,1
0,37,2,1
1,37,1,1
2,37,1,1
3,37,2,3
4,37,1,1
5,37,1,1
6,37,1,1
7,37,1,1
8,37,1,3
9,37,1,1
10,37,3,3
11,37,2,2
12,37,2,2
13,37,1,1
14,37,1,1
0,38,3,1
1,38,1,0
2,38,1,1
3,38,0,2
4,38,1,1
5,38,2,2
6,38,1,1
7,38,1,1
8,38,1,1
9,38,1,1
10,38,1,1
11,38,2,2
12,38,2,2
13,38,1,1
14,38,1,1
0,39,1,1
1,39,1,1
2,39,1,1
3,39,1,1
4,39,1,1
5,39,1,1
6,39,1,1
7,39,1,1
8,39,1,1
9,39,1,1
10,39,1,1
11,39,1,1
12,39,1,1
13,39,1,1
14,39,1,1
0,40,2,1
1,40,1,1
2,40,1,1
3,40,2,3
4,40,1,1
5,40,1,1
6,40,1,1
7,40,1,1
8,40,1,1
9,40,1,1
10,40,1,1
11,40,1,2
12,40,2,1
13,40,1,1
14,40,1,1
0,41,2,1
1,41,1,1
2,41,1,1
3,41,2,3
4,41,1,1
5,41,1,1
6,41,1,1
7,41,1,1
8,41,1,3
9,41,1,1
10,41,3,3
11,41,2,2
12,41,2,2
13,41,1,1
14,41,1,1
0,42,2,1
1,42,1,1
2,42,1,1
3,42,2,3
4,42,1,1
5,42,1,1
6,42,1,1
7,42,1,1
8,42,1,1
9,42,1,1
10,42,1,1
11,42,1,2
12,42,2,1
13,42,1,1
14,42,1,1
0,43,2,1
1,43,1,1
2,43,1,1
3,43,2,3
4,43,1,1
5,43,1,1
6,43,1,1
7,43,1,1
8,43,1,3
9,43,1,1
10,43,3,3
11,43,2,2
12,43,2,2
13,43,1,1
14,43,1,1
0,44,2,1
1,44,1,1
2,44,1,1
3,44,2,3
4,44,1,1
5,44,1,1
6,44,1,1
7,44,1,1
8,44,1,3
9,44,1,1
10,44,3,3
11,44,2,2
12,44,2,2
13,44,1,1
14,44,1,1
0,45,3,1
1,45,1,1
2,45,1,1
3,45,0,2
4,45,1,1
5,45,2,2
6,45,1,1
7,45,1,1
8,45,1,1
9,45,1,1
10,45,1,1
11,45,2,2
12,45,2,2
13,45,1,1
14,45,1,1
0,46,2,1
1,46,1,1
2,46,1,1
3,46,2,3
4,46,1,1
5,46,1,1
6,46,1,1
7,46,1,1
8,46,1,3
9,46,1,1
10,46,3,3
11,46,2,2
12,46,2,2
13,46,1,1
14,46,1,1
0,47,2,1
1,47,1,1
2,47,1,1
3,47,2,3
4,47,1,1
5,47,1,1
6,47,1,1
7,47,1,1
8,47,1,3
9,47,1,1
10,47,3,3
11,47,2,2
12,47,2,2
13,47,1,1
14,47,1,1
0,48,3,1
1,48,1,0
2,48,1,1
3,48,0,2
4,48,1,1
5,48,2,2
6,48,1,1
7,48,1,1
8,48,1,1
9,48,1,1
10,48,1,1
11,48,2,2
12,48,2,2
13,48,1,1
14,48,1,1
0,49,2,1
1,49,1,1
2,49,1,1
3,49,2,3
4,49,1,1
5,49,1,1
6,49,1,1
7,49,1,1
8,49,1,3
9,49,1,1
10,49,3,3
11,49,2,2
12,49,2,2
13,49,1,1
14,49,1,1
0,50,1,1
1,50,1,1
2,50,1,1
3,50,1,1
4,50,1,1
5,50,1,1
6,50,1,1
7,50,1,1
8,50,1,1
9,50,1,1
10,50,1,1
11,50,1,1
12,50,1,1
13,50,1,1
14,50,1,1
0,51,2,1
1,51,1,1
2,51,1,1
3,51,2,3
4,51,1,1
5,51,1,1
6,51,1,1
7,51,1,1
8,51,1,3
9,51,1,1
10,51,3,3
11,51,2,2
12,51,2,2
13,51,1,1
14,51,1,1
0,52,3,1
1,52,1,1
2,52,1,1
3,52,0,2
4,52,1,1
5,52,2,2
6,52,1,1
7,52,1,1
8,52,1,1
9,52,1,1
10,52,1,1
11,52,2,2
12,52,2,2
13,52,1,1
14,52,1,1
0,53,1,3
1,53,1,1
2,53,3,1
3,53,3,1
4,53,1,3
5,53,3,1
6,53,1,1
7,53,2,1
8,53,1,3
9,53,1,1
10,53,1,1
11,53,2,2
12,53,2,2
13,53,1,1
14,53,1,1
0,54,2,1
1,54,1,1
2,54,1,1
3,54,2,3
4,54,1,1
5,54,1,1
6,54,1,1
7,54,1,1
8,54,1,1
9,54,1,1
10,54,1,1
11,54,1,2
12,54,2,1
13,54,1,1
14,54,1,1
0,55,2,1
1,55,1,1
2,55,1,1
3,55,2,3
4,55,1,1
5,55,1,1
6,55,1,1
7,55,1,1
8,55,1,3
9,55,1,1
10,55,3,3
11,55,2,2
12,55,2,2
13,55,1,1
14,55,1,1
0,56,3,1
1,56,1,0
2,56,1,1
3,56,0,2
4,56,1,1
5,56,2,2
6,56,1,1
7,56,1,1
8,56,1,1
9,56,1,1
10,56,1,1
11,56,2,2
12,56,2,2
13,56,1,1
14,56,1,1
0,57,2,1
1,57,1,1
2,57,1,1
3,57,2,3
4,57,1,1
5,57,1,1
6,57,1,1
7,57,1,1
8,57,1,1
9,57,1,1
10,57,1,1
11,57,1,2
12,57,2,1
13,57,1,1
14,57,1,1
0,58,2,1
1,58,1,1
2,58,1,1
3,58,2,3
4,58,1,1
5,58,1,1
6,58,1,1
7,58,1,1
8,58,1,1
9,58,1,1
10,58,1,1
11,58,1,2
12,58,2,1
13,58,1,1
14,58,1,1
0,59,3,1
1,59,1,0
2,59,1,1
3,59,0,2
4,59,1,1
5,59,2,2
6,59,1,1
7,59,1,1
8,59,1,1
9,59,1,1
10,59,1,1
11,59,2,2
12,59,2,2
13,59,1,1
14,59,1,1
0,60,2,1
1,60,1,1
2,60,1,1
3,60,2,3
4,60,1,1
5,60,1,1
6,60,1,1
7,60,1,1
8,60,1,3
9,60,1,1
10,60,3,3
11,60,2,2
12,60,2,2
13,60,1,1
14,60,1,1
0,61,2,1
1,61,1,1
2,61,1,1
3,61,2,3
4,61,1,1
5,61,1,1
6,61,1,1
7,61,1,1
8,61,1,3
9,61,1,1
10,61,3,3
11,61,2,2
12,61,2,2
13,61,1,1
14,61,1,1
0,62,2,1
1,62,1,1
2,62,1,1
3,62,2,3
4,62,1,1
5,62,1,1
6,62,1,1
7,62,1,1
8,62,1,3
9,62,1,1
10,62,3,3
11,62,2,2
12,62,2,2
13,62,1,1
14,62,1,1
0,63,2,1
1,63,1,1
2,63,1,1
3,63,2,3
4,63,1,1
5,63,1,1
6,63,1,1
