mutation,cluster
46,2
173,2
216,2
222,2
223,2
295,2
375,2
382,2
406,2
412,2
492,2
551,2
623,2
727,2
870,2
1057,2
1154,2
1157,2
1192,2
1258,2
1363,2
1365,2
1421,2
1453,2
1539,2
1586,2
1592,2
1646,2
1676,2
1734,2
1861,2
1922,2
2147,2
2185,2
2194,2
2196,2
2220,2
2270,2
2283,2
2339,2
2340,2
2344,2
2410,2
70,2
89,2
124,2
156,2
383,2
614,2
684,2
807,2
971,2
1027,2
1120,2
1325,2
1368,2
1398,2
1464,2
1474,2
1561,2
1624,2
1651,2
1688,2
1727,2
1752,2
1763,2
1780,2
1851,2
1926,2
1994,2
2163,2
2430,2
2440,2
2475,2
41,2
176,2
281,2
282,2
350,2
369,2
493,2
504,2
804,2
1029,2
1047,2
1117,2
1231,2
1239,2
1320,2
1420,2
1444,2
1481,2
1530,2
1743,2
1853,2
1879,2
1980,2
2002,2
2184,2
2226,2
2254,2
155,2
396,2
508,2
529,2
595,2
608,2
646,2
766,2
853,2
905,2
949,2
1030,2
1189,2
1206,2
1244,2
1300,2
1308,2
1317,2
1333,2
1345,2
1423,2
1574,2
1609,2
1871,2
1915,2
2124,2
2219,2
2249,2
2374,2
2427,2
2458,2
59,2
95,2
272,2
358,2
392,2
432,2
652,2
653,2
773,2
800,2
813,2
950,2
1015,2
1072,2
1103,2
1362,2
1524,2
1532,2
1537,2
1732,2
1745,2
1804,2
1806,2
1839,2
1844,2
1927,2
1998,2
2155,2
2212,2
2239,2
91,2
110,2
130,2
299,2
370,2
418,2
528,2
627,2
722,2
787,2
835,2
954,2
1096,2
1119,2
1236,2
1322,2
1340,2
1350,2
1682,2
1782,2
1791,2
1824,2
2001,2
2103,2
2133,2
2169,2
2209,2
2213,2
2312,2
2338,2
2409,2
2443,2
2446,2
114,2
136,2
197,2
219,2
285,2
298,2
302,2
340,2
342,2
372,2
379,2
385,2
387,2
411,2
534,2
636,2
651,2
740,2
798,2
812,2
824,2
849,2
911,2
931,2
939,2
1042,2
1087,2
1153,2
1260,2
1297,2
1373,2
1378,2
1534,2
1565,2
1598,2
1605,2
1712,2
1814,2
1836,2
1906,2
1974,2
1983,2
1986,2
2025,2
2224,2
2277,2
2311,2
2354,2
2387,2
2404,2
2421,2
2428,2
148,2
185,2
206,2
305,2
309,2
378,2
641,2
680,2
930,2
984,2
1080,2
1168,2
1230,2
1291,2
1355,2
1356,2
1505,2
1689,2
1697,2
1809,2
1858,2
1952,2
1978,2
1999,2
2201,2
2225,2
2348,2
2447,2
69,2
134,2
169,2
237,2
324,2
555,2
629,2
663,2
677,2
748,2
775,2
826,2
831,2
833,2
847,2
1001,2
1107,2
1126,2
1135,2
1169,2
1208,2
1294,2
1380,2
1440,2
1577,2
1643,2
1773,2
1786,2
2000,2
2026,2
2118,2
2268,2
2275,2
2319,2
1,2
39,2
84,2
226,2
236,2
283,2
377,2
422,2
442,2
499,2
511,2
527,2
606,2
622,2
626,2
714,2
779,2
796,2
803,2
816,2
869,2
877,2
914,2
938,2
959,2
1195,2
1265,2
1342,2
1352,2
1433,2
1439,2
1486,2
1519,2
1556,2
1641,2
1725,2
1741,2
1866,2
1870,2
1953,2
1959,2
1972,2
2107,2
2175,2
2191,2
2358,2
2393,2
2478,2
217,2
494,2
548,2
575,2
702,2
760,2
873,2
888,2
1110,2
1139,2
1183,2
1201,2
1202,2
1240,2
1359,2
1401,2
1451,2
1573,2
1576,2
1580,2
1751,2
1760,2
1822,2
2106,2
2337,2
101,2
159,2
203,2
205,2
339,2
352,2
402,2
445,2
484,2
538,2
624,2
811,2
836,2
872,2
936,2
958,2
1023,2
1043,2
