mutation,segment
2,0
39,0
40,0
62,0
69,0
112,0
124,0
127,0
138,0
149,0
153,0
165,0
203,0
253,0
262,0
347,0
405,0
425,0
465,0
484,0
501,0
503,0
514,0
523,0
540,0
566,0
574,0
581,0
586,0
613,0
645,0
654,0
682,0
704,0
723,0
749,0
790,0
820,0
827,0
833,0
859,0
874,0
931,0
996,0
1017,0
1044,0
1054,0
1062,0
1071,0
1092,0
1101,0
1105,0
1108,0
1161,0
1164,0
1212,0
1215,0
1219,0
1227,0
1238,0
1251,0
1260,0
1265,0
1276,0
1282,0
1348,0
1369,0
1380,0
1395,0
1401,0
1433,0
1485,0
1490,0
1551,0
1552,0
1554,0
1559,0
1567,0
1571,0
1595,0
1674,0
1738,0
1758,0
1761,0
1763,0
1825,0
1850,0
1871,0
1895,0
1903,0
2024,0
2053,0
2064,0
2071,0
2103,0
2144,0
2189,0
2219,0
2237,0
2252,0
2260,0
2268,0
2318,0
2329,0
2337,0
2338,0
2355,0
2392,0
2411,0
2430,0
2457,0
2463,0
2468,0
2475,0
2517,0
2528,0
2549,0
2557,0
2569,0
2584,0
2585,0
2598,0
2603,0
2619,0
2654,0
2656,0
2665,0
2684,0
2705,0
2739,0
2783,0
2826,0
2828,0
2894,0
2895,0
2904,0
2998,0
3025,0
3082,0
3092,0
3102,0
3113,0
3125,0
3206,0
3214,0
3217,0
3258,0
3269,0
3282,0
3288,0
3305,0
3325,0
3331,0
3348,0
3383,0
3435,0
3436,0
3457,0
3464,0
3481,0
3490,0
3536,0
3637,0
3641,0
3649,0
3654,0
3684,0
3695,0
3709,0
3711,0
3738,0
3749,0
3751,0
3825,0
3831,0
3901,0
3906,0
3912,0
3943,0
3965,0
3981,0
3997,0
4000,0
4007,0
4034,0
4042,0
4044,0
4045,0
4073,0
4153,0
4158,0
4167,0
4175,0
4205,0
4232,0
4284,0
4292,0
4350,0
4352,0
4358,0
4364,0
4373,0
4380,0
4401,0
4426,0
4454,0
4459,0
4469,0
4477,0
4492,0
4504,0
4518,0
4525,0
4542,0
4555,0
4592,0
4618,0
4619,0
4631,0
4661,0
4681,0
4701,0
4711,0
4714,0
4720,0
4746,0
4774,0
4809,0
4848,0
4880,0
4890,0
4904,0
4923,0
4924,0
4926,0
4927,0
4994,0
9,1
12,1
21,1
66,1
81,1
98,1
102,1
107,1
108,1
120,1
134,1
144,1
147,1
172,1
193,1
250,1
258,1
264,1
273,1
276,1
283,1
302,1
325,1
327,1
345,1
351,1
377,1
389,1
423,1
437,1
455,1
468,1
479,1
489,1
497,1
545,1
549,1
562,1
569,1
576,1
577,1
580,1
584,1
628,1
638,1
650,1
678,1
694,1
697,1
707,1
711,1
726,1
735,1
739,1
753,1
777,1
787,1
798,1
802,1
810,1
813,1
828,1
830,1
841,1
850,1
866,1
871,1
873,1
898,1
915,1
918,1
920,1
934,1
945,1
955,1
975,1
985,1
997,1
1002,1
1005,1
1042,1
1050,1
1052,1
1056,1
1057,1
1061,1
1067,1
1068,1
1088,1
1095,1
1107,1
1111,1
1113,1
1126,1
1138,1
1177,1
1207,1
1213,1
1216,1
1217,1
1226,1
1268,1
1272,1
1299,1
1306,1
1335,1
1336,1
1363,1
1372,1
1429,1
1439,1
1442,1
1450,1
1467,1
1474,1
1479,1
1496,1
1502,1
1519,1
1528,1
1539,1
1540,1
1541,1
1569,1
1578,1
1585,1
1589,1
1604,1
1626,1
1635,1
1637,1
1680,1
1686,1
1700,1
1715,1
1740,1
1747,1
1753,1
1773,1
1776,1
1777,1
1783,1
1792,1
1796,1
1802,1
1819,1
1820,1
1833,1
1869,1
1879,1
1890,1
1893,1
1897,1
1907,1
1917,1
1936,1
1964,1
1971,1
1975,1
1983,1
1984,1
1986,1
1990,1
2004,1
2006,1
2018,1
2028,1
2031,1
2036,1
2045,1
2049,1
2058,1
2073,1
2104,1
2126,1
2135,1
2139,1
2141,1
2146,1
2149,1
2155,1
2159,1
2173,1
2179,1
2192,1
2217,1
2246,1
2253,1
2274,1
2276,1
2308,1
2321,1
2324,1
2334,1
2342,1
2344,1
2348,1
2354,1
2356,1
2357,1
2360,1
2363,1
2365,1
2383,1
2386,1
2389,1
2391,1
2393,1
2399,1
2408,1
2414,1
2432,1
2438,1
2442,1
2444,1
2458,1
2467,1
2477,1
2485,1
2489,1
2507,1
2521,1
2523,1
2529,1
2538,1
2556,1
2560,1
2576,1
2614,1
2650,1
2670,1
2671,1
2675,1
2694,1
2700,1
2706,1
2722,1
2732,1
2738,1
2741,1
2747,1
2748,1
2753,1
2769,1
2773,1
2786,1
2790,1
2798,1
2799,1
2816,1
2817,1
2825,1
2831,1
2838,1
2846,1
2848,1
2870,1
2872,1
2877,1
2906,1
2921,1
2928,1
2934,1
2936,1
2947,1
3026,1
3028,1
3044,1
3064,1
3069,1
3073,1
3084,1
3087,1
3098,1
3112,1
3119,1
3127,1
3129,1
3147,1
3163,1
3171,1
3188,1
3191,1
3198,1
3209,1
3211,1
3213,1
3221,1
3225,1
3234,1
3236,1
3247,1
3254,1
3279,1
3294,1
3299,1
3300,1
3311,1
3326,1
3329,1
3332,1
3349,1
3357,1
3364,1
3375,1
3379,1
3382,1
3386,1
3387,1
3393,1
3399,1
3400,1
3433,1
3439,1
3441,1
3452,1
3470,1
3471,1
3473,1
3474,1
3496,1
3510,1
3524,1
3547,1
3590,1
3607,1
3618,1
3655,1
3683,1
3690,1
3697,1
3710,1
3712,1
3728,1
3732,1
3739,1
3766,1
3774,1
3777,1
3788,1
3790,1
3792,1
3794,1
3810,1
3829,1
3830,1
3837,1
3851,1
3854,1
3866,1
3869,1
3878,1
3925,1
3958,1
3978,1
3990,1
4003,1
4005,1
4014,1
4019,1
4032,1
4063,1
4068,1
4075,1
4077,1
4087,1
4090,1
4092,1
4096,1
4098,1
4103,1
4111,1
4124,1
4132,1
4139,1
4152,1
4154,1
4180,1
4182,1
4185,1
4202,1
4223,1
4227,1
4236,1
4250,1
4255,1
4266,1
4280,1
4288,1
4293,1
4303,1
4309,1
4311,1
4316,1
4332,1
4342,1
4344,1
4347,1
4349,1
4367,1
4402,1
4412,1
4414,1
4419,1
4428,1
4433,1
4445,1
4461,1
4467,1
4483,1
4489,1
4503,1
4522,1
4537,1
4538,1
4558,1
4567,1
4584,1
4597,1
4625,1
4629,1
4639,1
4654,1
4663,1
4667,1
4672,1
4678,1
4704,1
4716,1
4726,1
4733,1
4747,1
4779,1
4780,1
4829,1
4857,1
4884,1
4895,1
4899,1
4919,1
4929,1
4936,1
4945,1
4948,1
4970,1
4976,1
4978,1
13,2
32,2
63,2
73,2
89,2
97,2
104,2
110,2
122,2
159,2
222,2
226,2
231,2
235,2
251,2
266,2
280,2
281,2
284,2
315,2
324,2
337,2
369,2
387,2
400,2
412,2
421,2
483,2
511,2
512,2
515,2
533,2
536,2
554,2
570,2
585,2
587,2
593,2
606,2
627,2
630,2
659,2
679,2
698,2
719,2
729,2
742,2
754,2
760,2
773,2
799,2
804,2
807,2
817,2
844,2
880,2
889,2
894,2
897,2
902,2
906,2
928,2
938,2
964,2
966,2
977,2
1003,2
1008,2
1009,2
1011,2
1013,2
1035,2
1045,2
1046,2
1048,2
1051,2
1077,2
1083,2
1094,2
1151,2
1162,2
1234,2
1236,2
1240,2
1262,2
1264,2
1279,2
1309,2
1314,2
1325,2
1334,2
1357,2
1384,2
1423,2
1427,2
1451,2
1461,2
1482,2
1514,2
1522,2
1532,2
1546,2
1561,2
1564,2
1606,2
1608,2
1665,2
1683,2
1704,2
1722,2
1727,2
1728,2
1737,2
1745,2
1748,2
1768,2
1794,2
1845,2
1867,2
1892,2
1924,2
1927,2
1940,2
1941,2
1953,2
2027,2
2029,2
2033,2
2037,2
2056,2
2057,2
2062,2
2076,2
2094,2
2100,2
2108,2
2123,2
2128,2
2158,2
2162,2
2168,2
2178,2
2191,2
2207,2
2209,2
2221,2
2250,2
2263,2
2277,2
2282,2
2289,2
2385,2
2390,2
2405,2
2418,2
2448,2
2452,2
2465,2
2492,2
2531,2
2533,2
2540,2
2553,2
2573,2
2582,2
2589,2
2604,2
2647,2
2653,2
2660,2
2669,2
2674,2
2682,2
2686,2
2689,2
2710,2
2737,2
2763,2
2781,2
2784,2
2795,2
2879,2
2889,2
2891,2
2896,2
2905,2
2926,2
2929,2
2930,2
2941,2
2970,2
2981,2
2982,2
2987,2
3033,2
3040,2
3116,2
3134,2
3148,2
3167,2
3181,2
3186,2
3205,2
3210,2
3237,2
3243,2
3265,2
3267,2
3296,2
3330,2
3333,2
3337,2
3338,2
3343,2
3373,2
3385,2
3408,2
3413,2
3426,2
3438,2
3466,2
3491,2
3504,2
3543,2
3586,2
3597,2
3608,2
3624,2
3625,2
3628,2
3635,2
3638,2
3650,2
3661,2
3663,2
3664,2
3665,2
3679,2
3682,2
3716,2
3758,2
3772,2
3799,2
3808,2
3812,2
