mutation,cluster
108,4
123,4
176,4
452,4
857,4
890,4
909,4
918,4
1051,4
1071,4
1088,4
1155,4
1232,4
1245,4
1584,4
1671,4
1722,4
1855,4
1980,4
1984,4
1993,4
2010,4
2141,4
2268,4
2294,4
2382,4
2408,4
2432,4
11,4
178,4
185,4
213,4
252,4
281,4
404,4
410,4
483,4
532,4
533,4
543,4
570,4
585,4
681,4
685,4
767,4
783,4
790,4
793,4
820,4
833,4
863,4
951,4
1131,4
1138,4
1179,4
1287,4
1295,4
1425,4
1436,4
1473,4
1474,4
1512,4
1531,4
1562,4
1628,4
1634,4
1713,4
1759,4
1822,4
1862,4
1906,4
1925,4
1934,4
1942,4
2061,4
2103,4
2144,4
2182,4
2183,4
2249,4
2300,4
2356,4
2364,4
2416,4
2490,4
2494,4
183,4
200,4
223,4
280,4
284,4
455,4
478,4
479,4
482,4
493,4
498,4
526,4
536,4
744,4
786,4
821,4
826,4
853,4
907,4
932,4
1001,4
1053,4
1123,4
1158,4
1218,4
1380,4
1386,4
1520,4
1521,4
1526,4
1540,4
1602,4
1611,4
1670,4
1681,4
1724,4
1746,4
1755,4
1813,4
1842,4
1859,4
2067,4
2127,4
2162,4
2235,4
2281,4
2440,4
2445,4
2448,4
19,4
52,4
90,4
112,4
157,4
169,4
197,4
202,4
237,4
282,4
320,4
373,4
405,4
430,4
435,4
444,4
469,4
515,4
517,4
519,4
589,4
669,4
708,4
717,4
799,4
832,4
901,4
915,4
1120,4
1134,4
1149,4
1171,4
1226,4
1252,4
1351,4
1370,4
1406,4
1483,4
1547,4
1551,4
1582,4
1692,4
1719,4
1784,4
1796,4
1936,4
1960,4
1966,4
2026,4
2030,4
2066,4
2097,4
2166,4
2206,4
2326,4
2344,4
2379,4
84,4
105,4
136,4
141,4
184,4
193,4
295,4
357,4
369,4
379,4
385,4
433,4
496,4
497,4
499,4
522,4
524,4
554,4
604,4
644,4
648,4
654,4
694,4
747,4
802,4
828,4
845,4
942,4
949,4
1005,4
1029,4
1108,4
1110,4
1121,4
1182,4
1307,4
1353,4
1415,4
1448,4
1500,4
1566,4
1571,4
1689,4
1734,4
1815,4
1843,4
1852,4
1879,4
1883,4
1908,4
1914,4
1921,4
1930,4
2108,4
2110,4
2146,4
2153,4
2178,4
2289,4
2293,4
2314,4
2396,4
2417,4
2433,4
2453,4
2456,4
27,4
71,4
83,4
212,4
222,4
328,4
384,4
387,4
443,4
449,4
624,4
663,4
691,4
810,4
950,4
968,4
1014,4
1067,4
1094,4
1140,4
1229,4
1299,4
1304,4
1317,4
1325,4
1524,4
1558,4
1676,4
2024,4
2130,4
2291,4
2334,4
2342,4
2352,4
2368,4
2402,4
2450,4
2469,4
7,4
62,4
140,4
156,4
251,4
398,4
481,4
518,4
534,4
540,4
636,4
656,4
660,4
763,4
813,4
913,4
1028,4
1139,4
1162,4
1169,4
1175,4
1216,4
1352,4
1355,4
1405,4
1426,4
1485,4
1580,4
1603,4
1619,4
1677,4
1679,4
1750,4
1894,4
1939,4
1982,4
1997,4
2020,4
2079,4
2118,4
2175,4
2260,4
2310,4
2365,4
2429,4
2480,4
64,4
181,4
205,4
209,4
216,4
245,4
625,4
628,4
632,4
795,4
829,4
844,4
883,4
905,4
1166,4
1193,4
1195,4
1215,4
1251,4
1337,4
1343,4
1414,4
1532,4
1588,4
1591,4
1597,4
1612,4
1680,4
1747,4
1799,4
1857,4
2033,4
2080,4
2085,4
2086,4
2205,4
2406,4
2493,4
51,4
66,4
177,4
196,4
270,4
380,4
464,4
516,4
530,4
564,4
722,4
761,4
975,4
1345,4
1364,4
1391,4
1469,4
1503,4
1510,4
1527,4
1539,4
1846,4
1971,4
2137,4
2319,4
44,4
47,4
67,4
79,4
160,4
190,4
236,4
256,4
287,4
356,4
407,4
440,4
552,4
559,4
602,4
665,4
814,4
1114,4
1202,4
1284,4
1371,4
1427,4
1482,4
1630,4
1635,4
1658,4
1665,4
1687,4
1721,4
1814,4
1825,4
1892,4
1972,4
1991,4
1995,4
2098,4
2139,4
2213,4
2280,4
2308,4
2317,4
2336,4
2337,4
2339,4
2420,4
2498,4
32,4
40,4
68,4
119,4
153,4
301,4
313,4
338,4
348,4
428,4
592,4
610,4
667,4
677,4
712,4
720,4
817,4
825,4
944,4
964,4
1025,4
1194,4
1213,4
1368,4
1439,4
1460,4
1672,4
1728,4
1791,4
1836,4
1837,4
1899,4
1932,4
1950,4
2039,4
2164,4
2269,4
2298,4
2415,4
37,4
57,4
131,4
165,4
305,4
336,4
354,4
391,4
416,4
439,4
462,4
508,4
576,4
582,4
588,4
670,4
679,4
695,4
743,4
769,4
785,4
920,4
985,4
1013,4
1068,4
1341,4
1350,4
1400,4
1423,4
1504,4
1624,4
1629,4
1654,4
1860,4
1871,4
1901,4
1945,4
1976,4
1994,4
2000,4
2049,4
2194,4
2361,4
2392,4
2435,4
36,4
53,4
288,4
323,4
347,4
401,4
408,4
431,4
545,4
618,4
809,4
866,4
885,4
891,4
899,4
911,4
912,4
972,4
1167,4
1168,4
1254,4
1275,4
1396,4
1451,4
1454,4
1685,4
1701,4
1752,4
1808,4
1835,4
1850,4
1887,4
2056,4
2072,4
2122,4
2177,4
2186,4
2219,4
2237,4
2332,4
151,4
210,4
261,4
315,4
319,4
450,4
458,4
547,4
659,4
757,4
1043,4
1048,4
1125,4
1199,4
1266,4
1296,4
1390,4
1639,4
1801,4
2005,4
2095,4
2159,4
2234,4
2306,4
2374,4
2390,4
2464,4
114,4
179,4
259,4
451,4
617,4
751,4
987,4
1280,4
1303,4
1514,4
1621,4
1668,4
1760,4
1816,4
1828,4
2018,4
2168,4
2266,4
2370,4
2478,4
5,1
86,1
138,1
170,1
546,1
623,1
869,1
976,1
1306,1
1359,1
1402,1
1403,1
1618,1
1748,1
1779,1
1832,1
1872,1
1944,1
1981,1
2155,1
2394,1
1,1
126,1
277,1
321,1
525,1
637,1
999,1
1258,1
1274,1
1407,1
1817,1
2031,1
2325,1
2393,1
2442,1
25,1
125,1
312,1
337,1
392,1
782,1
874,1
1000,1
1214,1
1361,1
1399,1
1576,1
1714,1
2045,1
2315,1
263,1
272,1
514,1
674,1
770,1
894,1
919,1
1047,1
1211,1
1320,1
1346,1
1499,1
1509,1
1593,1
1641,1
1657,1
1915,1
1947,1
2074,1
2446,1
2452,1
2499,1
93,1
100,1
396,1
453,1
627,1
696,1
719,1
943,1
1038,1
1173,1
1312,1
1472,1
1508,1
1572,1
1599,1
1757,1
1802,1
1840,1
1849,1
1953,1
2041,1
2052,1
2131,1
2295,1
2399,1
376,1
397,1
418,1
457,1
488,1
711,1
727,1
740,1
839,1
1036,1
1203,1
1208,1
1223,1
1269,1
1362,1
1369,1
1648,1
1781,1
1864,1
1865,1
1973,1
1988,1
2254,1
130,1
360,1
541,1
555,1
635,1
713,1
776,1
797,1
801,1
970,1
1040,1
1124,1
1209,1
1316,1
1511,1
2043,1
2200,1
2204,1
2218,1
224,1
285,1
370,1
432,1
470,1
596,1
865,1
916,1
935,1
936,1
1230,1
1447,1
1578,1
1595,1
2195,1
2491,1
217,1
707,1
754,1
886,1
1026,1
1107,1
1293,1
1438,1
1544,1
1756,1
1891,1
1938,1
1983,1
2029,1
2099,1
2133,1
2292,1
12,1
17,1
97,1
102,1
349,1
590,1
614,1
748,1
816,1
958,1
996,1
1518,1
1604,1
1924,1
2015,1
2250,1
2397,1
253,1
316,1
322,1
406,1
822,1
955,1
1027,1
1188,1
1354,1
1394,1
1452,1
1507,1
1541,1
1632,1
2064,1
2174,1
2233,1
2373,1
2496,1
101,1
132,1
292,1
371,1
414,1
476,1
680,1
803,1
846,1
939,1
1008,1
1075,1
1103,1
1397,1
1484,1
1844,1
1923,1
2004,1
2220,1
