mutation,cluster
106,2
118,2
210,2
277,2
368,2
878,2
918,2
1152,2
1215,2
1217,2
1223,2
1470,2
1484,2
1563,2
1934,2
1997,2
2055,2
2224,2
2229,2
2233,2
2358,2
2408,2
2552,2
2564,2
2660,2
2662,2
2791,2
2860,2
3017,2
3102,2
3256,2
3285,2
3354,2
3654,2
3669,2
3795,2
3999,2
4346,2
4553,2
4633,2
4760,2
4818,2
4964,2
4965,2
5,2
23,2
86,2
110,2
198,2
483,2
826,2
845,2
954,2
973,2
1010,2
1041,2
1114,2
1169,2
1273,2
1276,2
1289,2
1353,2
1365,2
1436,2
1457,2
1559,2
1649,2
1681,2
1702,2
1735,2
1785,2
1830,2
1843,2
1949,2
2088,2
2113,2
2116,2
2131,2
2167,2
2218,2
2246,2
2364,2
2472,2
2586,2
2589,2
2667,2
2693,2
2807,2
2963,2
3185,2
3290,2
3296,2
3314,2
3378,2
3387,2
3419,2
3460,2
3664,2
3883,2
4024,2
4056,2
4106,2
4145,2
4163,2
4172,2
4190,2
4280,2
4392,2
4532,2
4548,2
4663,2
4795,2
4803,2
4819,2
4843,2
4867,2
4915,2
0,2
411,2
416,2
459,2
620,2
882,2
888,2
1030,2
1153,2
1324,2
1329,2
1350,2
1613,2
2199,2
2284,2
2321,2
2336,2
2846,2
2936,2
3079,2
3180,2
3242,2
3346,2
3619,2
3787,2
3793,2
3913,2
4036,2
4319,2
4373,2
4403,2
4486,2
4568,2
4585,2
4898,2
4910,2
186,2
243,2
433,2
498,2
532,2
592,2
804,2
906,2
992,2
1171,2
1312,2
1395,2
1672,2
1739,2
1807,2
1881,2
1886,2
1951,2
2118,2
2328,2
2575,2
2721,2
2917,2
2974,2
3110,2
3161,2
3580,2
3589,2
4043,2
4135,2
4420,2
4664,2
4670,2
4688,2
4933,2
4939,2
150,2
206,2
285,2
293,2
405,2
450,2
529,2
589,2
755,2
950,2
967,2
979,2
1009,2
1054,2
1074,2
1092,2
1160,2
1251,2
1296,2
1297,2
1311,2
1337,2
1352,2
1360,2
1427,2
1443,2
1467,2
1682,2
1929,2
1981,2
1982,2
2038,2
2090,2
2098,2
2208,2
2210,2
2255,2
2323,2
2379,2
2443,2
2452,2
2640,2
2641,2
2938,2
2948,2
3286,2
3295,2
3397,2
3425,2
3439,2
3473,2
3474,2
3510,2
3532,2
3538,2
3605,2
3687,2
3756,2
3860,2
3958,2
3960,2
3961,2
4007,2
4150,2
4152,2
4168,2
4208,2
4266,2
4267,2
4296,2
4329,2
4347,2
4389,2
4450,2
4472,2
4623,2
4649,2
4704,2
4706,2
4776,2
4780,2
4797,2
4821,2
4848,2
170,2
244,2
248,2
378,2
639,2
645,2
710,2
727,2
761,2
875,2
1015,2
1379,2
1403,2
1441,2
1541,2
1668,2
1780,2
1803,2
2003,2
2018,2
2062,2
2209,2
2287,2
2491,2
2688,2
2893,2
2902,2
3014,2
3018,2
3487,2
3536,2
3604,2
3708,2
3752,2
3977,2
4011,2
4075,2
4278,2
4351,2
4381,2
4382,2
4529,2
4724,2
4916,2
1,2
32,2
63,2
261,2
319,2
359,2
435,2
439,2
517,2
668,2
731,2
759,2
821,2
935,2
1063,2
1194,2
1254,2
1418,2
1465,2
1565,2
1607,2
1793,2
1857,2
1926,2
2030,2
2111,2
2177,2
2438,2
2513,2
2526,2
2613,2
2643,2
2678,2
2732,2
2745,2
2856,2
2873,2
3024,2
3051,2
3097,2
3113,2
3130,2
3186,2
3215,2
3275,2
3303,2
3349,2
3531,2
3554,2
3680,2
3682,2
3760,2
3773,2
3798,2
3922,2
3923,2
4061,2
4102,2
4243,2
4570,2
4667,2
4690,2
4763,2
4855,2
39,2
79,2
131,2
447,2
491,2
566,2
1081,2
1127,2
1286,2
1325,2
1472,2
1721,2
1736,2
1758,2
1919,2
2020,2
2046,2
2340,2
2676,2
2749,2
2787,2
2946,2
2965,2
3249,2
