SNV3627,6
SNV3629,6
SNV3635,2
SNV3650,8
SNV3652,4
SNV3676,5
SNV3685,9
SNV3688,4
SNV3699,2
SNV3700,5
SNV3716,9
SNV3717,9
SNV3719,9
SNV3742,9
SNV3767,5
SNV3851,9
SNV3059,9
SNV3081,9
SNV3094,2
SNV3104,9
SNV3115,8
SNV3118,9
SNV3176,9
SNV3179,6
SNV3180,9
SNV3185,5
SNV3194,4
SNV3196,9
SNV3212,9
SNV3229,5
SNV3245,8
SNV3268,0
SNV3321,9
SNV3342,9
SNV3355,2
SNV3361,2
SNV3439,9
SNV3470,10
SNV3472,9
SNV3481,8
SNV3497,6
SNV3500,2
SNV3528,9
SNV3529,6
SNV3540,5
SNV3556,9
SNV3563,5
SNV3580,8
SNV3581,6
SNV3582,2
SNV3583,2
SNV3584,10
SNV3585,5
SNV3586,8
SNV3587,9
SNV3588,8
SNV3589,2
SNV3590,8
SNV3591,3
SNV3592,8
SNV3593,8
SNV3595,6
SNV3596,9
SNV3597,5
SNV3599,10
SNV3601,3
SNV3602,9
SNV3605,9
SNV3606,8
SNV3607,6
SNV3611,9
SNV3613,9
SNV3614,2
SNV3616,9
SNV3617,5
SNV3618,5
SNV3619,3
SNV3621,9
SNV3622,9
SNV3623,6
SNV3624,6
SNV3625,9
SNV3626,2
SNV3630,2
SNV3631,2
SNV3633,2
SNV3634,6
SNV3636,7
SNV3637,2
SNV3638,2
SNV3639,0
SNV3640,8
SNV3642,5
SNV3645,8
SNV3647,3
SNV3649,9
SNV3651,8
SNV3653,9
SNV3654,9
SNV3656,6
SNV3657,5
SNV3658,9
SNV3659,6
SNV3662,2
SNV3663,8
SNV3665,3
SNV3666,9
SNV3668,9
SNV3669,3
SNV3670,6
SNV3672,6
SNV3674,9
SNV3675,2
SNV3677,8
SNV3678,9
SNV3679,2
SNV3680,6
SNV3681,9
SNV3683,2
SNV3684,9
SNV3686,8
SNV3687,8
SNV3689,8
SNV3690,9
SNV3692,2
SNV3694,9
SNV3696,5
SNV3698,8
SNV3701,8
SNV3702,9
SNV3703,9
SNV3707,6
SNV3709,5
SNV3711,5
SNV3713,10
SNV3714,5
SNV3715,2
SNV3718,9
SNV3722,6
SNV3723,9
SNV3724,8
SNV3725,2
SNV3726,5
SNV3727,2
SNV3728,2
SNV3729,10
SNV3730,9
SNV3731,9
SNV3732,6
SNV3733,6
SNV3734,2
SNV3735,8
SNV3736,4
,4
SNV3737,9
SNV3738,3
SNV3739,8
SNV3740,9
SNV3741,6
SNV3743,8
SNV3744,5
SNV3746,9
SNV3747,6
SNV3748,2
SNV3749,2
SNV3750,9
SNV3751,8
SNV3753,2
SNV3754,6
SNV3755,6
SNV3756,9
SNV3758,6
SNV3759,5
SNV3760,8
SNV3761,8
SNV3762,8
SNV3763,2
SNV3764,3
SNV3765,8
SNV3766,9
SNV3768,6
SNV3769,2
SNV3770,3
SNV3774,9
SNV3775,8
SNV3776,9
SNV3777,11
SNV3779,8
SNV3780,2
SNV3781,9
SNV3782,2
SNV3783,2
SNV3784,7
SNV3785,7
SNV3786,8
SNV3790,2
SNV3791,9
SNV3793,9
SNV3795,9
SNV3798,11
SNV3799,8
SNV3800,9
SNV3801,8
SNV3802,9
SNV3803,2
SNV3804,8
SNV3805,6
SNV3806,9
SNV3807,9
SNV3809,9
SNV3811,9
SNV3813,2
SNV3814,9
SNV3815,8
SNV3816,9
SNV3817,9
SNV3818,8
SNV3819,10
SNV3820,8
SNV3821,9
SNV3822,2
SNV3824,2
SNV3825,5
SNV3826,3
SNV3827,5
SNV3828,9
SNV3829,8
SNV3830,2
SNV3831,9
SNV3833,8
SNV3834,6
SNV3835,2
SNV3836,9
SNV3840,4
SNV3841,2
SNV3842,2
SNV3844,6
SNV3845,8
SNV3846,3
SNV3847,2
SNV3848,9
SNV3849,10
SNV3850,9
SNV3852,5
SNV3853,6
SNV3854,10
SNV3855,8
SNV3054,4
SNV3056,6
SNV3058,6
SNV3060,9
SNV3061,9
SNV3062,2
SNV3063,2
SNV3064,6
SNV3065,9
SNV3066,9
SNV3067,9
SNV3068,6
SNV3069,5
SNV3070,4
SNV3073,9
SNV3074,8
SNV3075,6
SNV3076,2
SNV3077,9
SNV3078,6
SNV3079,9
SNV3080,8
SNV3082,9
SNV3083,2
SNV3084,6
SNV3085,9
