mutation,cluster
106,3
118,3
210,3
277,3
368,3
878,3
918,3
1152,3
1215,3
1217,3
1223,3
1470,3
1484,3
1563,3
1934,3
1997,3
2055,3
2224,3
2229,3
2233,3
2358,3
2408,3
2552,3
2564,3
2660,3
2662,3
2791,3
2860,3
3017,3
3102,3
3256,3
3285,3
3354,3
3654,3
3669,3
3795,3
3999,3
4346,3
4553,3
4633,3
4760,3
4818,3
4964,3
4965,3
5006,3
5029,3
5033,3
5149,3
5203,3
5544,3
5759,3
5851,3
5854,3
5881,3
5902,3
5995,3
6024,3
6076,3
6391,3
6408,3
6448,3
6460,3
6470,3
6490,3
6528,3
6554,3
6724,3
6744,3
6755,3
6764,3
6791,3
6827,3
6971,3
7053,3
7164,3
7182,3
7230,3
7242,3
7267,3
7278,3
7619,3
7633,3
7638,3
7718,3
8031,3
8131,3
8178,3
8405,3
8442,3
8747,3
8750,3
8795,3
8828,3
8829,3
8928,3
9159,3
9236,3
9322,3
9383,3
9475,3
5,3
23,3
86,3
110,3
198,3
483,3
826,3
845,3
954,3
973,3
1010,3
1041,3
1114,3
1169,3
1273,3
1276,3
1289,3
1353,3
1365,3
1436,3
1457,3
1559,3
1649,3
1681,3
1702,3
1735,3
1785,3
1830,3
1843,3
1949,3
2088,3
2113,3
2116,3
2131,3
2167,3
2218,3
2246,3
2364,3
2472,3
2586,3
2589,3
2667,3
2693,3
2807,3
2963,3
3185,3
3290,3
3296,3
3314,3
3378,3
3387,3
3419,3
3460,3
3664,3
3883,3
4024,3
4056,3
4106,3
4145,3
4163,3
4172,3
4190,3
4280,3
4392,3
4532,3
4548,3
4663,3
4795,3
4803,3
4819,3
4843,3
4867,3
4915,3
5179,3
5230,3
5242,3
5360,3
5557,3
5601,3
5682,3
5689,3
5726,3
5760,3
5873,3
5874,3
5922,3
6025,3
6123,3
6132,3
6164,3
6429,3
6497,3
6612,3
6727,3
7170,3
7310,3
7369,3
7402,3
7707,3
7755,3
8147,3
8185,3
8450,3
8562,3
8586,3
8738,3
8839,3
8858,3
8906,3
8945,3
8953,3
8964,3
8980,3
9122,3
9224,3
9375,3
9412,3
9461,3
9605,3
9633,3
9758,3
9769,3
9804,3
9949,3
9972,3
0,3
411,3
416,3
459,3
620,3
882,3
888,3
1030,3
1153,3
1324,3
1329,3
1350,3
1613,3
2199,3
2284,3
2321,3
2336,3
2846,3
2936,3
3079,3
3180,3
3242,3
3346,3
3619,3
3787,3
3793,3
3913,3
4036,3
4319,3
4373,3
4403,3
4486,3
4568,3
4585,3
4898,3
4910,3
5001,3
5054,3
5092,3
5250,3
5285,3
5378,3
5659,3
5710,3
6008,3
6046,3
6127,3
6347,3
6486,3
6542,3
6658,3
6670,3
6790,3
6799,3
6823,3
6910,3
6926,3
7035,3
7062,3
7068,3
7094,3
7226,3
7251,3
7426,3
7779,3
7788,3
7809,3
8015,3
8120,3
8136,3
8140,3
8413,3
8623,3
8651,3
9049,3
9168,3
9298,3
9318,3
9324,3
9452,3
9516,3
9526,3
9535,3
9618,3
9715,3
9886,3
186,3
243,3
433,3
498,3
532,3
592,3
804,3
906,3
992,3
1171,3
1312,3
1395,3
1672,3
1739,3
1807,3
1881,3
1886,3
1951,3
2118,3
2328,3
2575,3
2721,3
2917,3
2974,3
3110,3
3161,3
3580,3
3589,3
4043,3
4135,3
4420,3
4664,3
4670,3
4688,3
4933,3
4939,3
5044,3
5137,3
5257,3
5392,3
5540,3
5587,3
5611,3
5961,3
6103,3
6119,3
6161,3
6162,3
6441,3
6730,3
6759,3
6941,3
6966,3
7018,3
7320,3
7529,3
7538,3
7548,3
7677,3
7754,3
7986,3
8032,3
