mutation,cluster
13,1
146,1
276,1
284,1
331,1
333,1
547,1
693,1
785,1
789,1
873,1
923,1
1109,1
1112,1
1119,1
1249,1
1266,1
1296,1
1404,1
1461,1
1465,1
1517,1
1525,1
1540,1
1634,1
1684,1
1699,1
1768,1
1769,1
1831,1
1834,1
1842,1
1856,1
1873,1
1890,1
2019,1
2197,1
2202,1
2213,1
2328,1
2333,1
2364,1
2368,1
2485,1
26,1
41,1
53,1
79,1
80,1
118,1
131,1
143,1
157,1
177,1
257,1
334,1
342,1
396,1
475,1
527,1
640,1
669,1
689,1
690,1
712,1
832,1
840,1
843,1
854,1
871,1
879,1
880,1
888,1
902,1
986,1
1023,1
1061,1
1096,1
1118,1
1120,1
1135,1
1138,1
1180,1
1195,1
1212,1
1213,1
1215,1
1284,1
1386,1
1393,1
1434,1
1453,1
1592,1
1613,1
1729,1
1731,1
1809,1
1858,1
1872,1
1874,1
1885,1
1945,1
1968,1
2030,1
2083,1
2113,1
2241,1
2277,1
2299,1
2357,1
2438,1
2454,1
2466,1
60,1
98,1
202,1
243,1
249,1
250,1
262,1
310,1
332,1
377,1
410,1
448,1
471,1
483,1
620,1
727,1
816,1
889,1
895,1
997,1
1001,1
1083,1
1104,1
1134,1
1140,1
1193,1
1243,1
1278,1
1381,1
1424,1
1451,1
1472,1
1564,1
1597,1
1614,1
1629,1
1646,1
1649,1
1677,1
1744,1
1866,1
1904,1
1957,1
2036,1
2055,1
2130,1
2192,1
2210,1
2317,1
2318,1
2355,1
2395,1
22,1
129,1
225,1
232,1
294,1
356,1
562,1
594,1
629,1
645,1
699,1
707,1
718,1
844,1
861,1
1033,1
1261,1
1333,1
1345,1
1385,1
1496,1
1616,1
1718,1
1797,1
1824,1
2017,1
2089,1
2286,1
2327,1
2334,1
2358,1
2367,1
2437,1
2456,1
25,1
86,1
93,1
317,1
389,1
433,1
516,1
651,1
765,1
992,1
1088,1
1093,1
1182,1
1197,1
1323,1
1329,1
1383,1
1547,1
1567,1
1599,1
1636,1
1681,1
1772,1
1791,1
1833,1
1888,1
1974,1
2041,1
2158,1
2177,1
2217,1
2326,1
2478,1
36,1
89,1
112,1
169,1
204,1
209,1
214,1
218,1
235,1
275,1
343,1
348,1
370,1
465,1
519,1
633,1
671,1
682,1
694,1
732,1
754,1
792,1
807,1
875,1
905,1
954,1
1085,1
1102,1
1183,1
1254,1
1303,1
1366,1
1488,1
1499,1
1535,1
1569,1
1711,1
1902,1
1903,1
2048,1
2051,1
2209,1
2347,1
2363,1
2366,1
2378,1
2394,1
2426,1
4,1
38,1
72,1
145,1
212,1
259,1
300,1
374,1
498,1
536,1
589,1
656,1
910,1
1072,1
1158,1
1164,1
1188,1
1301,1
1308,1
1617,1
1648,1
1747,1
1766,1
1808,1
1865,1
1920,1
1923,1
1958,1
2073,1
2110,1
2156,1
2203,1
2243,1
2245,1
2322,1
2344,1
2373,1
2380,1
2387,1
2419,1
2484,1
9,1
10,1
24,1
87,1
105,1
137,1
162,1
181,1
191,1
351,1
355,1
404,1
526,1
559,1
561,1
733,1
904,1
927,1
961,1
1076,1
1126,1
1156,1
1175,1
1207,1
1231,1
1420,1
1428,1
1430,1
1518,1
1521,1
1546,1
1692,1
1719,1
1807,1
1881,1
1966,1
1988,1
1989,1
2085,1
2096,1
2145,1
2242,1
2293,1
2312,1
2455,1
2497,1
48,1
51,1
104,1
183,1
216,1
219,1
236,1
320,1
359,1
395,1
430,1
470,1
525,1
564,1
604,1
611,1
685,1
811,1
845,1
853,1
886,1
897,1
922,1
934,1
940,1
941,1
967,1
968,1
983,1
995,1
1020,1
1094,1
1117,1
1179,1
1210,1
1225,1
1302,1
1338,1
1341,1
1659,1
1694,1
1738,1
1843,1
1906,1
1939,1
1963,1
1993,1
2021,1
2063,1
2108,1
2118,1
2137,1
2144,1
2169,1
2231,1
2284,1
2386,1
2389,1
2390,1
2411,1
2416,1
2459,1
2470,1
111,1
151,1
290,1
330,1
418,1
499,1
533,1
540,1
554,1
624,1
678,1
720,1
751,1
797,1
821,1
966,1
1006,1
1043,1
1095,1
1113,1
1167,1
1221,1
1237,1
1250,1
1307,1
1314,1
1351,1
1389,1
1401,1
1494,1
1539,1
1562,1
1628,1
1664,1
1717,1
1850,1
1946,1
1951,1
1965,1
1977,1
1983,1
2039,1
2070,1
2105,1
2119,1
2139,1
2199,1
2460,1
64,1
120,1
173,1
194,1
200,1
208,1
227,1
234,1
241,1
335,1
364,1
500,1
504,1
691,1
766,1
866,1
893,1
944,1
977,1
988,1
1000,1
1029,1
1057,1
1073,1
1263,1
1292,1
1317,1
1335,1
1473,1
1479,1
1522,1
1805,1
1820,1
1847,1
1860,1
1883,1
1913,1
1917,1
1933,1
1990,1
2011,1
2058,1
2115,1
2151,1
2212,1
2379,1
2388,1
2398,1
2418,1
2422,1
2446,1
2480,1
172,1
306,1
313,1
443,1
461,1
469,1
530,1
621,1
630,1
672,1
697,1
855,1
859,1
963,1
1012,1
1173,1
1322,1
1360,1
1391,1
1449,1
1475,1
1497,1
1500,1
1544,1
1607,1
1670,1
1781,1
1959,1
2003,1
2069,1
2103,1
2206,1
2282,1
110,1
142,1
168,1
260,1
282,1
339,1
487,1
502,1
511,1
532,1
606,1
616,1
652,1
716,1
719,1
729,1
735,1
739,1
791,1
817,1
847,1
867,1
925,1
943,1
964,1
973,1
976,1
1079,1
1181,1
1223,1
1328,1
1334,1
1350,1
1476,1
1570,1
1580,1
1632,1
1652,1
1675,1
1698,1
1713,1
1741,1
1817,1
1835,1
1880,1
1896,1
1911,1
2047,1
2150,1
2174,1
2190,1
2226,1
2276,1
2401,1
2421,1
2424,1
0,1
12,1
23,1
58,1
230,1
273,1
281,1
311,1
367,1
449,1
491,1
496,1
520,1
543,1
544,1
723,1
736,1
759,1
762,1
908,1
1005,1
1008,1
1046,1
1060,1
1064,1
1069,1
1187,1
1199,1
1265,1
1270,1
1276,1
1344,1
1352,1
1354,1
1358,1
1361,1
1390,1
1392,1
1425,1
1470,1
1485,1
1486,1
1487,1
1501,1
1523,1
1531,1
1651,1
1696,1
1720,1
1792,1
1854,1
1895,1
1926,1
1929,1
2091,1
2136,1
2181,1
2247,1
2295,1
2381,1
2447,1
2452,1
17,1
33,1
83,1
135,1
251,1
278,1
292,1
346,1
376,1
437,1
455,1
458,1
548,1
660,1
662,1
673,1
783,1
833,1
900,1
914,1
932,1
980,1
1021,1
1059,1
1086,1
1218,1
1251,1
1279,1
1413,1
1478,1
1541,1
1550,1
1686,1
1962,1
2020,1
2057,1
2095,1
2185,1
2278,1
2303,1
2305,1
2374,1
2475,1
11,2
100,2
390,2
473,2
623,2
769,2
950,2
1458,2
1954,2
2052,2
2122,2
2430,2
2443,2
34,2
199,2
915,2
1007,2
1151,2
1288,2
1446,2
1598,2
1793,2
1839,2
1848,2
1857,2
1937,2
1967,2
2155,2
2234,2
2262,2
2486,2
239,2
555,2
569,2
2123,2
2132,2
2270,2
2292,2
101,2
341,2
615,2
706,2
979,2
1408,2
1593,2
2012,2
2044,2
1026,2
1528,2
1561,2
1619,2
2207,2
2331,2
515,2
529,2
612,2
860,2
1139,2
1554,2
1864,2
1931,2
2143,2
2196,2
2345,2
2349,2
2372,2
2425,2
2432,2
75,2
192,2
412,2
450,2
524,2
574,2
642,2
1074,2
1244,2
1297,2
1750,2
2001,2
2109,2
14,2
174,2
327,2
447,2
582,2
649,2
665,2
887,2
982,2
1259,2
1490,2
1524,2
1979,2
2023,2
2067,2
2258,2
224,2
