mutation,segment
11,0
13,0
54,0
99,0
100,0
146,0
189,0
258,0
268,0
276,0
284,0
326,0
331,0
333,0
344,0
363,0
390,0
398,0
422,0
472,0
473,0
495,0
505,0
534,0
547,0
568,0
623,0
626,0
641,0
676,0
693,0
698,0
704,0
731,0
738,0
741,0
743,0
769,0
779,0
785,0
789,0
793,0
803,0
822,0
873,0
918,0
923,0
946,0
950,0
958,0
1044,0
1054,0
1100,0
1109,0
1111,0
1112,0
1116,0
1119,0
1125,0
1131,0
1147,0
1189,0
1232,0
1235,0
1249,0
1266,0
1286,0
1290,0
1296,0
1330,0
1404,0
1410,0
1414,0
1436,0
1445,0
1458,0
1461,0
1465,0
1493,0
1517,0
1525,0
1536,0
1540,0
1556,0
1557,0
1566,0
1594,0
1634,0
1637,0
1669,0
1684,0
1699,0
1705,0
1727,0
1752,0
1768,0
1769,0
1771,0
1774,0
1790,0
1802,0
1830,0
1831,0
1834,0
1842,0
1856,0
1873,0
1876,0
1890,0
1912,0
1940,0
1954,0
1972,0
1975,0
1986,0
2007,0
2019,0
2037,0
2052,0
2053,0
2071,0
2072,0
2104,0
2122,0
2135,0
2197,0
2198,0
2202,0
2208,0
2213,0
2253,0
2289,0
2300,0
2301,0
2328,0
2333,0
2335,0
2364,0
2368,0
2392,0
2430,0
2443,0
2471,0
2477,0
2485,0
2489,0
1,1
18,1
26,1
34,1
41,1
53,1
59,1
63,1
68,1
79,1
80,1
107,1
118,1
131,1
143,1
148,1
157,1
177,1
178,1
193,1
199,1
201,1
215,1
220,1
257,1
264,1
272,1
285,1
286,1
287,1
303,1
307,1
328,1
334,1
342,1
350,1
354,1
375,1
396,1
399,1
413,1
432,1
439,1
451,1
475,1
493,1
527,1
578,1
583,1
600,1
619,1
635,1
640,1
659,1
666,1
669,1
688,1
689,1
690,1
696,1
712,1
730,1
749,1
767,1
787,1
790,1
799,1
820,1
831,1
832,1
834,1
840,1
841,1
843,1
854,1
856,1
857,1
862,1
871,1
879,1
880,1
888,1
902,1
915,1
924,1
953,1
974,1
985,1
986,1
1004,1
1007,1
1016,1
1023,1
1027,1
1040,1
1047,1
1051,1
1058,1
1061,1
1065,1
1092,1
1096,1
1110,1
1118,1
1120,1
1135,1
1138,1
1151,1
1153,1
1159,1
1166,1
1176,1
1180,1
1195,1
1198,1
1200,1
1208,1
1212,1
1213,1
1215,1
1217,1
1271,1
1284,1
1288,1
1300,1
1304,1
1347,1
1386,1
1393,1
1411,1
1434,1
