snv,cell,alt,total
0,3,0,1
0,20,0,1
0,23,1,1
0,84,0,1
0,149,0,1
0,246,1,1
0,300,0,1
0,336,0,1
0,345,0,1
0,359,0,1
0,373,1,1
0,393,1,1
0,437,0,1
1,35,0,1
1,100,0,1
1,109,0,1
1,127,0,1
1,161,0,1
1,180,0,1
1,184,0,1
1,252,0,1
1,263,0,1
1,320,0,1
1,323,0,1
1,333,0,1
1,337,0,2
1,390,0,1
1,398,0,1
1,464,0,1
1,486,0,1
1,499,0,1
2,11,0,1
2,81,0,1
2,165,0,1
2,314,0,1
2,330,0,1
2,401,0,1
2,424,0,1
2,434,0,1
2,472,0,1
3,110,0,1
3,165,0,1
3,180,0,1
3,218,0,1
3,239,0,1
3,284,0,1
3,298,0,1
3,425,0,1
3,439,0,1
4,54,0,1
4,138,1,1
4,142,1,1
4,180,0,1
4,321,0,1
4,429,1,1
4,449,0,1
5,49,0,1
5,181,0,1
5,184,0,1
5,196,0,1
5,285,0,1
5,291,1,1
5,366,0,1
5,416,0,1
5,435,0,1
5,459,0,1
6,104,0,1
6,131,0,1
6,262,0,1
6,270,0,1
6,315,0,1
6,325,0,1
6,350,0,1
6,368,0,1
6,381,0,1
6,396,0,1
6,412,1,1
6,432,0,1
7,5,0,1
7,56,0,1
7,203,0,1
7,271,0,1
7,285,0,1
7,320,0,1
7,345,0,1
7,362,0,1
7,374,0,1
7,383,0,1
7,433,0,1
7,436,0,1
7,477,0,1
7,493,0,1
8,66,0,1
8,102,0,2
8,109,0,1
8,140,0,1
8,144,0,1
8,186,0,1
8,224,0,1
8,319,0,1
8,357,0,1
8,376,0,1
8,388,0,1
8,392,0,1
8,415,0,1
8,440,0,1
8,442,0,1
8,445,0,1
9,40,1,1
9,42,1,1
9,92,1,1
9,149,1,1
9,152,1,1
9,184,1,1
9,189,1,1
9,197,1,1
9,313,0,1
9,325,1,1
9,490,0,1
9,499,1,1
10,8,0,1
10,22,0,1
10,44,0,1
10,47,0,1
10,53,0,1
10,84,0,1
10,86,1,1
10,157,1,1
10,246,0,1
10,255,0,1
10,272,0,1
10,319,0,1
10,338,1,1
10,390,1,1
10,430,0,1
10,478,1,1
10,495,1,1
11,15,0,1
11,18,0,1
11,46,0,1
11,73,0,1
11,207,0,1
11,231,0,1
11,233,0,1
11,314,0,1
11,318,0,1
11,462,0,1
11,463,0,1
12,4,0,1
12,90,0,1
12,139,0,1
12,217,0,1
12,241,0,1
12,247,0,1
12,267,0,1
12,268,1,1
12,279,0,1
12,310,0,1
12,334,1,1
12,339,1,1
12,354,1,2
12,371,0,1
12,405,1,1
12,452,0,1
13,6,0,1
13,59,0,1
13,99,0,1
13,121,0,1
13,156,0,1
13,161,1,1
13,196,0,1
13,241,1,1
13,254,0,1
13,348,0,1
13,386,0,1
13,403,1,1
13,479,1,2
14,8,0,1
14,18,1,1
14,24,1,1
14,40,0,1
14,52,0,1
14,55,0,1
14,63,0,1
14,77,1,1
14,134,1,1
14,225,0,1
14,240,1,1
14,270,0,1
14,317,1,1
14,378,0,1
14,443,1,1
14,497,0,1
14,498,0,1
15,24,0,1
15,49,0,1
15,92,0,1
15,101,0,1
15,114,1,2
15,117,0,1
15,122,0,1
15,151,0,1
15,164,0,1
15,171,0,1
15,181,0,1
15,213,0,1
15,234,0,1
15,260,0,1
15,267,0,2
15,297,0,1
15,337,0,1
15,368,0,1
15,369,0,1
15,375,0,1
15,426,0,1
15,441,0,1
15,492,0,1
16,17,0,1
16,54,0,1
16,125,0,1
16,141,0,1
16,161,0,1
16,202,0,1
16,252,0,1
16,273,0,1
16,327,0,1
16,336,0,1
16,343,0,1
16,375,0,1
16,377,0,1
16,433,0,1
16,498,0,1
17,2,0,1
17,14,0,1
17,23,0,1
17,31,0,1
17,139,1,1
17,172,0,1
17,201,1,1
17,217,0,1
17,241,1,1
17,258,0,1
17,269,0,1
17,286,1,1
17,291,0,1
17,293,0,1
17,303,1,1
17,312,0,1
17,325,0,1
17,326,0,2
17,355,0,1
17,382,0,1
17,393,0,1
17,407,0,1
17,421,0,1
17,438,0,1
17,470,0,1
18,38,0,1
18,49,0,1
18,54,0,1
18,68,0,1
18,71,0,1
18,76,0,1
18,129,0,1
18,154,0,1
18,173,0,1
18,195,0,1
18,198,0,1
18,199,0,1
18,208,0,1
18,211,0,1
18,217,0,1
18,222,0,1
18,230,0,1
18,232,0,1
18,234,0,1
18,265,0,1
18,268,0,1
18,274,0,1
18,324,0,1
18,350,0,1
18,360,0,1
18,364,0,1
18,368,0,1
18,419,0,1
18,448,0,1
18,470,0,1
18,474,0,1
19,36,0,1
19,169,0,1
19,171,0,1
19,173,0,2
19,189,0,1
19,198,0,1
19,205,0,1
19,209,0,1
19,211,0,1
19,213,0,1
19,222,1,1
19,235,0,1
19,249,0,1
19,423,0,1
19,428,0,1
19,435,0,1
19,449,0,1
19,490,0,1
20,3,0,1
20,54,0,1
20,77,0,1
20,154,0,1
20,321,1,1
21,9,0,1
21,33,0,1
21,77,0,1
21,80,0,1
21,127,0,1
21,128,0,1
21,158,0,1
21,179,0,1
21,263,0,1
21,336,0,1
21,370,0,1
21,412,0,1
21,437,0,1
21,461,0,1
21,492,0,1
22,33,0,1
22,54,1,1
22,152,1,1
22,170,0,1
22,174,0,1
22,177,0,1
22,227,0,1
22,308,1,1
22,361,1,1
22,365,1,1
22,384,1,1
22,389,0,1
22,391,0,1
22,428,1,1
22,442,0,1
23,59,0,1
23,102,1,1
23,131,1,1
23,286,1,1
23,293,1,1
23,404,1,1
23,436,1,1
23,453,1,1
23,465,1,1
24,6,0,1
24,74,1,1
24,75,0,1
24,84,0,1
24,117,0,1
24,134,0,1
24,150,0,1
24,211,1,1
24,263,1,1
24,296,0,1
24,299,1,1
24,322,1,1
24,367,0,1
24,407,0,1
24,440,0,1
24,444,1,1
24,492,0,1
25,82,0,1
25,112,0,1
25,115,0,1
25,164,1,1
25,190,1,1
25,204,1,1
25,212,0,1
25,249,0,1
25,404,1,1
26,13,0,1
26,16,0,1
26,21,1,1
26,51,0,1
26,66,1,1
26,92,0,1
26,120,0,1
26,123,1,1
26,143,0,1
26,150,1,1
26,181,1,1
26,214,0,1
26,225,1,1
26,234,0,1
26,245,0,1
26,260,0,1
26,315,0,1
26,318,1,1
26,338,1,1
26,339,0,1
26,346,0,1
26,374,0,1
26,404,0,1
26,438,0,1
26,468,0,1
26,469,0,1
26,476,1,1
27,38,0,1
27,42,0,1
27,86,0,1
27,254,0,1
27,324,0,1
27,331,0,1
27,371,0,1
27,411,0,1
27,469,0,1
27,479,0,1
28,1,0,1
28,54,0,1
28,77,0,1
28,81,0,1
28,113,0,1
28,131,0,1
28,143,0,1
28,144,0,1
28,208,0,1
28,222,0,1
28,260,0,1
28,276,1,1
28,287,0,1
28,295,0,1
28,314,0,1
28,351,0,1
28,357,1,1
28,370,0,1
28,389,0,1
28,423,0,1
28,424,0,1
28,480,0,1
29,53,0,1
29,81,0,1
29,158,0,1
29,164,0,1
29,202,0,1
29,210,0,1
29,267,0,1
29,278,0,1
29,281,0,1
29,288,0,1
29,389,0,1
29,436,1,1
29,452,1,1
29,479,0,1
30,4,0,1
30,81,0,1
30,91,0,1
30,129,1,1
30,163,0,1
30,240,0,1
30,253,0,1
30,291,0,1
30,310,0,1
30,347,0,1
30,367,0,1
30,397,0,1
30,408,1,1
31,5,0,1
31,22,0,1
31,41,0,1
31,84,0,1
31,102,0,1
31,137,0,1
31,214,0,1
31,217,0,1
31,232,0,1
31,253,0,1
31,267,0,1
31,289,0,1
31,302,0,1
31,327,0,1
31,422,0,1
31,436,0,1
31,447,0,1
31,471,0,1
31,485,0,1
31,498,0,1
31,499,0,1
32,36,0,1
32,70,0,1
32,291,0,1
32,326,0,1
32,335,0,1
32,363,0,1
32,403,0,1
32,407,0,1
32,486,0,1
33,5,1,1
33,8,1,1
33,54,1,1
33,70,1,1
33,97,0,1
33,105,1,1
33,134,1,1
33,158,1,1
33,219,1,1
33,221,0,1
33,229,0,1
33,230,1,1
33,234,1,1
33,235,1,1
33,271,1,1
33,281,1,1
33,282,1,1
33,296,1,1
33,297,1,1
33,395,1,1
33,463,0,1
33,474,1,1
34,11,2,2
34,24,0,1
34,61,0,1
34,87,1,2
34,88,0,1
34,122,1,1
34,131,1,1
34,143,0,1
34,191,0,1
34,230,0,1
34,231,1,1
34,239,1,1
34,305,0,1
34,306,0,1
34,311,0,2
34,331,1,1
34,346,0,1
34,360,0,1
34,372,0,1
34,436,0,1
34,479,0,1
34,483,0,1
34,495,0,1
35,59,0,1
35,74,0,1
35,92,0,1
35,101,0,1
35,183,0,1
35,239,0,1
35,279,0,1
35,336,0,1
35,384,0,1
35,400,0,1
35,466,0,1
35,491,0,1
36,13,1,1
36,16,0,1
36,27,1,1
36,60,0,1
36,114,1,1
36,115,0,1
36,132,1,1
36,159,1,1
36,314,1,1
36,373,0,1
37,51,0,1
37,63,0,1
37,118,0,1
37,167,0,1
37,173,0,1
37,196,0,1
37,253,0,1
37,386,0,1
37,416,1,1
37,455,0,1
37,469,0,1
38,35,1,1
38,36,1,1
38,48,0,1
38,63,1,1
38,138,0,1
38,271,1,1
38,299,1,1
38,361,0,1
38,375,0,1
38,378,0,1
38,385,0,1
38,404,1,1
38,408,1,2
38,431,1,1
38,448,0,1
38,494,1,1
39,22,0,1
39,57,0,1
39,101,0,1
39,153,0,1
39,160,0,1
39,182,0,1
39,185,0,1
39,192,0,1
39,211,0,1
39,214,0,1
39,264,0,1
39,385,0,1
39,413,0,1
39,419,0,1
39,457,0,1
39,469,0,1
39,472,0,1
40,59,0,1
40,128,0,1
40,295,1,1
40,308,0,1
40,322,0,1
40,389,0,1
40,473,1,1
41,25,1,1
41,32,1,1
41,85,0,1
41,101,0,1
41,110,0,1
41,142,1,1
41,149,1,1
41,220,0,1
