mutation,cluster
46,2
173,2
216,2
222,2
223,2
295,2
375,2
382,2
406,2
412,2
492,2
551,2
623,2
727,2
870,2
1057,2
1154,2
1157,2
1192,2
1258,2
1363,2
1365,2
1421,2
1453,2
1539,2
1586,2
1592,2
1646,2
1676,2
1734,2
1861,2
1922,2
2147,2
2185,2
2194,2
2196,2
2220,2
2270,2
2283,2
2339,2
2340,2
2344,2
2410,2
2517,2
2526,2
2531,2
2596,2
2599,2
2787,2
2867,2
2890,2
2964,2
2987,2
3027,2
3074,2
3110,2
3123,2
3174,2
3191,2
3213,2
3233,2
3328,2
3329,2
3335,2
3361,2
3368,2
3408,2
3463,2
3548,2
3598,2
3663,2
3785,2
3807,2
3856,2
3873,2
3904,2
3956,2
3974,2
3987,2
4043,2
4060,2
4072,2
4079,2
4153,2
4190,2
4211,2
4241,2
4275,2
4276,2
4380,2
4390,2
4574,2
4577,2
4583,2
4612,2
4747,2
4794,2
4886,2
4957,2
4967,2
70,2
89,2
124,2
156,2
383,2
614,2
684,2
807,2
971,2
1027,2
1120,2
1325,2
1368,2
1398,2
1464,2
1474,2
1561,2
1624,2
1651,2
1688,2
1727,2
1752,2
1763,2
1780,2
1851,2
1926,2
1994,2
2163,2
2430,2
2440,2
2475,2
2520,2
2651,2
2747,2
2757,2
2760,2
2774,2
2796,2
2834,2
2838,2
2851,2
2992,2
3050,2
3108,2
3249,2
3354,2
3384,2
3396,2
3456,2
3488,2
3581,2
3626,2
3627,2
3670,2
3702,2
3723,2
3776,2
3895,2
3936,2
3965,2
4027,2
4029,2
4059,2
4071,2
4085,2
4239,2
4325,2
4383,2
4398,2
4405,2
4532,2
4533,2
4689,2
4745,2
4761,2
4881,2
4988,2
4999,2
41,2
176,2
281,2
282,2
350,2
369,2
493,2
504,2
804,2
1029,2
1047,2
1117,2
1231,2
1239,2
1320,2
1420,2
1444,2
1481,2
1530,2
1743,2
1853,2
1879,2
1980,2
2002,2
2184,2
2226,2
2254,2
2597,2
2645,2
2706,2
2860,2
3158,2
3263,2
3268,2
3301,2
3304,2
3358,2
3497,2
3668,2
3950,2
3996,2
4058,2
4303,2
4361,2
4431,2
4481,2
4732,2
4758,2
4788,2
4846,2
4874,2
4897,2
4974,2
4984,2
155,2
396,2
508,2
529,2
595,2
608,2
646,2
766,2
853,2
905,2
949,2
1030,2
1189,2
1206,2
1244,2
1300,2
1308,2
1317,2
1333,2
1345,2
1423,2
1574,2
1609,2
1871,2
1915,2
2124,2
2219,2
2249,2
2374,2
2427,2
2458,2
2500,2
2533,2
2537,2
2540,2
2617,2
2663,2
2790,2
2816,2
3046,2
3603,2
3788,2
3855,2
3897,2
3922,2
3997,2
4086,2
4200,2
4224,2
4260,2
4452,2
4519,2
4539,2
4553,2
4642,2
4694,2
4713,2
4817,2
4964,2
59,2
95,2
272,2
358,2
392,2
432,2
652,2
653,2
773,2
800,2
813,2
950,2
1015,2
1072,2
1103,2
1362,2
1524,2
1532,2
1537,2
1732,2
1745,2
1804,2
1806,2
1839,2
1844,2
1927,2
1998,2
2155,2
2212,2
2239,2
2571,2
2624,2
2680,2
2711,2
2719,2
2750,2
2766,2
2769,2
3028,2
3038,2
3067,2
3114,2
3202,2
3223,2
3387,2
3503,2
3527,2
3584,2
3672,2
3692,2
3750,2
3754,2
3773,2
3793,2
3852,2
3911,2
3917,2
4168,2
4208,2
4346,2
4668,2
4763,2
4818,2
4864,2
4979,2
91,2
110,2
130,2
299,2
370,2
418,2
528,2
627,2
722,2
787,2
835,2
954,2
1096,2
1119,2
1236,2
1322,2
1340,2
1350,2
1682,2
1782,2
1791,2
1824,2
2001,2
2103,2
