mutation,segment
5,0
8,0
15,0
41,0
45,0
68,0
80,0
87,0
89,0
101,0
106,0
107,0
109,0
111,0
121,0
133,0
146,0
148,0
149,0
185,0
201,0
218,0
220,0
222,0
252,0
268,0
292,0
321,0
322,0
325,0
326,0
346,0
348,0
351,0
354,0
364,0
371,0
383,0
417,0
418,0
425,0
427,0
466,0
468,0
470,0
483,0
490,0
499,0
566,0
577,0
603,0
612,0
617,0
618,0
621,0
662,0
666,0
673,0
679,0
707,0
743,0
747,0
760,0
761,0
764,0
826,0
827,0
840,0
854,0
856,0
864,0
866,0
892,0
927,0
941,0
949,0
979,0
992,0
1003,0
1009,0
1030,0
1055,0
1070,0
1075,0
1110,0
1131,0
1139,0
1143,0
1156,0
1169,0
1176,0
1191,0
1196,0
1201,0
1211,0
1213,0
1218,0
1219,0
1225,0
1228,0
1235,0
1282,0
1293,0
1302,0
1303,0
1319,0
1330,0
1358,0
1364,0
1375,0
1376,0
1387,0
1391,0
1396,0
1400,0
1407,0
1412,0
1414,0
1419,0
1472,0
1478,0
1484,0
1488,0
1502,0
1505,0
1511,0
1521,0
1529,0
1530,0
1539,0
1549,0
1592,0
1595,0
1626,0
1653,0
1657,0
1681,0
1682,0
1689,0
1705,0
1752,0
1754,0
1785,0
1793,0
1842,0
1849,0
1854,0
1861,0
1868,0
1890,0
1928,0
1930,0
1935,0
1948,0
1955,0
1979,0
1985,0
1986,0
2000,0
2001,0
2035,0
2038,0
2077,0
2080,0
2109,0
2117,0
2120,0
2121,0
2122,0
2127,0
2128,0
2166,0
2172,0
2181,0
2182,0
2193,0
2225,0
2252,0
2275,0
2297,0
2301,0
2313,0
2337,0
2359,0
2362,0
2363,0
2371,0
2376,0
2378,0
2384,0
2393,0
2397,0
2403,0
2414,0
2415,0
2416,0
2418,0
2421,0
2432,0
2435,0
2446,0
2457,0
2486,0
2487,0
2492,0
2501,0
2507,0
2513,0
2515,0
2520,0
2523,0
2548,0
2554,0
2572,0
2577,0
2578,0
2584,0
2614,0
2633,0
2641,0
2643,0
2651,0
2653,0
2664,0
2669,0
2677,0
2711,0
2739,0
2763,0
2804,0
2811,0
2845,0
2888,0
2899,0
2904,0
2917,0
2931,0
2940,0
2976,0
2979,0
2992,0
3006,0
3008,0
3013,0
3031,0
3035,0
3089,0
3103,0
3116,0
3143,0
3144,0
3159,0
3182,0
3188,0
3214,0
3226,0
3227,0
3229,0
3232,0
3254,0
3259,0
3276,0
3279,0
3290,0
3313,0
3321,0
3325,0
3343,0
3369,0
3406,0
3419,0
3420,0
3430,0
3431,0
3451,0
3458,0
3465,0
3486,0
3495,0
3504,0
3508,0
3523,0
3547,0
3551,0
3592,0
3599,0
3603,0
3621,0
3636,0
3638,0
3673,0
3677,0
3678,0
3682,0
3694,0
3699,0
3717,0
3722,0
3727,0
3754,0
3758,0
3775,0
3780,0
3830,0
3839,0
3865,0
3883,0
3904,0
3914,0
3937,0
3951,0
3976,0
4009,0
4011,0
4034,0
4040,0
4066,0
4075,0
4076,0
4129,0
4144,0
4147,0
4152,0
4181,0
4192,0
4203,0
4207,0
4213,0
4226,0
4229,0
4243,0
4244,0
4253,0
4260,0
4291,0
4295,0
4326,0
4336,0
4359,0
4365,0
4381,0
4392,0
4399,0
4423,0
4451,0
4452,0
4472,0
4474,0
4476,0
4482,0
4491,0
4530,0
4534,0
4545,0
4560,0
4608,0
4641,0
4646,0
4656,0
4670,0
4671,0
4684,0
4698,0
4730,0
4747,0
4753,0
4756,0
4765,0
4766,0
4810,0
4811,0
4813,0
4816,0
4819,0
4867,0
4869,0
4878,0
4903,0
4934,0
4954,0
4975,0
4985,0
4999,0
5011,0
5017,0
5029,0
5057,0
5064,0
5065,0
5066,0
5077,0
5079,0
5102,0
5146,0
5160,0
5180,0
5197,0
5201,0
5206,0
5244,0
5253,0
5266,0
5279,0
5288,0
5325,0
5326,0
5337,0
5353,0
5360,0
5364,0
5381,0
5421,0
5440,0
5470,0
5527,0
5540,0
5546,0
5565,0
5580,0
5584,0
5593,0
5601,0
5618,0
5624,0
5643,0
5646,0
5658,0
5684,0
5692,0
5707,0
5725,0
5728,0
5732,0
5765,0
5776,0
5797,0
5801,0
5842,0
5855,0
5868,0
5874,0
5880,0
5906,0
5919,0
5928,0
5966,0
6028,0
6033,0
6036,0
6061,0
6086,0
6105,0
6129,0
6146,0
6152,0
6163,0
6166,0
6169,0
6255,0
6260,0
6263,0
6272,0
6273,0
6288,0
6329,0
6344,0
6353,0
6354,0
6388,0
6391,0
6392,0
6405,0
6421,0
6431,0
6443,0
6447,0
6479,0
6482,0
6489,0
6497,0
6513,0
6535,0
6560,0
6614,0
6642,0
6653,0
6669,0
6670,0
6694,0
6715,0
6743,0
6749,0
6754,0
6778,0
6788,0
6824,0
6837,0
6840,0
6848,0
6849,0
6902,0
6918,0
6923,0
6925,0
6961,0
6969,0
6984,0
7031,0
7065,0
7072,0
7099,0
7122,0
7148,0
7174,0
7176,0
7183,0
7207,0
7210,0
7211,0
7238,0
7239,0
7274,0
7300,0
7312,0
7326,0
7364,0
7401,0
7403,0
7463,0
7474,0
7485,0
7487,0
7493,0
7496,0
7532,0
7535,0
7536,0
7543,0
7544,0
7547,0
7549,0
7550,0
7551,0
7570,0
7633,0
7634,0
7650,0
7670,0
7673,0
7680,0
7683,0
7695,0
7737,0
7748,0
7752,0
7773,0
7775,0
7777,0
7778,0
7780,0
7784,0
7785,0
7788,0
7792,0
7812,0
7827,0
7838,0
7866,0
7885,0
7908,0
7909,0
7912,0
7913,0
7918,0
7975,0
7978,0
8009,0
8024,0
8026,0
8034,0
8035,0
8056,0
8057,0
8075,0
8089,0
8097,0
8109,0
8114,0
8138,0
8148,0
8158,0
8159,0
8163,0
8176,0
8181,0
8183,0
8200,0
8205,0
8214,0
8217,0
8225,0
8246,0
8250,0
8254,0
8263,0
8264,0
8269,0
8314,0
8319,0
8342,0
8356,0
8370,0
8372,0
8378,0
8379,0
8408,0
8418,0
8423,0
8450,0
8457,0
8464,0
8474,0
8493,0
8496,0
8508,0
8527,0
8546,0
8591,0
8618,0
8666,0
8678,0
8727,0
8732,0
8737,0
8741,0
8753,0
8767,0
8771,0
8772,0
8775,0
8780,0
8784,0
8792,0
8793,0
8801,0
8809,0
8817,0
8839,0
8842,0
8845,0
8848,0
8855,0
8856,0
8857,0
8874,0
8878,0
8879,0
8889,0
8893,0
8896,0
8922,0
8940,0
8941,0
8948,0
8976,0
8986,0
9004,0
9013,0
9018,0
9019,0
9023,0
9030,0
9035,0
9046,0
9072,0
9113,0
9129,0
9134,0
9171,0
9179,0
9190,0
9203,0
9211,0
9217,0
9229,0
9230,0
9240,0
9243,0
9252,0
9255,0
9264,0
9289,0
9308,0
9331,0
9333,0
9345,0
9361,0
9383,0
9411,0
9414,0
9417,0
9431,0
9441,0
9463,0
9491,0
9517,0
9557,0
9563,0
9580,0
9585,0
9648,0
9655,0
9656,0
9694,0
9715,0
9726,0
9733,0
9756,0
9768,0
9772,0
9792,0
9812,0
9821,0
9825,0
9832,0
9837,0
9839,0
9846,0
9873,0
9885,0
9904,0
9908,0
9913,0
9924,0
9929,0
9936,0
9945,0
9947,0
9959,0
2,1
29,1
42,1
59,1
82,1
90,1
98,1
102,1
110,1
114,1
115,1
164,1
178,1
182,1
184,1
187,1
202,1
232,1
239,1
249,1
251,1
300,1
305,1
309,1
338,1
366,1
412,1
419,1
492,1
505,1
508,1
559,1
582,1
593,1
609,1
622,1
624,1
632,1
650,1
659,1
663,1
687,1
698,1
699,1
717,1
737,1
745,1
757,1
783,1
792,1
808,1
809,1
821,1
838,1
853,1
861,1
868,1
871,1
873,1
878,1
883,1
897,1
899,1
907,1
910,1
940,1
965,1
983,1
996,1
1004,1
1023,1
1035,1
1045,1
1084,1
1096,1
1098,1
1112,1
1116,1
1124,1
1133,1
