mutation,cluster
211,3
284,3
573,3
598,3
836,3
885,3
957,3
963,3
977,3
1001,3
1163,3
1214,3
1245,3
1277,3
1330,3
1452,3
1507,3
1561,3
1821,3
1917,3
1966,3
2049,3
2113,3
2186,3
2221,3
2316,3
2397,3
2543,3
2592,3
2604,3
2624,3
2650,3
2694,3
2848,3
2940,3
2966,3
3089,3
3199,3
3214,3
3225,3
3309,3
3347,3
3418,3
3461,3
3563,3
3791,3
3799,3
3827,3
3978,3
4010,3
4133,3
4146,3
4185,3
4195,3
4358,3
4376,3
4378,3
4405,3
4548,3
4575,3
4739,3
4845,3
4944,3
76,3
118,3
130,3
374,3
743,3
754,3
755,3
938,3
1038,3
1149,3
1184,3
1344,3
1438,3
1464,3
1532,3
1557,3
1559,3
1730,3
1738,3
1982,3
2055,3
2235,3
2242,3
2288,3
2513,3
2580,3
2641,3
2719,3
2781,3
2855,3
2956,3
2972,3
2999,3
3231,3
3284,3
3389,3
3409,3
3486,3
3546,3
3638,3
3736,3
3751,3
3756,3
3998,3
4003,3
4060,3
4117,3
4207,3
4283,3
4441,3
4574,3
4714,3
4735,3
4763,3
98,3
865,3
946,3
998,3
1072,3
1101,3
1156,3
1501,3
1874,3
1958,3
1979,3
2062,3
2138,3
2368,3
2417,3
2441,3
2465,3
2726,3
2799,3
2928,3
3050,3
3119,3
3130,3
3142,3
3327,3
3544,3
3569,3
3640,3
3666,3
3781,3
4109,3
4325,3
4509,3
4779,3
4803,3
4837,3
4993,3
75,3
153,3
156,3
326,3
595,3
767,3
779,3
844,3
861,3
914,3
1011,3
1289,3
1305,3
1313,3
1426,3
1650,3
1933,3
2237,3
2255,3
2582,3
2683,3
2724,3
2857,3
2970,3
3162,3
3365,3
3381,3
3404,3
3453,3
3590,3
3707,3
3926,3
4071,3
4098,3
4163,3
4254,3
4451,3
4462,3
4639,3
4713,3
4776,3
4891,3
4916,3
80,3
198,3
305,3
317,3
327,3
365,3
448,3
626,3
698,3
855,3
908,3
1278,3
1420,3
1538,3
1564,3
1723,3
1787,3
1797,3
1804,3
1858,3
1913,3
2022,3
2133,3
2148,3
2355,3
2501,3
2525,3
2835,3
2869,3
2923,3
3136,3
3356,3
3458,3
3513,3
3528,3
3783,3
3785,3
3821,3
3974,3
4382,3
4395,3
4460,3
4594,3
197,3
229,3
308,3
395,3
396,3
568,3
588,3
905,3
1125,3
1153,3
1221,3
1566,3
1585,3
1808,3
1908,3
2124,3
2165,3
2309,3
2339,3
2349,3
2400,3
2589,3
2668,3
2700,3
2965,3
2998,3
3431,3
3829,3
4090,3
4252,3
4303,3
4321,3
4401,3
4627,3
4645,3
4759,3
4975,3
161,3
220,3
249,3
252,3
418,3
465,3
515,3
759,3
800,3
860,3
899,3
1154,3
1275,3
1324,3
1379,3
1530,3
1623,3
1642,3
1735,3
1965,3
2183,3
2269,3
2418,3
2477,3
2495,3
2499,3
2671,3
2934,3
3020,3
3153,3
3345,3
3371,3
3411,3
3505,3
3530,3
3630,3
3892,3
3964,3
4008,3
4042,3
4314,3
4725,3
47,3
126,3
172,3
625,3
780,3
876,3
912,3
942,3
1264,3
1578,3
1793,3
1851,3
2033,3
2083,3
2372,3
2565,3
2667,3
2903,3
2936,3
3095,3
3129,3
3132,3
3601,3
3819,3
4122,3
4239,3
4397,3
4458,3
4475,3
4506,3
4560,3
4754,3
243,3
337,3
349,3
496,3
548,3
706,3
823,3
1323,3
1454,3
1531,3
1720,3
1842,3
1926,3
2127,3
2167,3
2291,3
2431,3
2481,3
2636,3
2638,3
2751,3
3017,3
3632,3
3716,3
3796,3
3868,3
4077,3
4214,3
4257,3
4379,3
4390,3
4535,3
4606,3
4720,3
4782,3
4911,3
14,3
56,3
59,3
124,3
149,3
169,3
175,3
309,3
354,3
607,3
611,3
735,3
959,3
983,3
1037,3
1067,3
1232,3
1299,3
1400,3
1500,3
1816,3
1855,3
2088,3
2099,3
2125,3
2151,3
2178,3
2244,3
2268,3
2303,3
2360,3
2462,3
2557,3
2601,3
2665,3
2745,3
2847,3
2900,3
2989,3
3069,3
3114,3
3189,3
3295,3
3350,3
3424,3
3442,3
3562,3
3735,3
3774,3
3869,3
3896,3
3954,3
4281,3
4285,3
4348,3
4516,3
4605,3
4870,3
4884,3
4945,3
4989,3
366,3
455,3
507,3
723,3
979,3
1039,3
1115,3
1150,3
1327,3
1376,3
2194,3
2270,3
2536,3
2573,3
2854,3
2939,3
3118,3
3167,3
3410,3
3498,3
3581,3
3610,3
3656,3
3970,3
4103,3
4403,3
4701,3
4711,3
4748,3
4886,3
4912,3
4977,3
34,3
88,3
241,3
372,3
397,3
464,3
620,3
643,3
649,3
709,3
744,3
789,3
904,3
922,3
944,3
978,3
1083,3
1094,3
1126,3
1212,3
1236,3
1266,3
1271,3
1382,3
1428,3
1441,3
1471,3
1492,3
1569,3
1580,3
1656,3
1661,3
1674,3
1731,3
1823,3
1995,3
2024,3
2066,3
2101,3
2131,3
2184,3
2224,3
2319,3
2377,3
2463,3
2569,3
2615,3
2632,3
2787,3
2935,3
3045,3
3056,3
3098,3
3186,3
3202,3
3226,3
3256,3
3258,3
3277,3
3287,3
3336,3
3390,3
3539,3
3608,3
3753,3
3907,3
3939,3
3989,3
3996,3
4024,3
4054,3
4096,3
4198,3
4201,3
4251,3
4408,3
4410,3
4414,3
4416,3
4495,3
4525,3
4685,3
4768,3
4819,3
4908,3
102,3
114,3
133,3
239,3
271,3
435,3
737,3
947,3
1185,3
1282,3
1341,3
1348,3
1496,3
1539,3
1597,3
1601,3
1647,3
1657,3
1744,3
1749,3
1815,3
1817,3
1872,3
1987,3
2069,3
2132,3
2150,3
2289,3
2366,3
2795,3
2833,3
2889,3
3028,3
3080,3
3135,3
3178,3
3190,3
3275,3
3337,3
3397,3
3663,3
3903,3
3981,3
4310,3
4394,3
4413,3
4432,3
4536,3
4757,3
4787,3
4943,3
4959,3
4992,3
26,3
277,3
376,3
466,3
812,3
832,3
834,3
859,3
926,3
1013,3
1118,3
1143,3
1171,3
1229,3
1251,3
1447,3
1751,3
2061,3
2162,3
2281,3
2388,3
2697,3
2740,3
2771,3
2775,3
2922,3
3264,3
3543,3
3740,3
3968,3
3986,3
4112,3
4131,3
4145,3
4621,3
4678,3
4822,3
4873,3
11,3
242,3
261,3
439,3
447,3
537,3
581,3
734,3
742,3
933,3
943,3
1298,3
1410,3
1534,3
1802,3
1950,3
1974,3
1976,3
1990,3
2044,3
2046,3
2095,3
2170,3
2258,3
2294,3
2371,3
2383,3
2411,3
2640,3
2714,3
2748,3
2915,3
3005,3
3054,3
3177,3
3234,3
3247,3
3450,3
3482,3
3535,3
3771,3
4080,3
4171,3
4386,3
4551,3
4675,3
4788,3
4791,3
4797,3
28,6
222,6
228,6
259,6
392,6
419,6
725,6
831,6
897,6
1085,6
1261,6
1390,6
1408,6
1483,6
1614,6
1782,6
1833,6
1836,6
1918,6
1961,6
1983,6
2032,6
2052,6
2282,6
2326,6
2382,6
2452,6
2546,6
2575,6
2613,6
2703,6
2710,6
2878,6
3203,6
3279,6
3340,6
3385,6
3421,6
3456,6
3478,6
3538,6
3807,6
3855,6
3893,6
3948,6
3971,6
4029,6
4238,6
4276,6
4450,6
4457,6
4464,6
4477,6
4501,6
4646,6
4660,6
4695,6
4717,6
4770,6
4804,6
4811,6
4858,6
4924,6
72,6
81,6
200,6
232,6
479,6
498,6
651,6
850,6
1049,6
1310,6
1456,6
1568,6
1707,6
1713,6
1739,6
