mutation,cluster
53,3
103,3
175,3
206,3
218,3
242,3
245,3
310,3
332,3
361,3
390,3
391,3
404,3
427,3
571,3
616,3
635,3
709,3
787,3
827,3
830,3
853,3
1031,3
1047,3
1262,3
1386,3
1489,3
1552,3
1557,3
1616,3
1664,3
1701,3
1708,3
1738,3
1802,3
1828,3
1939,3
2071,3
2091,3
2093,3
2095,3
2119,3
2172,3
2176,3
2181,3
2282,3
2292,3
2327,3
2334,3
2337,3
2346,3
2378,3
2387,3
2449,3
2,3
7,3
130,3
159,3
210,3
253,3
254,3
260,3
280,3
298,3
317,3
318,3
336,3
347,3
410,3
462,3
565,3
631,3
647,3
662,3
744,3
752,3
777,3
803,3
848,3
923,3
995,3
1020,3
1024,3
1147,3
1152,3
1172,3
1177,3
1192,3
1225,3
1242,3
1287,3
1322,3
1368,3
1423,3
1487,3
1512,3
1591,3
1603,3
1630,3
1659,3
1662,3
1673,3
1689,3
1734,3
1820,3
1887,3
1941,3
1952,3
1980,3
2007,3
2049,3
2068,3
2096,3
2108,3
2141,3
2170,3
2217,3
2242,3
2252,3
2258,3
2266,3
2294,3
2300,3
2324,3
2344,3
2372,3
2422,3
2468,3
18,3
40,3
97,3
181,3
205,3
212,3
226,3
241,3
323,3
354,3
365,3
370,3
402,3
505,3
531,3
559,3
611,3
627,3
646,3
653,3
659,3
684,3
691,3
715,3
751,3
770,3
836,3
907,3
986,3
992,3
997,3
1096,3
1127,3
1162,3
1190,3
1207,3
1292,3
1482,3
1543,3
1562,3
1582,3
1647,3
1786,3
1801,3
1809,3
1853,3
1897,3
1967,3
1974,3
1991,3
2032,3
2036,3
2046,3
2136,3
2144,3
2285,3
2297,3
2321,3
2342,3
2376,3
2444,3
2448,3
2455,3
1,3
57,3
183,3
229,3
231,3
307,3
362,3
386,3
408,3
449,3
478,3
485,3
495,3
537,3
555,3
562,3
566,3
573,3
663,3
666,3
804,3
808,3
832,3
852,3
861,3
867,3
921,3
928,3
946,3
955,3
1035,3
1111,3
1138,3
1176,3
1178,3
1181,3
1189,3
1218,3
1226,3
1335,3
1351,3
1372,3
1394,3
1417,3
1425,3
1451,3
1458,3
1537,3
1571,3
1574,3
1590,3
1648,3
1678,3
1709,3
1770,3
1772,3
1803,3
1861,3
1931,3
1947,3
1950,3
2080,3
2115,3
2148,3
2151,3
2178,3
2186,3
2197,3
2231,3
2273,3
2278,3
2309,3
2348,3
2369,3
2395,3
2417,3
2461,3
14,3
17,3
85,3
157,3
182,3
230,3
238,3
265,3
270,3
297,3
340,3
368,3
389,3
400,3
466,3
470,3
488,3
493,3
601,3
617,3
670,3
685,3
706,3
722,3
750,3
788,3
790,3
888,3
906,3
912,3
916,3
991,3
996,3
1053,3
1064,3
1065,3
1088,3
1112,3
1119,3
1121,3
1132,3
1136,3
1139,3
1146,3
1168,3
1187,3
1198,3
1203,3
1213,3
1281,3
1289,3
1328,3
1352,3
1361,3
1377,3
1424,3
1430,3
1447,3
1471,3
1485,3
1497,3
1531,3
1554,3
1597,3
1661,3
1694,3
1703,3
1736,3
1739,3
1743,3
1759,3
1794,3
1813,3
1824,3
1827,3
1829,3
1839,3
1875,3
1884,3
1894,3
1937,3
1938,3
1977,3
1999,3
2087,3
2129,3
2131,3
2169,3
2198,3
2237,3
2250,3
2304,3
2316,3
2326,3
2351,3
2370,3
2377,3
2382,3
2418,3
2454,3
2478,3
2490,3
2496,3
64,3
102,3
110,3
119,3
174,3
286,3
287,3
409,3
459,3
473,3
526,3
613,3
625,3
642,3
702,3
710,3
736,3
742,3
763,3
764,3
782,3
793,3
872,3
908,3
966,3
1006,3
1045,3
1052,3
1059,3
1066,3
1073,3
1134,3
1211,3
1248,3
1304,3
1307,3
1369,3
1391,3
1457,3
1476,3
1488,3
1509,3
1511,3
1533,3
1594,3
1692,3
1713,3
1819,3
1826,3
1848,3
1870,3
1891,3
2028,3
2041,3
2048,3
2054,3
2069,3
2085,3
2089,3
2120,3
2157,3
2165,3
2171,3
2180,3
2187,3
2215,3
2274,3
2284,3
2368,3
2415,3
2425,3
2442,3
21,3
72,3
93,3
100,3
104,3
108,3
151,3
194,3
264,3
392,3
453,3
486,3
590,3
600,3
603,3
652,3
671,3
760,3
877,3
883,3
985,3
1012,3
1023,3
1063,3
1077,3
1079,3
1093,3
1108,3
1166,3
1171,3
1249,3
1280,3
1311,3
1340,3
1343,3
1432,3
1585,3
1693,3
1730,3
1755,3
1790,3
1799,3
1831,3
1845,3
1914,3
1935,3
1953,3
1960,3
1975,3
1992,3
2002,3
2034,3
2056,3
2293,3
2298,3
2301,3
2356,3
2429,3
65,3
79,3
83,3
94,3
118,3
123,3
172,3
228,3
255,3
273,3
278,3
380,3
385,3
398,3
416,3
422,3
426,3
429,3
515,3
578,3
584,3
650,3
681,3
772,3
826,3
843,3
855,3
905,3
926,3
990,3
1004,3
1005,3
1013,3
1016,3
1032,3
1095,3
1102,3
1204,3
1310,3
1313,3
1314,3
1320,3
1341,3
1399,3
1421,3
1434,3
1479,3
1516,3
1558,3
1581,3
1637,3
1674,3
1717,3
1723,3
1785,3
1847,3
1902,3
2006,3
2094,3
2116,3
2127,3
2167,3
2195,3
2205,3
2248,3
2254,3
2310,3
2314,3
2355,3
2472,3
19,3
162,3
198,3
316,3
348,3
358,3
498,3
506,3
543,3
572,3
580,3
591,3
605,3
658,3
690,3
810,3
840,3
846,3
885,3
889,3
919,3
988,3
1003,3
1033,3
1070,3
1113,3
1158,3
1161,3
1186,3
1199,3
1209,3
1378,3
1379,3
1380,3
1401,3
1406,3
1496,3
1604,3
1619,3
1699,3
1722,3
1746,3
1854,3
1864,3
1898,3
1901,3
1949,3
2017,3
2059,3
2189,3
2196,3
2201,3
2253,3
2340,3
2367,3
2379,3
2398,3
10,3
113,3
121,3
153,3
164,3
167,3
180,3
257,3
276,3
301,3
344,3
423,3
465,3
567,3
588,3
594,3
707,3
720,3
781,3
794,3
816,3
818,3
835,3
897,3
922,3
950,3
1042,3
1049,3
1110,3
1160,3
1257,3
1270,3
1279,3
1344,3
1393,3
1414,3
1429,3
1453,3
1483,3
1504,3
1510,3
1538,3
1549,3
1658,3
1676,3
1729,3
1752,3
1766,3
1812,3
1868,3
1912,3
1959,3
1982,3
1983,3
2053,3
2067,3
2104,3
2109,3
2238,3
2241,3
2307,3
2311,3
2322,3
2325,3
2329,3
2331,3
2386,3
2397,3
2405,3
2410,3
2413,3
2436,3
2469,3
2482,3
32,3
90,3
163,3
381,3
452,3
481,3
497,3
574,3
689,3
719,3
739,3
755,3
756,3
758,3
780,3
784,3
806,3
823,3
871,3
878,3
882,3
945,3
1202,3
1300,3
1318,3
1354,3
1383,3
1493,3
1523,3
1595,3
1605,3
1623,3
1679,3
1684,3
1698,3
1715,3
1727,3
1745,3
1754,3
1871,3
1921,3
1942,3
1956,3
2004,3
2079,3
2209,3
2212,3
2295,3
2343,3
2359,3
2362,3
2470,3
2497,3
0,3
11,3
38,3
99,3
143,3
145,3
201,3
244,3
433,3
446,3
557,3
632,3
734,3
776,3
785,3
813,3
819,3
935,3
1038,3
1135,3
1253,3
1256,3
1317,3
1345,3
1364,3
1367,3
1419,3
1431,3
1470,3
1569,3
1580,3
1638,3
1644,3
1654,3
1761,3
1767,3
1782,3
1784,3
1810,3
1840,3
1841,3
1934,3
1940,3
1954,3
2016,3
2200,3
2243,3
2255,3
2306,3
2341,3
2364,3
2373,3
2412,3
2434,3
2451,3
2480,3
27,3
71,3
147,3
268,3
291,3
315,3
355,3
475,3
477,3
518,3
523,3
579,3
615,3
656,3
673,3
687,3
694,3
697,3
754,3
851,3
854,3
881,3
904,3
917,3
967,3
1028,3
1069,3
1094,3
1239,3
1456,3
1472,3
1501,3
1526,3
1622,3
1629,3
1677,3
1680,3
1728,3
1830,3
1836,3
1860,3
1862,3
1882,3
1900,3
1916,3
1922,3
1932,3
2123,3
2211,3
2232,3
2233,3
2394,3
2474,3
2493,3
3,3
28,3
49,3
68,3
77,3
131,3
195,3
236,3
331,3
405,3
407,3
501,3
508,3
520,3
530,3
644,3
660,3
678,3
695,3
698,3
740,3
862,3
911,3
931,3
956,3
974,3
998,3
1027,3
1107,3
1116,3
1212,3
1260,3
1273,3
1407,3
1433,3
1448,3
1461,3
1508,3
1517,3
1535,3
1545,3
1563,3
1566,3
1578,3
1611,3
1641,3
1643,3
1649,3
1655,3
1656,3
1663,3
1675,3
1686,3
1737,3
1792,3
1849,3
1867,3
1928,3
1958,3
1981,3
1993,3
2145,3
2149,3
2156,3
2216,3
2221,3
2223,3
2302,3
2391,3
2476,3
2485,3
36,3
43,3
73,3
80,3
