mutation,cluster
53,3
103,3
175,3
242,3
332,3
391,3
635,3
1047,3
1386,3
1616,3
1738,3
1828,3
1939,3
2091,3
2095,3
2172,3
2181,3
2282,3
2449,3
2532,3
2679,3
2734,3
2767,3
2925,3
3111,3
3123,3
3384,3
3418,3
3477,3
3500,3
3541,3
3719,3
3761,3
3896,3
4204,3
4438,3
4964,3
2,3
130,3
210,3
253,3
254,3
260,3
280,3
347,3
410,3
462,3
647,3
744,3
752,3
777,3
923,3
995,3
1020,3
1172,3
1177,3
1225,3
1322,3
1512,3
1603,3
1630,3
1673,3
1734,3
1941,3
1952,3
2141,3
2217,3
2242,3
2252,3
2258,3
2266,3
2294,3
2324,3
2344,3
2643,3
2790,3
2804,3
2822,3
3099,3
3351,3
3355,3
3373,3
3402,3
3582,3
3623,3
3649,3
3653,3
3670,3
3689,3
3834,3
3847,3
3986,3
3999,3
4079,3
4117,3
4180,3
4229,3
4314,3
4419,3
4421,3
4446,3
4583,3
4720,3
4724,3
4732,3
4800,3
4892,3
4903,3
4908,3
4951,3
40,3
97,3
205,3
241,3
354,3
627,3
653,3
691,3
836,3
907,3
992,3
997,3
1096,3
1162,3
1190,3
1482,3
1562,3
1801,3
1974,3
1991,3
2036,3
2144,3
2285,3
2297,3
2617,3
2633,3
2720,3
2785,3
2903,3
2961,3
2976,3
2995,3
3280,3
3289,3
3332,3
3339,3
3371,3
3431,3
3472,3
3510,3
3550,3
3753,3
3843,3
3909,3
3921,3
4014,3
4028,3
4050,3
4078,3
4183,3
4203,3
4208,3
4242,3
4309,3
4351,3
4399,3
4411,3
4496,3
4708,3
4772,3
4991,3
1,3
57,3
183,3
229,3
307,3
362,3
386,3
408,3
478,3
495,3
537,3
808,3
832,3
852,3
861,3
867,3
928,3
955,3
1035,3
1176,3
1178,3
1226,3
1417,3
1425,3
1537,3
1803,3
1950,3
2080,3
2115,3
2369,3
2395,3
2509,3
2588,3
2757,3
2766,3
2835,3
2869,3
2939,3
3031,3
3081,3
3191,3
3232,3
3254,3
3256,3
3480,3
3542,3
3979,3
4010,3
4089,3
4283,3
4416,3
4477,3
4495,3
4617,3
4683,3
4751,3
4876,3
4985,3
14,3
85,3
157,3
182,3
238,3
389,3
400,3
466,3
601,3
617,3
670,3
685,3
750,3
790,3
1065,3
1088,3
1136,3
1187,3
1198,3
1203,3
1361,3
1377,3
1424,3
1430,3
1485,3
1661,3
1703,3
1743,3
1759,3
1794,3
1977,3
2198,3
2351,3
2370,3
2377,3
2418,3
2454,3
2478,3
2496,3
2724,3
2762,3
2768,3
2827,3
2975,3
2987,3
3066,3
3083,3
3365,3
3400,3
3412,3
3456,3
3462,3
3513,3
3518,3
3560,3
3585,3
3615,3
3668,3
3684,3
3758,3
3768,3
3774,3
3813,3
3823,3
3863,3
3873,3
3964,3
4029,3
4073,3
4228,3
4321,3
4470,3
4536,3
4541,3
4554,3
4569,3
4672,3
4689,3
4703,3
4710,3
4729,3
4766,3
4859,3
4980,3
102,3
286,3
287,3
409,3
613,3
710,3
782,3
793,3
872,3
1006,3
1045,3
1059,3
1066,3
1073,3
1134,3
1457,3
1476,3
1488,3
1509,3
1594,3
1848,3
2028,3
2048,3
2054,3
2069,3
2089,3
2157,3
2165,3
2187,3
2215,3
2274,3
2368,3
2425,3
2563,3
2641,3
2649,3
2674,3
2771,3
2831,3
2902,3
2940,3
3055,3
3138,3
3177,3
3250,3
3298,3
3301,3
3314,3
3322,3
3372,3
3460,3
3527,3
3680,3
3682,3
4003,3
4075,3
4096,3
4150,3
4167,3
4482,3
4624,3
4651,3
4763,3
4799,3
93,3
100,3
194,3
264,3
453,3
486,3
877,3
1023,3
1063,3
1079,3
1093,3
1249,3
1343,3
1693,3
1755,3
1799,3
1953,3
1975,3
2034,3
2056,3
2293,3
2301,3
2429,3
2553,3
2631,3
2636,3
2639,3
2647,3
2802,3
2825,3
2883,3
2956,3
3097,3
3100,3
3174,3
3186,3
3333,3
3358,3
3476,3
3483,3
3543,3
3563,3
3574,3
3743,3
3745,3
3756,3
4376,3
4379,3
4459,3
4525,3
4547,3
4737,3
79,3
94,3
123,3
172,3
278,3
380,3
398,3
422,3
826,3
855,3
1032,3
1204,3
1313,3
1320,3
1341,3
1399,3
1421,3
1558,3
1581,3
1637,3
1785,3
2116,3
2195,3
2248,3
2314,3
2472,3
2759,3
2760,3
2935,3
2953,3
3029,3
3079,3
3286,3
3516,3
3762,3
3871,3
3878,3
3895,3
3914,3
3928,3
3958,3
4131,3
4345,3
4417,3
4463,3
4776,3
19,3
358,3
498,3
543,3
572,3
580,3
591,3
605,3
658,3
810,3
840,3
885,3
889,3
919,3
988,3
1003,3
1033,3
1186,3
1496,3
1619,3
1699,3
1746,3
1864,3
2017,3
2340,3
2946,3
3064,3
3171,3
3490,3
3579,3
3612,3
3819,3
3830,3
3865,3
3939,3
3971,3
4135,3
4141,3
4156,3
4220,3
4402,3
4510,3
4515,3
4855,3
4875,3
4932,3
113,3
167,3
344,3
588,3
594,3
781,3
794,3
816,3
818,3
835,3
1042,3
1110,3
1160,3
1257,3
1279,3
1414,3
1429,3
1549,3
1729,3
1868,3
1983,3
2053,3
2109,3
2241,3
2307,3
2311,3
2325,3
2331,3
2436,3
2469,3
2596,3
2612,3
2663,3
2765,3
2872,3
2929,3
2993,3
3052,3
3161,3
3180,3
3218,3
3448,3
3534,3
3908,3
3923,3
3927,3
3952,3
3994,3
4002,3
4056,3
4105,3
4311,3
4512,3
4523,3
4638,3
4725,3
4739,3
4779,3
4789,3
90,3
163,3
452,3
481,3
574,3
719,3
739,3
756,3
758,3
871,3
882,3
1202,3
1318,3
1523,3
1595,3
1605,3
1684,3
1698,3
1745,3
1754,3
1942,3
1956,3
2209,3
2295,3
2359,3
2470,3
2497,3
2567,3
2763,3
2778,3
2855,3
2899,3
3102,3
3231,3
3304,3
3767,3
3810,3
3858,3
3859,3
3949,3
4133,3
4434,3
4714,3
4743,3
4794,3
4847,3
4854,3
145,3
201,3
446,3
813,3
819,3
1135,3
1253,3
1317,3
1419,3
1431,3
1470,3
1580,3
1638,3
1782,3
1840,3
1940,3
2243,3
2364,3
2373,3
2412,3
2580,3
2584,3
2747,3
2826,3
2892,3
3023,3
3084,3
3098,3
3162,3
3228,3
3238,3
3242,3
3277,3
3391,3
3635,3
3675,3
3821,3
4169,3
4313,3
4664,3
4731,3
4872,3
4959,3
147,3
268,3
355,3
477,3
615,3
656,3
673,3
851,3
854,3
881,3
904,3
1028,3
1069,3
1456,3
1472,3
1501,3
1622,3
1836,3
1862,3
1916,3
1922,3
1932,3
2211,3
2233,3
2394,3
2493,3
2741,3
2770,3
2954,3
3082,3
3143,3
3193,3
3261,3
3508,3
3526,3
3637,3
3686,3
3760,3
3862,3
3911,3
4145,3
4196,3
4232,3
4239,3
4405,3
4475,3
4685,3
4952,3
68,3
195,3
405,3
407,3
501,3
644,3
660,3
740,3
862,3
956,3
998,3
1107,3
1116,3
1212,3
1407,3
1433,3
1545,3
1566,3
1611,3
1641,3
1649,3
1656,3
1792,3
1928,3
1993,3
2216,3
2221,3
2485,3
2746,3
2777,3
3130,3
3148,3
3241,3
3292,3
3307,3
3496,3
3752,3
3970,3
3988,3
4102,3
4246,3
4267,3
4375,3
4400,3
4427,3
4432,3
4634,3
4733,3
4814,3
4895,3
4937,3
36,3
43,3
134,3
169,3
399,3
474,3
480,3
661,3
728,3
799,3
1129,3
1149,3
1233,3
1355,3
1381,3
1495,3
1707,3
1763,3
1779,3
2214,3
2546,3
2552,3
2773,3
2851,3
2885,3
3072,3
3230,3
3236,3
3701,3
3747,3
3947,3
4125,3
4248,3
4297,3
4360,3
4481,3
4506,3
4605,3
4760,3
4783,3
4900,3
4962,3
4963,3
412,4
873,4
933,4
1536,4
1744,4
1796,4
1946,4
2456,4
2473,4
2691,4
2881,4
2958,4
3159,4
3359,4
3573,4
3581,4
3619,4
3799,4
4092,4
4748,4
4750,4
4950,4
61,4
150,4
154,4
203,4
328,4
797,4
1167,4
1241,4
1390,4
1474,4
1816,4
2184,4
2424,4
2716,4
2725,4
2853,4
2908,4
3076,4
3485,4
3532,4
3648,4
4190,4
4215,4
74,4
126,4
322,4
456,4
942,4
1299,4
1445,4
1522,4
1751,4
2099,4
2112,4
2483,4
2514,4
3440,4
3976,4
4076,4
4563,4
4659,4
4896,4
4969,4
45,4
269,4
413,4
915,4
1195,4
1235,4
1362,4
1405,4
1529,4
2065,4
2081,4
2152,4
3050,4
3465,4
3666,4
3724,4
4171,4
4526,4
4667,4
4673,4
4837,4
146,4
415,4
454,4
1001,4
1029,4
1272,4
1331,4
