mutation,cluster
211,4
284,4
573,4
598,4
836,4
885,4
957,4
963,4
977,4
1001,4
1163,4
1214,4
1245,4
1277,4
1330,4
1452,4
1507,4
1561,4
1821,4
1917,4
1966,4
2049,4
2113,4
2186,4
2221,4
2316,4
2397,4
2543,4
2592,4
2604,4
2624,4
2650,4
2694,4
2848,4
2940,4
2966,4
3089,4
3199,4
3214,4
3225,4
3309,4
3347,4
3418,4
3461,4
3563,4
3791,4
3799,4
3827,4
3978,4
4010,4
4133,4
4146,4
4185,4
4195,4
4358,4
4376,4
4378,4
4405,4
4548,4
4575,4
4739,4
4845,4
4944,4
5454,4
5509,4
5582,4
5601,4
5727,4
5841,4
5941,4
6037,4
6304,4
6376,4
6488,4
6614,4
6796,4
6809,4
6820,4
6862,4
7166,4
7176,4
7361,4
7417,4
7504,4
7601,4
7619,4
7625,4
7718,4
7786,4
7945,4
8036,4
8155,4
8220,4
8228,4
8492,4
8588,4
8814,4
8980,4
9023,4
9040,4
9042,4
9108,4
9148,4
9149,4
9331,4
9356,4
9502,4
9578,4
9621,4
9671,4
9699,4
9850,4
9997,4
76,4
118,4
130,4
374,4
743,4
754,4
755,4
938,4
1038,4
1149,4
1184,4
1344,4
1438,4
1464,4
1532,4
1557,4
1559,4
1730,4
1738,4
1982,4
2055,4
2235,4
2242,4
2288,4
2513,4
2580,4
2641,4
2719,4
2781,4
2855,4
2956,4
2972,4
2999,4
3231,4
3284,4
3389,4
3409,4
3486,4
3546,4
3638,4
3736,4
3751,4
3756,4
3998,4
4003,4
4060,4
4117,4
4207,4
4283,4
4441,4
4574,4
4714,4
4735,4
4763,4
5267,4
5463,4
5639,4
5790,4
5832,4
6013,4
6097,4
6130,4
6235,4
6259,4
6287,4
6364,4
6410,4
6698,4
6743,4
6771,4
6876,4
6897,4
6959,4
6971,4
6996,4
7104,4
7127,4
7187,4
7692,4
7836,4
7869,4
7946,4
7951,4
7983,4
8056,4
8094,4
8284,4
8541,4
8692,4
8809,4
8820,4
8982,4
9022,4
9416,4
9433,4
9551,4
9558,4
9675,4
9916,4
98,4
865,4
946,4
998,4
1072,4
1101,4
1156,4
1501,4
1874,4
1958,4
1979,4
2062,4
2138,4
2368,4
2417,4
2441,4
2465,4
2726,4
2799,4
2928,4
3050,4
3119,4
3130,4
3142,4
3327,4
3544,4
3569,4
3640,4
3666,4
3781,4
4109,4
4325,4
4509,4
4779,4
4803,4
4837,4
4993,4
5060,4
5262,4
5290,4
5443,4
5619,4
5933,4
6113,4
6206,4
6317,4
6399,4
6585,4
6721,4
6724,4
7598,4
7812,4
7828,4
7833,4
7879,4
7943,4
8030,4
8238,4
8876,4
9078,4
9094,4
9098,4
9303,4
9542,4
9548,4
9674,4
9716,4
9805,4
9965,4
