mutation,cluster
106,3
118,3
210,3
277,3
368,3
878,3
918,3
1152,3
1215,3
1217,3
1223,3
1470,3
1484,3
1563,3
1934,3
1997,3
2055,3
2224,3
2229,3
2233,3
2358,3
2408,3
5,3
23,3
86,3
110,3
198,3
483,3
826,3
845,3
954,3
973,3
1010,3
1041,3
1114,3
1169,3
1273,3
1276,3
1289,3
1353,3
1365,3
1436,3
1457,3
1559,3
1649,3
1681,3
1702,3
1735,3
1785,3
1830,3
1843,3
1949,3
2088,3
2113,3
2116,3
2131,3
2167,3
2218,3
2246,3
2364,3
2472,3
0,3
411,3
416,3
459,3
620,3
882,3
888,3
1030,3
1153,3
1324,3
1329,3
1350,3
1613,3
2199,3
2284,3
2321,3
2336,3
186,3
243,3
433,3
498,3
532,3
592,3
804,3
906,3
992,3
1171,3
1312,3
1395,3
1672,3
1739,3
1807,3
1881,3
1886,3
1951,3
2118,3
2328,3
150,3
206,3
285,3
293,3
405,3
450,3
529,3
589,3
755,3
950,3
967,3
979,3
1009,3
1054,3
1074,3
1092,3
1160,3
1251,3
1296,3
1297,3
1311,3
1337,3
1352,3
1360,3
1427,3
1443,3
1467,3
1682,3
1929,3
1981,3
1982,3
2038,3
2090,3
2098,3
2208,3
2210,3
2255,3
2323,3
2379,3
2443,3
2452,3
170,3
244,3
248,3
378,3
639,3
645,3
710,3
727,3
761,3
875,3
1015,3
1379,3
1403,3
1441,3
1541,3
1668,3
1780,3
1803,3
2003,3
2018,3
2062,3
2209,3
2287,3
2491,3
1,3
32,3
63,3
261,3
319,3
359,3
435,3
439,3
517,3
668,3
731,3
759,3
821,3
935,3
1063,3
1194,3
1254,3
1418,3
1465,3
1565,3
1607,3
1793,3
1857,3
1926,3
2030,3
2111,3
2177,3
2438,3
39,3
79,3
131,3
447,3
491,3
566,3
1081,3
1127,3
1286,3
1325,3
1472,3
1721,3
1736,3
1758,3
1919,3
2020,3
2046,3
2340,3
180,3
295,3
385,3
398,3
417,3
441,3
523,3
572,3
623,3
697,3
706,3
728,3
785,3
930,3
1027,3
1044,3
1343,3
1364,3
1400,3
1471,3
1592,3
1625,3
1657,3
1801,3
1810,3
1910,3
2175,3
2221,3
2227,3
2375,3
2384,3
2429,3
83,3
90,3
298,3
327,3
362,3
508,3
905,3
1017,3
1026,3
1156,3
1201,3
1244,3
1270,3
1454,3
1521,3
1676,3
1720,3
1723,3
1802,3
1861,3
2025,3
2086,3
2280,3
2283,3
120,3
214,3
281,3
338,3
348,3
421,3
629,3
647,3
660,3
675,3
1372,3
1631,3
1733,3
1850,3
2262,3
197,3
371,3
473,3
562,3
933,3
1166,3
1260,3
1267,3
1284,3
1322,3
1399,3
1742,3
2054,3
2155,3
263,3
334,3
342,3
393,3
541,3
573,3
612,3
695,3
698,3
722,3
803,3
932,3
1056,3
1068,3
1087,3
1148,3
1172,3
1253,3
1432,3
1451,3
1512,3
1560,3
1708,3
1727,3
1853,3
1986,3
2006,3
2047,3
2078,3
2186,3
2236,3
2331,3
2349,3
2356,3
2385,3
2406,3
2445,3
2462,3
103,3
115,3
116,3
121,3
135,3
235,3
258,3
346,3
451,3
580,3
637,3
713,3
810,3
820,3
854,3
877,3
929,3
1059,3
1120,3
1314,3
1378,3
1383,3
1396,3
1412,3
1571,3
1572,3
1661,3
1744,3
1878,3
1992,3
2230,3
2302,3
2310,3
2317,3
2327,3
2399,3
2412,3
2442,3
2449,3
2483,3
17,3
145,3
249,3
443,3
453,3
605,3
900,3
961,3
983,3
1078,3
1269,3
1445,3
1514,3
1524,3
1642,3
1660,3
1666,3
2016,3
2043,3
2144,3
2165,3
2211,3
2271,3
78,4
335,4
