mutation,cluster
146,4
331,4
333,4
547,4
789,4
873,4
1109,4
1112,4
1119,4
1249,4
1266,4
1465,4
1517,4
1525,4
1634,4
1699,4
1831,4
1834,4
1842,4
1856,4
1890,4
2019,4
2197,4
2213,4
2333,4
2368,4
2485,4
2613,4
2723,4
2730,4
2748,4
2750,4
2913,4
3282,4
3367,4
3530,4
3601,4
3647,4
3701,4
3705,4
3781,4
3994,4
4087,4
4153,4
4329,4
4346,4
4366,4
4459,4
4745,4
4795,4
4953,4
41,4
53,4
80,4
131,4
157,4
257,4
334,4
342,4
689,4
690,4
712,4
832,4
840,4
843,4
854,4
879,4
888,4
902,4
986,4
1023,4
1061,4
1096,4
1118,4
1135,4
1180,4
1195,4
1213,4
1215,4
1386,4
1393,4
1434,4
1453,4
1729,4
1731,4
1809,4
1874,4
1945,4
1968,4
2083,4
2113,4
2241,4
2277,4
2299,4
2357,4
2438,4
2454,4
2466,4
2614,4
2741,4
2781,4
2784,4
2816,4
2883,4
2903,4
2990,4
2994,4
3093,4
3118,4
3159,4
3162,4
3212,4
3237,4
3269,4
3277,4
3312,4
3377,4
3398,4
3449,4
3465,4
3497,4
3571,4
3714,4
3724,4
3739,4
3740,4
3753,4
3813,4
3896,4
3912,4
3992,4
4018,4
4074,4
4075,4
4161,4
4442,4
4444,4
4508,4
4554,4
4597,4
4643,4
4726,4
4759,4
4835,4
4872,4
4936,4
60,4
202,4
243,4
249,4
250,4
262,4
310,4
332,4
377,4
448,4
471,4
483,4
620,4
889,4
895,4
997,4
1001,4
1193,4
1278,4
1381,4
1424,4
1597,4
1614,4
1629,4
1646,4
1677,4
1744,4
1904,4
1957,4
2036,4
2192,4
2318,4
2355,4
2522,4
2523,4
2620,4
2720,4
2799,4
2823,4
2845,4
2897,4
2953,4
2995,4
3202,4
3238,4
3327,4
3329,4
3655,4
3773,4
3825,4
4012,4
4247,4
4445,4
4486,4
4520,4
4604,4
4658,4
4720,4
4793,4
4821,4
4866,4
4963,4
4984,4
22,4
129,4
294,4
356,4
645,4
699,4
707,4
844,4
1033,4
1261,4
1496,4
1718,4
1797,4
2089,4
2286,4
2327,4
2358,4
2367,4
2456,4
2778,4
3014,4
3379,4
3529,4
3726,4
3830,4
3890,4
4097,4
4147,4
4183,4
4472,4
4564,4
4752,4
4777,4
4802,4
4817,4
4849,4
4975,4
4980,4
93,4
317,4
516,4
651,4
992,4
1093,4
1182,4
1197,4
1329,4
1599,4
1681,4
1772,4
1791,4
1833,4
1888,4
1974,4
2041,4
2158,4
2177,4
2611,4
2653,4
2714,4
2957,4
3100,4
3108,4
3301,4
3453,4
3804,4
4049,4
4061,4
4079,4
4140,4
4820,4
4827,4
4842,4
4847,4
4850,4
36,4
112,4
204,4
209,4
214,4
218,4
348,4
519,4
633,4
682,4
694,4
792,4
905,4
954,4
1102,4
1183,4
1366,4
1499,4
1902,4
2051,4
2363,4
2366,4
2378,4
2710,4
2712,4
2910,4
2933,4
3115,4
3150,4
3158,4
3164,4
3203,4
3393,4
3409,4
3591,4
3662,4
3812,4
3919,4
3921,4
3938,4
3943,4
4193,4
4282,4
4332,4
4485,4
4576,4
4698,4
4748,4
4839,4
4843,4
4965,4
4997,4
38,4
145,4
374,4
498,4
536,4
656,4
910,4
1158,4
1301,4
1308,4
1747,4
1766,4
1808,4
1865,4
1958,4
2156,4
2243,4
2245,4
2322,4
2344,4
2380,4
2387,4
2581,4
2608,4
2834,4
2841,4
2939,4
3190,4
3353,4
3507,4
3631,4
3672,4
3677,4
3737,4
3800,4
3833,4
3963,4
3991,4
4011,4
4688,4
4713,4
4762,4
4809,4
4900,4
4907,4
4929,4
9,4
10,4
137,4
162,4
191,4
351,4
355,4
559,4
733,4
904,4
927,4
1076,4
1126,4
1156,4
1231,4
1420,4
1428,4
1430,4
1546,4
1692,4
1807,4
1966,4
2085,4
2096,4
2145,4
2293,4
2312,4
2572,4
2643,4
2702,4
2743,4
2793,4
2800,4
2886,4
2976,4
3052,4
3092,4
3163,4
3336,4
3424,4
3534,4
3581,4
3642,4
3786,4
3860,4
3944,4
3957,4
4082,4
4552,4
4598,4
4735,4
4763,4
4770,4
48,4
183,4
216,4
236,4
395,4
430,4
564,4
811,4
845,4
934,4
940,4
983,4
995,4
1020,4
1094,4
1117,4
1179,4
1302,4
1341,4
1659,4
1738,4
1939,4
1993,4
2021,4
2063,4
2118,4
2137,4
2144,4
2231,4
2284,4
2386,4
2389,4
2411,4
2459,4
2566,4
2637,4
2758,4
2907,4
2916,4
2983,4
3064,4
3323,4
3365,4
3459,4
3511,4
3606,4
3638,4
3774,4
3855,4
3934,4
3958,4
4008,4
4029,4
4058,4
4217,4
4246,4
4295,4
4374,4
4476,4
4498,4
4653,4
4754,4
4788,4
4857,4
151,4
290,4
330,4
418,4
533,4
554,4
624,4
720,4
821,4
966,4
1006,4
1113,4
1250,4
1314,4
1389,4
1539,4
1562,4
1850,4
1946,4
1965,4
1977,4
1983,4
2039,4
2119,4
2139,4
2460,4
2666,4
2697,4
2740,4
2753,4
2842,4
2877,4
2954,4
3025,4
3053,4
3071,4
3339,4
3492,4
3607,4
3763,4
3780,4
3803,4
4051,4
4053,4
4127,4
4146,4
4220,4
4361,4
4458,4
4547,4
4622,4
4697,4
4786,4
4831,4
4868,4
4903,4
4919,4
4985,4
64,4
120,4
194,4
200,4
208,4
227,4
241,4
335,4
364,4
500,4
504,4
866,4
893,4
944,4
977,4
988,4
1029,4
1263,4
1292,4
1335,4
1479,4
1522,4
1847,4
1860,4
1883,4
1913,4
1933,4
1990,4
2011,4
2058,4
2151,4
2212,4
2379,4
2398,4
2418,4
2422,4
2446,4
2480,4
2527,4
2708,4
2959,4
3021,4
3153,4
3401,4
3466,4
3574,4
3593,4
3630,4
3699,4
3795,4
3827,4
3844,4
3925,4
4034,4
4084,4
4131,4
4132,4
4213,4
4301,4
4309,4
4339,4
4523,4
4750,4
4876,4
4896,4
4928,4
4999,4
172,4
313,4
461,4
469,4
630,4
672,4
855,4
859,4
1391,4
1475,4
1781,4
2103,4
2282,4
2543,4
2999,4
3085,4
3231,4
3233,4
3332,4
3418,4
3609,4
3633,4
3886,4
3986,4
4105,4
4267,4
4289,4
4321,4
4499,4
4532,4
4608,4
4686,4
4877,4
4897,4
4949,4
110,4
142,4
168,4
260,4
282,4
339,4
487,4
502,4
511,4
532,4
606,4
616,4
716,4
719,4
729,4
739,4
791,4
817,4
847,4
943,4
964,4
973,4
976,4
1181,4
1223,4
1580,4
1632,4
1652,4
1713,4
1741,4
1817,4
1880,4
1896,4
1911,4
2047,4
2150,4
2174,4
2190,4
2226,4
2276,4
2401,4
2421,4
2424,4
2545,4
2672,4
3011,4
3027,4
3042,4
3369,4
3389,4
3491,4
3584,4
3626,4
3635,4
3682,4
3731,4
3756,4
3887,4
4004,4
4024,4
4040,4
4045,4
4054,4
4094,4
4122,4
4156,4
4170,4
4175,4
4233,4
4269,4
4349,4
4437,4
4601,4
4631,4
4818,4
4889,4
12,4
58,4
230,4
273,4
281,4
311,4
449,4
520,4
543,4
544,4
723,4
736,4
759,4
762,4
908,4
1005,4
1008,4
1046,4
1060,4
1064,4
1187,4
1199,4
1344,4
1352,4
1354,4
1358,4
1425,4
1485,4
1486,4
1487,4
1501,4
1523,4
1531,4
1696,4
1854,4
1895,4
2091,4
2247,4
2295,4
2381,4
2452,4
2583,4
2612,4
2616,4
2682,4
2725,4
2807,4
2977,4
2993,4
3098,4
3109,4
3138,4
3156,4
3265,4
3349,4
3366,4
3405,4
3540,4
3625,4
3658,4
3673,4
3794,4
3807,4
3920,4
3923,4
3978,4
3980,4
4001,4
4072,4
4120,4
4125,4
4206,4
4238,4
4342,4
4402,4
4414,4
4435,4
4518,4
4527,4
4551,4
4555,4
4557,4
4624,4
4637,4
4695,4
4710,4
4774,4
4797,4
4815,4
4855,4
4983,4
33,4
135,4
278,4
292,4
346,4
455,4
458,4
783,4
914,4
932,4
980,4
1021,4
1086,4
1218,4
1251,4
1478,4
1550,4
1686,4
1962,4
2020,4
2057,4
2185,4
2303,4
2475,4
2532,4
2603,4
2626,4
2746,4
2803,4
2948,4
2998,4
3063,4
3130,4
3290,4
3337,4
3479,4
3484,4
3628,4
3670,4
3820,4
3899,4
3937,4
3965,4
4143,4
4150,4
4259,4
4348,4
4354,4
4482,4
4642,4
276,5
284,5
693,5
785,5
1296,5
1540,5
1684,5
1768,5
2202,5
2790,5
3067,5
4561,5
4727,5
4738,5
4789,5
4958,5
26,5
79,5
118,5
143,5
396,5
640,5
669,5
871,5
880,5
1120,5
1284,5
1592,5
1872,5
2030,5
2617,5
2681,5
2754,5
2898,5
2941,5
2974,5
3114,5
3193,5
3288,5
3308,5
3703,5
3796,5
4397,5
727,5
816,5
1083,5
1104,5
1134,5
1140,5
1649,5
2055,5
2513,5
2524,5
3215,5
3326,5
3482,5
4021,5
4088,5
4111,5
232,5
562,5
594,5
629,5
718,5
1333,5
1345,5
1824,5
2017,5
2437,5
2542,5
3182,5
3872,5
3900,5
4893,5
4945,5
25,5
389,5
765,5
1323,5
1547,5
1636,5
2217,5
2326,5
2789,5
2819,5
2919,5
3139,5
3315,5
3650,5
3748,5
3792,5
4297,5
4340,5
4575,5
169,5
275,5
370,5
671,5
754,5
807,5
1085,5
1254,5
1303,5
1488,5
1535,5
1569,5
1711,5
2209,5
2347,5
3632,5
3805,5
3946,5
4336,5
4417,5
4756,5
4783,5
4840,5
4911,5
72,5
212,5
259,5
300,5
589,5
1188,5
1648,5
1923,5
2073,5
2110,5
2203,5
2419,5
2508,5
2648,5
3404,5
3552,5
3561,5
3766,5
4226,5
4319,5
87,5
105,5
1719,5
1988,5
1989,5
2242,5
2455,5
2497,5
2647,5
2804,5
2812,5
2879,5
2921,5
3399,5
4067,5
4615,5
4625,5
4761,5
51,5
320,5
359,5
470,5
525,5
685,5
897,5
922,5
968,5
1338,5
1694,5
1843,5
1906,5
2108,5
2470,5
2852,5
2980,5
3013,5
3101,5
3220,5
3452,5
4313,5
4464,5
4563,5
4836,5
499,5
678,5
797,5
1237,5
1351,5
1401,5
1494,5
1628,5
1664,5
1717,5
1951,5
2199,5
2676,5
2756,5
2836,5
2952,5
3057,5
3077,5
3428,5
3678,5
3826,5
4379,5
4431,5
4432,5
4545,5
4657,5
4864,5
4969,5
766,5
1057,5
1073,5
1473,5
1917,5
2115,5
2388,5
