mutation,segment
6,0
43,0
54,0
66,0
67,0
112,0
145,0
156,0
158,0
167,0
169,0
184,0
185,0
196,0
200,0
205,0
230,0
254,0
261,0
269,0
271,0
288,0
291,0
295,0
296,0
323,0
348,0
355,0
370,0
378,0
394,0
402,0
411,0
413,0
423,0
446,0
448,0
481,0
486,0
488,0
549,0
562,0
564,0
592,0
598,0
617,0
620,0
627,0
639,0
656,0
661,0
672,0
681,0
684,0
700,0
708,0
749,0
751,0
759,0
761,0
766,0
793,0
795,0
826,0
849,0
865,0
866,0
887,0
892,0
894,0
914,0
925,0
927,0
928,0
950,0
956,0
991,0
996,0
1005,0
1014,0
1029,0
1036,0
1044,0
1055,0
1067,0
1080,0
1118,0
1171,0
1178,0
1219,0
1230,0
1256,0
1266,0
1293,0
1295,0
1299,0
1301,0
1335,0
1356,0
1369,0
1379,0
1383,0
1388,0
1408,0
1528,0
1548,0
1562,0
1571,0
1573,0
1625,0
1629,0
1641,0
1676,0
1678,0
1689,0
1704,0
1721,0
1789,0
1839,0
1897,0
1946,0
1957,0
1960,0
1970,0
1986,0
1998,0
2002,0
2012,0
2014,0
2028,0
2072,0
2075,0
2110,0
2111,0
2133,0
2149,0
2151,0
2158,0
2173,0
2182,0
2193,0
2223,0
2231,0
2236,0
2247,0
2267,0
2279,0
2295,0
2298,0
2300,0
2302,0
2303,0
2304,0
2307,0
2311,0
2323,0
2331,0
2352,0
2354,0
2396,0
2436,0
2478,0
2486,0
10,1
19,1
27,1
29,1
30,1
33,1
48,1
71,1
73,1
81,1
83,1
88,1
101,1
113,1
119,1
164,1
174,1
176,1
180,1
188,1
202,1
208,1
212,1
220,1
222,1
235,1
251,1
260,1
276,1
300,1
302,1
317,1
346,1
357,1
375,1
433,1
438,1
443,1
464,1
477,1
527,1
550,1
558,1
561,1
622,1
625,1
629,1
646,1
655,1
697,1
709,1
729,1
754,1
763,1
780,1
803,1
807,1
812,1
841,1
868,1
879,1
889,1
904,1
907,1
916,1
920,1
921,1
923,1
929,1
948,1
952,1
1003,1
1018,1
1021,1
1032,1
1051,1
1056,1
1060,1
1088,1
1092,1
1119,1
1128,1
1181,1
1188,1
1192,1
1199,1
1218,1
1235,1
1247,1
1260,1
1285,1
1290,1
1321,1
1337,1
1351,1
1354,1
1367,1
1381,1
1382,1
1406,1
1431,1
1443,1
1469,1
1471,1
1514,1
1522,1
1535,1
1544,1
1552,1
1554,1
1569,1
1572,1
1578,1
1589,1
1610,1
1621,1
1623,1
1637,1
1646,1
1666,1
1686,1
1693,1
1694,1
1716,1
1727,1
1752,1
1758,1
1759,1
1766,1
1767,1
1780,1
1783,1
1810,1
1813,1
1827,1
1835,1
1862,1
1863,1
1874,1
1884,1
1903,1
1905,1
1908,1
1919,1
1921,1
1927,1
1958,1
1963,1
1968,1
